大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,きんでんトリニティーブリッツ,20,81,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,393,177,118,60.1,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,20,81,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,393,177,118,60.1,0,0,0,0
V.LEAGUE DIVISION2 MEN 2018-19,きんでんトリニティーブリッツ,23,75,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,272,127,70,59.6,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,23,75,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,272,127,70,59.6,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2017/18,きんでんトリニティーブリッツ,18,64,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,294,150,74,63.6,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,18,64,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,294,150,74,63.6,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2016/17,きんでんトリニティーブリッツ,21,66,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,300,210,0,70.0,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,21,66,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,300,210,0,70.0,0,0,0,0
チャレンジリーグ入替戦男子2016/17,,2,6,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,17,13,0,76.5,0,0,0,0
チャレンジマッチ,,2,6,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,17,13,0,76.5,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2015/16,きんでんトリニティーブリッツ,18,58,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,302,190,0,62.9,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,18,58,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,302,190,0,62.9,0,0,0,0
レギュラーシーズン通算,,100,344,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,1561,854,262,63.1,0,0,0,0
通算,,102,350,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,1578,867,262,63.2,0,0,0,0
