大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,きんでんトリニティーブリッツ,13,2,2,1,0,50.0,0,0,0,-,0.5,0,-,7,0,0,0,1,3.6,0,0,0,-,1,0,0,1
レギュラーラウンド,きんでんトリニティーブリッツ,13,2,2,1,0,50.0,0,0,0,-,0.5,0,-,7,0,0,0,1,3.6,0,0,0,-,1,0,0,1
V.LEAGUE DIVISION2 MEN 2018-19,きんでんトリニティーブリッツ,11,19,50,20,5,40.0,0,0,0,-,1.05,4,0.21,50,0,0,6,12,3.0,5,1,0,20.0,20,4,0,24
レギュラーラウンド,きんでんトリニティーブリッツ,11,19,50,20,5,40.0,0,0,0,-,1.05,4,0.21,50,0,0,6,12,3.0,5,1,0,20.0,20,4,0,24
Ｖ・チャレンジリーグⅡ男子 2017/18,近畿クラブスフィーダ,8,14,31,11,1,35.5,0,0,0,-,0.79,6,0.43,20,0,0,2,1,-1.2,0,0,0,-,11,6,0,17
レギュラーラウンド,近畿クラブスフィーダ,8,14,31,11,1,35.5,0,0,0,-,0.79,6,0.43,20,0,0,2,1,-1.2,0,0,0,-,11,6,0,17
Ｖ・チャレンジリーグⅡ男子 2016/17,近畿クラブスフィーダ,8,17,52,28,3,53.8,0,0,0,-,1.65,3,0.18,50,1,1,1,13,10.1,0,0,0,-,28,3,2,33
レギュラーラウンド,近畿クラブスフィーダ,8,17,52,28,3,53.8,0,0,0,-,1.65,3,0.18,50,1,1,1,13,10.1,0,0,0,-,28,3,2,33
Ｖ・チャレンジリーグⅡ男子 2015/16,近畿クラブスフィーダ,12,30,46,20,4,43.5,0,0,0,-,0.67,7,0.23,63,0,0,2,24,9.5,1,1,0,100.0,20,7,0,27
レギュラーラウンド,近畿クラブスフィーダ,12,30,46,20,4,43.5,0,0,0,-,0.67,7,0.23,63,0,0,2,24,9.5,1,1,0,100.0,20,7,0,27
Ｖ・チャレンジリーグ男子 2014/15,近畿クラブスフィーダ,15,25,36,14,0,38.9,0,0,0,-,0.56,6,0.24,65,2,2,3,17,12.1,1,1,0,100.0,14,6,4,24
レギュラーラウンド,近畿クラブスフィーダ,15,25,36,14,0,38.9,0,0,0,-,0.56,6,0.24,65,2,2,3,17,12.1,1,1,0,100.0,14,6,4,24
レギュラーシーズン通算,,67,107,217,94,13,43.3,0,0,0,-,0.88,26,0.24,255,3,3,14,68,7.6,7,3,0,42.9,94,26,6,126
通算,,67,107,217,94,13,43.3,0,0,0,-,0.88,26,0.24,255,3,3,14,68,7.6,7,3,0,42.9,94,26,6,126
