大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,きんでんトリニティーブリッツ,19,77,857,389,84,45.4,269,137,34,50.9,5.05,26,0.34,273,4,7,52,86,7.1,0,0,0,-,389,26,11,426
レギュラーラウンド,きんでんトリニティーブリッツ,19,77,857,389,84,45.4,269,137,34,50.9,5.05,26,0.34,273,4,7,52,86,7.1,0,0,0,-,389,26,11,426
V.LEAGUE DIVISION2 MEN 2018-19,きんでんトリニティーブリッツ,12,42,394,156,53,39.6,130,49,29,37.7,3.71,11,0.26,146,5,5,29,36,8.0,1,0,0,0.0,156,11,10,177
レギュラーラウンド,きんでんトリニティーブリッツ,12,42,394,156,53,39.6,130,49,29,37.7,3.71,11,0.26,146,5,5,29,36,8.0,1,0,0,0.0,156,11,10,177
Ｖ・チャレンジリーグⅡ男子 2017/18,近畿クラブスフィーダ,10,39,407,203,33,49.9,135,62,20,45.9,5.21,15,0.38,143,2,10,21,51,13.6,18,5,1,30.6,203,15,12,230
レギュラーラウンド,近畿クラブスフィーダ,10,39,407,203,33,49.9,135,62,20,45.9,5.21,15,0.38,143,2,10,21,51,13.6,18,5,1,30.6,203,15,12,230
Ｖ・チャレンジリーグⅡ男子 2016/17,近畿クラブスフィーダ,10,37,292,124,27,42.5,56,29,6,51.8,3.35,17,0.46,129,3,8,43,50,17.0,13,2,0,15.4,124,17,11,152
レギュラーラウンド,近畿クラブスフィーダ,10,37,292,124,27,42.5,56,29,6,51.8,3.35,17,0.46,129,3,8,43,50,17.0,13,2,0,15.4,124,17,11,152
Ｖ・チャレンジリーグⅡ男子 2015/16,近畿クラブスフィーダ,12,44,292,117,29,40.1,73,29,8,39.7,2.66,11,0.25,169,4,7,33,54,13.7,9,5,0,55.6,117,11,11,139
レギュラーラウンド,近畿クラブスフィーダ,12,44,292,117,29,40.1,73,29,8,39.7,2.66,11,0.25,169,4,7,33,54,13.7,9,5,0,55.6,117,11,11,139
レギュラーシーズン通算,,63,239,2242,989,226,44.1,663,306,97,46.2,4.14,80,0.33,860,18,37,178,277,9.3,41,12,1,30.5,989,80,55,1124
通算,,63,239,2242,989,226,44.1,663,306,97,46.2,4.14,80,0.33,860,18,37,178,277,9.3,41,12,1,30.5,989,80,55,1124
