大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,きんでんトリニティーブリッツ,20,82,362,185,29,51.1,2,1,0,50.0,2.26,44,0.54,270,6,12,65,66,6.8,7,2,2,42.9,185,44,18,247
レギュラーラウンド,きんでんトリニティーブリッツ,20,82,362,185,29,51.1,2,1,0,50.0,2.26,44,0.54,270,6,12,65,66,6.8,7,2,2,42.9,185,44,18,247
V.LEAGUE DIVISION2 MEN 2018-19,きんでんトリニティーブリッツ,24,80,483,193,65,40.0,102,28,26,27.5,2.41,31,0.39,239,8,5,85,58,2.6,4,3,0,75.0,193,31,13,237
レギュラーラウンド,きんでんトリニティーブリッツ,24,80,483,193,65,40.0,102,28,26,27.5,2.41,31,0.39,239,8,5,85,58,2.6,4,3,0,75.0,193,31,13,237
Ｖ・チャレンジリーグⅡ男子 2017/18,きんでんトリニティーブリッツ,18,64,519,226,77,43.5,168,65,42,38.7,3.53,20,0.31,233,11,6,57,59,7.5,4,1,0,25.0,226,20,17,263
レギュラーラウンド,きんでんトリニティーブリッツ,18,64,519,226,77,43.5,168,65,42,38.7,3.53,20,0.31,233,11,6,57,59,7.5,4,1,0,25.0,226,20,17,263
Ｖ・チャレンジリーグⅡ男子 2016/17,きんでんトリニティーブリッツ,18,24,80,38,6,47.5,0,0,0,-,1.58,17,0.71,62,2,4,22,20,16.5,2,0,0,0.0,38,17,6,61
レギュラーラウンド,きんでんトリニティーブリッツ,18,24,80,38,6,47.5,0,0,0,-,1.58,17,0.71,62,2,4,22,20,16.5,2,0,0,0.0,38,17,6,61
チャレンジリーグ入替戦男子2016/17,,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,,1,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,80,250,1444,642,177,44.5,272,94,68,34.6,2.57,112,0.45,804,27,27,229,203,5.9,17,6,2,41.2,642,112,54,808
通算,,81,250,1444,642,177,44.5,272,94,68,34.6,2.57,112,0.45,804,27,27,229,203,5.9,17,6,2,41.2,642,112,54,808
