大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,きんでんトリニティーブリッツ,20,34,0,0,0,-,0,0,0,-,-,0,-,13,0,0,3,4,1.9,75,27,23,51.3,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,20,34,0,0,0,-,0,0,0,-,-,0,-,13,0,0,3,4,1.9,75,27,23,51.3,0,0,0,0
V.LEAGUE DIVISION2 MEN 2018-19,きんでんトリニティーブリッツ,24,47,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,180,92,52,65.6,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,24,47,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,180,92,52,65.6,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2017/18,きんでんトリニティーブリッツ,17,11,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,38,25,8,76.3,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,17,11,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,38,25,8,76.3,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2016/17,きんでんトリニティーブリッツ,21,21,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,85,55,0,64.7,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,21,21,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,85,55,0,64.7,0,0,0,0
チャレンジリーグ入替戦男子2016/17,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2015/16,きんでんトリニティーブリッツ,17,12,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,49,35,0,71.4,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,17,12,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,49,35,0,71.4,0,0,0,0
Ｖ・チャレンジリーグ男子 2014/15,きんでんトリニティーブリッツ,22,79,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,413,260,0,63.0,0,0,0,0
レギュラーラウンド,きんでんトリニティーブリッツ,22,79,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,413,260,0,63.0,0,0,0,0
レギュラーシーズン通算,,121,204,0,0,0,-,0,0,0,-,-,0,-,13,0,0,3,4,1.9,840,494,83,63.7,0,0,0,0
通算,,123,204,0,0,0,-,0,0,0,-,-,0,-,13,0,0,3,4,1.9,840,494,83,63.7,0,0,0,0
