試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,1,,藤中優斗,4,■,■,■,■,,10,5,2,50.0,30.0,1.25,0,0,0,-,1,0.25,16,0,1,2,1.6,35,17,9,61.4,6
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,2,,金丸晃大,3,□,□,,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,3,,伏見大和,4,■,■,■,■,,9,4,0,44.4,44.4,1.00,0,0,0,-,1,0.25,9,0,3,0,-8.3,0,0,0,-,5
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,4,,福山汰一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,5,,饒書涵,4,■,■,■,■,,10,7,1,70.0,60.0,1.75,0,0,0,-,0,-,16,1,1,2,7.8,3,0,1,16.7,8
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,6,,カジースキマテイ,4,■,■,■,■,,28,11,2,39.3,32.1,2.75,4,3,0,75.0,1,0.25,19,2,3,5,13.2,20,12,3,67.5,14
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,10,,小林光輝,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,11,,袴谷亮介,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,12,L,興梠亮,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,14,,西田有志,4,■,■,■,■,,51,28,2,54.9,51.0,7.00,20,12,1,60.0,0,-,19,5,2,7,32.9,0,0,0,-,33
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,15,,中根聡太,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,0,-,13,0,0,0,0.0,1,0,0,0.0,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,16,,久保山尚,3,,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,17,L,本間隆太,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,6,2,70.0,0
2020-02-24,2020-02,2,ジェイテクトSTINGS,サントリーサンバーズ,19,,浅野博亮,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,1,L,鶴田大樹,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,7,6,66.7,0
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,3,,小野遥輝,4,■,■,■,■,,15,8,3,53.3,33.3,2.00,0,0,0,-,2,0.50,12,2,3,3,16.7,1,0,1,50.0,12
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,6,,季道帥,4,■,■,■,■,,22,7,2,31.8,22.7,1.75,5,2,1,40.0,4,1.00,12,0,3,3,0.0,6,0,2,16.7,11
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,9,,大宅真樹,4,■,■,■,■,,0,0,0,,,-,0,0,0,-,0,-,13,1,3,3,7.7,1,0,0,0.0,1
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,10,,藤中謙也,4,■,■,■,■,,15,5,2,33.3,20.0,1.25,2,2,0,100.0,1,0.25,21,0,1,3,2.4,58,29,14,62.1,6
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,11,,秦耕介,3,,□,□,□,,0,0,0,,,-,0,0,0,-,1,0.33,4,0,0,2,12.5,2,0,2,50.0,1
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,12,,塩田達也,4,■,■,■,■,,7,2,1,28.6,14.3,0.50,0,0,0,-,2,0.50,9,0,2,0,-5.6,1,0,1,50.0,4
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,13,,ムセルスキードミトリー,4,■,■,■,■,,50,29,4,58.0,50.0,7.25,25,14,4,56.0,2,0.50,16,2,6,3,7.8,0,0,0,-,33
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,15,,喜入祥充,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,17,,星谷健太朗,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,18,,小川猛,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,19,,栗山雅史,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,20,,西田寛基,3,□,□,,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2020-02-24,2020-02,2,サントリーサンバーズ,ジェイテクトSTINGS,21,,佐藤謙次,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
