名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
兒玉康成,パナソニックパンサーズ,21,7,5,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
八子大輔,JTサンダーズ,14,145,57,198,84,14,42.4,35.4,16,9,3,5,144,11,26,42,190,82,0,100,56.2,1.47,0.09,10.4,43.2
内山正平,豊田合成トレフェルサ,4,146,76,18,11,0,61.1,61.1,0,0,0,15,248,3,11,63,7,1,0,29,,0.14,0.2,6.5,14.3
内藤和也,堺ブレイザーズ,5,146,68,28,16,1,57.1,53.6,0,0,0,4,132,2,17,46,6,3,0,22,,0.24,0.06,7.0,50.0
冨士本大生,パナソニックパンサーズ,4,50,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
冨田直人,FC東京,17,4,3,4,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
出耒田敬,堺ブレイザーズ,7,146,78,155,82,5,52.9,49.7,0,0,0,47,194,6,24,61,3,2,0,135,,1.05,0.6,7.9,66.7
前田一誠,豊田合成トレフェルサ,5,146,38,0,0,0,,,0,0,0,0,43,1,1,15,0,0,0,1,,0.0,0.0,10.5,
千々木駿介,堺ブレイザーズ,10,87,49,288,114,24,39.6,31.2,40,17,6,6,154,7,22,47,244,117,0,127,42.5,2.33,0.12,8.6,48.0
古田史郎,ジェイテクトSTINGS,4,146,73,576,259,39,45.0,38.2,246,109,23,20,264,9,69,94,2,1,0,288,44.3,3.55,0.27,5.8,50.0
古賀幸一郎,豊田合成トレフェルサ,10,146,76,0,0,0,,,0,0,0,0,0,0,0,0,360,263,0,0,,0.0,0.0,,73.1
合田心平,パナソニックパンサーズ,19,144,35,0,0,0,,,0,0,0,0,40,1,0,15,0,0,0,1,,0.0,0.0,11.9,
吉岡光大,JTサンダーズ,5,146,41,178,83,7,46.6,42.7,0,0,0,11,125,6,26,35,319,168,0,100,,2.02,0.27,6.6,52.7
和中謙治,FC東京,28,146,76,204,74,10,36.3,31.4,0,0,0,17,247,4,18,82,690,432,0,95,,0.97,0.22,8.1,62.6
唐川大志,JTサンダーズ,15,146,74,0,0,0,,,0,0,0,0,0,0,0,0,350,209,0,0,,0.0,0.0,,59.7
堤智久,堺ブレイザーズ,9,46,15,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
塚崎祐平,JTサンダーズ,16,136,1,11,7,0,63.6,63.6,3,2,0,0,1,0,0,0,0,0,0,7,66.7,7.0,0.0,0.0,
塩田達也,サントリーサンバーズ,12,122,60,141,87,9,61.7,55.3,0,0,0,25,152,3,27,44,5,3,0,115,,1.45,0.42,4.8,60.0
大木貴之,東レアローズ,20,79,5,6,2,1,33.3,16.7,0,0,0,0,5,0,2,0,5,5,0,2,,0.4,0.0,-10.0,100.0
奥村航,FC東京,11,59,42,99,62,5,62.6,57.6,0,0,0,14,125,6,20,28,6,5,0,82,,1.48,0.33,6.4,83.3
安井勇誠,JTサンダーズ,11,141,36,138,64,7,46.4,41.3,21,6,0,6,108,2,15,36,152,77,0,72,28.6,1.78,0.17,6.7,50.7
安永拓弥,JTサンダーズ,1,122,39,72,42,3,58.3,54.2,0,0,0,10,91,1,14,12,0,0,0,53,,1.08,0.26,0.5,
富松崇彰,東レアローズ,1,133,71,189,105,9,55.6,50.8,0,0,0,54,313,23,28,125,7,5,0,182,,1.48,0.76,15.1,71.4
専田和也,パナソニックパンサーズ,12,146,15,0,0,0,,,0,0,0,0,16,0,1,5,19,9,0,0,,0.0,0.0,6.2,47.4
小宮雄一郎,東レアローズ,19,33,11,14,9,1,64.3,57.1,0,0,0,5,22,1,5,9,1,1,0,15,,0.82,0.45,9.1,100.0
小川猛,サントリーサンバーズ,18,10,23,10,6,2,60.0,40.0,0,0,0,0,21,1,4,10,0,0,0,7,,0.26,0.0,11.9,
小田嶋大貴,FC東京,12,144,45,26,14,2,53.8,46.2,1,0,0,1,25,2,3,12,18,5,0,17,0.0,0.31,0.02,17.0,27.8
山内晶大,パナソニックパンサーズ,10,146,79,172,109,4,63.4,61.0,1,0,0,44,312,9,39,117,4,1,0,162,0.0,1.38,0.56,9.1,25.0
山岡祐也,FC東京,10,142,31,0,0,0,,,0,0,0,1,48,1,2,20,1,0,0,2,,0.0,0.03,11.5,0.0
山本智大,FC東京,20,1,2,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
山本湧,サントリーサンバーズ,15,146,79,31,12,5,38.7,22.6,2,0,1,16,275,8,32,91,7,1,0,36,0.0,0.15,0.2,8.3,14.3
山村宏太,サントリーサンバーズ,1,146,28,27,13,1,48.1,44.4,0,0,0,5,55,1,2,18,2,0,0,19,,0.46,0.18,9.1,0.0
山添信也,パナソニックパンサーズ,3,140,9,5,1,0,20.0,20.0,0,0,0,0,9,1,1,2,0,0,0,2,,0.11,0.0,13.9,
山田脩造,豊田合成トレフェルサ,1,146,53,192,78,15,40.6,32.8,2,0,0,3,183,4,42,66,387,200,0,85,0.0,1.47,0.06,5.5,51.7
山田要平,FC東京,4,33,42,18,10,1,55.6,50.0,0,0,0,9,119,3,11,38,2,0,0,22,,0.24,0.21,8.2,0.0
山近哲,豊田合成トレフェルサ,2,135,7,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
岡本祥吾,サントリーサンバーズ,6,146,26,0,0,0,,,0,0,0,1,20,0,1,7,1,0,0,1,,0.0,0.04,7.5,0.0
岡本秀明,豊田合成トレフェルサ,13,146,22,41,20,1,48.8,46.3,0,0,0,0,46,1,16,19,94,43,0,21,,0.91,0.0,3.8,45.7
川口太一,豊田合成トレフェルサ,20,146,58,0,0,0,,,0,0,0,0,0,0,0,0,90,52,0,0,,0.0,0.0,,57.8
廣瀬優希,ジェイテクトSTINGS,21,146,74,184,93,15,50.5,42.4,0,0,0,35,293,7,27,97,11,4,0,135,,1.26,0.47,8.4,36.4
手原紳,FC東京,16,146,37,13,7,1,53.8,46.2,2,1,0,7,85,1,4,22,3,0,0,15,50.0,0.19,0.19,6.5,0.0
手塚大,FC東京,9,144,67,480,218,33,45.4,38.5,79,40,7,18,261,16,72,69,241,87,0,252,50.6,3.25,0.27,5.8,36.1
新井洋介,豊田合成トレフェルサ,18,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星谷健太朗,サントリーサンバーズ,17,92,32,24,11,1,45.8,41.7,0,0,0,16,57,1,3,30,0,0,0,28,,0.34,0.5,13.6,
星野秀知,東レアローズ,10,135,37,110,47,9,42.7,34.5,0,0,0,8,49,1,17,15,161,81,0,56,,1.27,0.22,1.0,50.3
木村泰輔,堺ブレイザーズ,15,55,8,1,1,0,100.0,100.0,0,0,0,0,2,0,0,1,0,0,0,1,,0.12,0.0,12.5,
本間隆太,ジェイテクトSTINGS,17,146,64,0,0,0,,,0,0,0,0,0,0,0,0,287,188,0,0,,0.0,0.0,,65.5
李博,東レアローズ,15,146,79,205,122,7,59.5,56.1,0,0,0,42,306,30,60,125,10,6,0,194,,1.54,0.53,15.1,60.0
松原広輔,ジェイテクトSTINGS,10,136,16,0,0,0,,,0,0,0,0,21,1,4,5,0,0,0,1,,0.0,0.0,6.0,
松岡祐太,堺ブレイザーズ,13,146,9,18,8,1,44.4,38.9,5,2,1,1,4,0,1,0,0,0,0,9,40.0,0.89,0.11,-6.2,
松本慶彦,堺ブレイザーズ,1,146,79,193,115,9,59.6,54.9,0,0,0,25,250,5,10,82,8,5,0,145,,1.46,0.32,9.2,62.5
松林憲太郎,サントリーサンバーズ,13,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳澤広平,ジェイテクトSTINGS,22,140,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
柳田将洋,サントリーサンバーズ,8,142,61,294,140,28,47.6,38.1,61,30,11,8,210,19,44,94,171,80,0,167,49.2,2.3,0.13,15.0,46.8
栗山英之,FC東京,18,146,66,206,122,8,59.2,55.3,0,0,0,16,203,6,48,48,11,6,0,144,,1.85,0.24,3.0,54.5
栗山雅史,サントリーサンバーズ,19,146,39,124,53,6,42.7,37.9,9,4,3,12,81,3,14,27,69,26,0,68,44.4,1.36,0.31,7.7,37.7
梅野聡,東レアローズ,9,146,19,2,0,0,0.0,0.0,0,0,0,0,14,1,0,3,0,0,0,1,,0.0,0.0,12.5,
椿山竜介,豊田合成トレフェルサ,14,146,16,8,4,0,50.0,50.0,0,0,0,0,14,0,2,7,0,0,0,4,,0.25,0.0,8.9,
横田一義,堺ブレイザーズ,12,126,11,0,0,0,,,0,0,0,0,15,0,3,6,0,0,0,0,,0.0,0.0,5.0,
橘尚吾,FC東京,13,146,29,14,4,1,28.6,21.4,0,0,0,0,14,0,2,4,55,30,0,4,,0.14,0.0,3.6,54.5
橘裕也,FC東京,3,146,75,0,0,0,,,0,0,0,0,0,0,0,0,423,271,0,0,,0.0,0.0,,64.1
永野健,パナソニックパンサーズ,17,146,79,0,0,0,,,0,0,0,0,0,0,0,0,332,232,0,0,,0.0,0.0,,69.9
池田政之,パナソニックパンサーズ,11,146,62,150,73,8,48.7,43.3,37,20,3,7,55,1,15,12,0,0,0,81,54.1,1.18,0.11,0.5,
浅野博亮,ジェイテクトSTINGS,19,11,14,43,16,2,37.2,32.6,2,2,0,0,21,0,1,6,57,33,0,16,100.0,1.14,0.0,6.0,57.9
深津旭弘,JTサンダーズ,3,146,76,16,7,2,43.8,31.2,0,0,0,21,282,11,12,94,3,0,0,39,,0.09,0.28,11.2,0.0
深津英臣,パナソニックパンサーズ,2,146,79,23,13,1,56.5,52.2,0,0,0,7,358,18,25,134,5,0,0,38,,0.16,0.09,12.6,0.0
清水邦広,パナソニックパンサーズ,1,137,47,371,196,27,52.8,45.6,121,60,9,22,163,7,34,45,3,3,0,225,49.6,4.17,0.47,6.0,100.0
清野真一,ジェイテクトSTINGS,5,142,12,38,15,4,39.5,28.9,12,5,2,0,26,1,7,9,0,0,0,16,41.7,1.25,0.0,5.8,
渡辺俊介,東レアローズ,6,146,56,0,0,0,,,0,0,0,0,0,0,0,0,290,190,0,0,,0.0,0.0,,65.5
渡辺奏吾,パナソニックパンサーズ,5,146,30,130,52,5,40.0,36.2,10,8,0,6,62,1,13,12,100,47,0,59,80.0,1.73,0.2,1.2,47.0
瀬戸口竜矢,東レアローズ,8,145,14,0,0,0,,,0,0,0,0,0,0,0,0,14,8,0,0,,0.0,0.0,,57.1
玉宅健太郎,堺ブレイザーズ,6,146,43,4,3,1,75.0,50.0,0,0,0,7,99,4,7,29,1,0,0,14,,0.07,0.16,9.6,0.0
田城貴之,パナソニックパンサーズ,14,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
町野仁志,JTサンダーズ,2,80,39,72,36,3,50.0,45.8,0,0,0,16,121,1,2,27,1,1,0,53,,0.92,0.41,6.0,100.0
白岩直也,豊田合成トレフェルサ,7,87,27,70,29,6,41.4,32.9,0,0,0,4,84,1,18,24,194,115,0,34,,1.07,0.15,3.0,59.3
白澤健児,パナソニックパンサーズ,6,146,77,122,71,6,58.2,53.3,0,0,0,46,240,5,24,91,6,4,0,122,,0.92,0.6,9.1,66.7
石島雄介,堺ブレイザーズ,3,135,47,270,97,12,35.9,31.5,22,9,1,16,165,6,15,43,210,109,0,119,40.9,2.06,0.34,7.9,51.9
福山汰一,ジェイテクトSTINGS,23,120,21,22,11,2,50.0,40.9,0,0,0,5,35,1,2,10,1,1,0,17,,0.52,0.24,8.6,100.0
福澤達哉,パナソニックパンサーズ,15,143,68,488,258,31,52.9,46.5,83,47,10,21,234,3,33,43,368,205,0,282,56.6,3.79,0.31,2.4,55.7
竹浪貴志,FC東京,5,90,30,22,9,1,40.9,36.4,0,0,0,7,41,1,1,8,1,1,0,17,,0.3,0.23,6.7,100.0
筧本翔昂,JTサンダーズ,20,140,60,118,64,5,54.2,50.0,1,1,0,25,209,3,15,75,15,8,0,92,100.0,1.07,0.42,8.6,53.3
米山裕太,東レアローズ,5,146,71,254,113,7,44.5,41.7,43,24,3,9,207,6,45,72,516,334,0,128,55.8,1.59,0.13,6.2,64.7
米山達也,サントリーサンバーズ,20,137,35,1,1,0,100.0,100.0,0,0,0,0,45,1,6,19,0,0,0,2,,0.03,0.0,9.4,
細中久里寿,豊田合成トレフェルサ,21,92,10,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
興梠亮,ジェイテクトSTINGS,12,146,18,0,0,0,,,0,0,0,0,0,0,0,0,77,46,0,0,,0.0,0.0,,59.7
落合一貴,東レアローズ,16,53,5,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
藤中謙也,サントリーサンバーズ,10,146,79,364,163,24,44.8,38.2,18,9,2,23,253,6,31,63,638,395,0,192,50.0,2.06,0.29,5.5,61.9
藤井直伸,東レアローズ,21,146,78,21,16,0,76.2,76.2,2,2,0,15,250,6,15,88,3,0,0,37,100.0,0.21,0.19,9.7,0.0
衛藤英興,FC東京,15,139,40,69,35,2,50.7,47.8,0,0,0,12,113,1,8,19,1,0,0,48,,0.88,0.3,3.3,0.0
袴谷亮介,ジェイテクトSTINGS,11,139,24,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.04,0.0,,
越川優,JTサンダーズ,7,146,81,558,235,32,42.1,36.4,61,35,3,37,289,25,73,83,439,255,0,297,57.4,2.9,0.46,9.5,58.1
辰巳正敏,ジェイテクトSTINGS,9,42,11,15,10,0,66.7,66.7,0,0,0,1,28,2,7,10,1,1,0,13,,0.91,0.09,9.8,100.0
近江芳樹,FC東京,25,95,15,0,0,0,,,0,0,0,0,17,0,3,9,0,0,0,0,,0.0,0.0,8.8,
近裕崇,豊田合成トレフェルサ,6,146,76,169,102,6,60.4,56.8,0,0,0,43,272,12,20,94,5,3,0,157,,1.34,0.57,11.2,60.0
酒井大祐,サントリーサンバーズ,5,146,75,0,0,0,,,0,0,0,0,0,0,0,0,358,217,0,0,,0.0,0.0,,60.6
野瀬将平,FC東京,24,146,10,0,0,0,,,0,0,0,0,0,0,0,0,18,5,0,0,,0.0,0.0,,27.8
金丸晃大,ジェイテクトSTINGS,2,146,69,115,61,5,53.0,48.7,0,0,0,38,204,0,10,45,8,5,0,99,,0.88,0.55,4.3,62.5
金子聖輝,JTサンダーズ,17,119,9,0,0,0,,,0,0,0,0,13,0,3,1,0,0,0,0,,0.0,0.0,-3.8,
鈴木健太,FC東京,27,54,6,31,11,2,35.5,29.0,10,5,0,0,12,1,5,1,2,0,0,12,50.0,1.83,0.0,0.0,0.0
鈴木寛史,サントリーサンバーズ,2,146,77,152,97,3,63.8,61.8,0,0,0,39,233,7,15,62,17,12,0,143,,1.26,0.51,8.0,70.6
鈴木悠二,東レアローズ,18,146,79,404,175,22,43.3,37.9,76,33,5,8,341,28,54,159,276,141,0,211,43.4,2.22,0.1,15.9,51.1
長友優磨,FC東京,14,136,32,155,80,9,51.6,45.8,55,26,4,10,83,1,12,28,27,6,0,91,47.3,2.5,0.31,6.0,22.2
関田誠大,パナソニックパンサーズ,8,146,22,0,0,0,,,0,0,0,0,25,2,4,6,0,0,0,2,,0.0,0.0,10.0,
阿部裕太,サントリーサンバーズ,9,80,6,5,3,0,60.0,60.0,0,0,0,0,6,0,1,1,0,0,0,3,,0.5,0.0,0.0,
高松卓矢,豊田合成トレフェルサ,12,124,69,353,164,19,46.5,41.1,12,6,1,13,263,17,58,106,210,99,0,194,50.0,2.38,0.19,11.0,47.1
高橋和人,ジェイテクトSTINGS,7,146,73,401,171,38,42.6,33.2,34,17,5,29,270,24,64,106,498,266,0,224,50.0,2.34,0.4,12.8,53.4
高橋慎治,ジェイテクトSTINGS,6,146,49,2,0,0,0.0,0.0,1,0,0,1,87,1,1,18,0,0,0,2,0.0,0.0,0.02,6.0,
高橋拓也,豊田合成トレフェルサ,9,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋賢,サントリーサンバーズ,3,146,6,0,0,0,,,0,0,0,0,0,0,0,0,18,7,0,0,,0.0,0.0,,38.9
高野直哉,堺ブレイザーズ,4,146,58,240,114,17,47.5,40.4,4,1,0,19,189,9,36,66,413,212,0,142,25.0,1.97,0.33,8.7,51.3
鶴田大樹,サントリーサンバーズ,11,146,66,81,47,2,58.0,55.6,1,0,0,4,115,7,15,37,195,135,0,58,0.0,0.71,0.06,10.9,69.2
黒木康太郎,東レアローズ,17,16,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
黒澤雄介,豊田合成トレフェルサ,16,132,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
