月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,19,,栗山雅史,1,0,0,0,0,0,1,1,0,100.0,100.0,1.0,1,1,0,100.0,0,0.0,1,0,0,0,0.0,0,0,0,
11,19,,栗山雅史,14,0,1,4,1,0,53,26,3,49.056603773584904,43.39622641509434,3.7857142857142856,13,7,2,53.84615384615385,7,0.5,34,1,4,5,3.676470588235294,32,15,5,54.6875
12,19,,栗山雅史,13,3,3,3,1,1,58,22,1,37.93103448275862,36.206896551724135,4.461538461538462,19,7,0,36.84210526315789,2,0.15384615384615385,38,1,4,5,3.289473684210526,34,14,5,48.529411764705884
01,19,,栗山雅史,6,1,1,1,0,0,17,8,0,47.05882352941176,47.05882352941176,2.8333333333333335,6,2,0,33.33333333333333,1,0.16666666666666666,13,0,1,5,7.6923076923076925,15,6,3,50.0
11,19,,栗山雅史,8,1,1,1,0,0,33,11,2,33.33333333333333,27.27272727272727,4.125,15,5,2,33.33333333333333,1,0.125,19,2,2,5,14.473684210526315,1,0,0,0.0
