試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-04-15,久光製薬スプリングス,JTマーヴェラス,1,,野田昌代,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-15,久光製薬スプリングス,JTマーヴェラス,2,,成田郁久美,5,■,■,■,■,■,19,5,5,26.3,0.0,1.00,0,0,0,-,6,1.20,11,0,0,2,4.5,26,11,0,42.3,11
2007-04-15,久光製薬スプリングス,JTマーヴェラス,3,,落合真理,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,0,0,1,3.6,0,0,0,-,0
2007-04-15,久光製薬スプリングス,JTマーヴェラス,4,,先野久美子,5,■,■,■,■,■,31,11,1,35.5,32.3,2.20,0,0,0,-,2,0.40,18,1,2,6,12.8,1,1,0,100.0,14
2007-04-15,久光製薬スプリングス,JTマーヴェラス,5,,小山修加,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-15,久光製薬スプリングス,JTマーヴェラス,6,,上田かおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-15,久光製薬スプリングス,JTマーヴェラス,7,,狩野美雪,5,■,■,■,■,■,43,17,2,39.5,34.9,3.40,7,1,1,14.3,3,0.60,14,0,1,7,12.5,34,21,0,61.8,20
2007-04-15,久光製薬スプリングス,JTマーヴェラス,8,,大村加奈子,5,■,■,■,■,■,14,8,0,57.1,57.1,1.60,0,0,0,-,1,0.20,11,0,2,1,2.3,1,0,0,0.0,9
2007-04-15,久光製薬スプリングス,JTマーヴェラス,10,L,佐野優子,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,36,24,0,66.7,0
2007-04-15,久光製薬スプリングス,JTマーヴェラス,11,,フォフィーニャアナパウラ,5,■,■,■,■,■,67,27,4,40.3,34.3,5.40,14,5,1,35.7,2,0.40,25,1,1,11,14.2,0,0,0,-,30
2007-04-15,久光製薬スプリングス,JTマーヴェラス,12,,渡辺真由美,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2007-04-15,久光製薬スプリングス,JTマーヴェラス,17,,橋本直子,5,■,■,■,■,■,3,0,0,0.0,0.0,-,0,0,0,-,0,-,20,0,2,3,3.8,0,0,0,-,0
2007-04-15,久光製薬スプリングス,JTマーヴェラス,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,177,68,12,38.4,31.6,13.60,21,6,2,28.6,14,2.80,109,2,8,32,8.8,98,57,0,58.2,84
