名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
堀田理恵,2010-01,岡山シーガルズ,55,3,3,1,3,0,0,0,,,0,0,0,0,3,0,0,1,7,6,0,0,,0.0,0.0,8.3,85.7
堀田理恵,2010-02,岡山シーガルズ,55,4,11,1,4,0,0,0,,,0,0,0,0,1,0,0,0,11,6,0,0,,0.0,0.0,0.0,54.5
多治見麻子,2009-11,パイオニアレッドウィングス,5,5,4,1,9,40,18,1,45.0,42.5,0,0,0,8,27,1,4,6,2,2,0,27,,2.0,0.89,5.6,100.0
多治見麻子,2009-12,パイオニアレッドウィングス,5,1,6,0,4,14,7,0,50.0,50.0,0,0,0,3,7,0,0,3,0,0,0,10,,1.75,0.75,10.7,
多治見麻子,2010-01,パイオニアレッドウィングス,5,1,9,0,4,16,4,1,25.0,18.8,0,0,0,1,11,0,2,1,3,2,0,5,,1.0,0.25,-2.3,66.7
多治見麻子,2010-02,パイオニアレッドウィングス,5,2,12,0,9,35,10,2,28.6,22.9,0,0,0,1,14,0,2,2,2,0,0,11,,1.11,0.11,0.0,0.0
多治見麻子,2010-03,パイオニアレッドウィングス,5,2,18,0,20,90,39,6,43.3,36.7,1,0,0,8,48,1,2,16,4,4,0,48,0.0,1.95,0.4,9.4,100.0
大塚真菜,2009-11,トヨタ車体クインシーズ,12,3,5,1,2,20,7,2,35.0,25.0,0,0,0,1,5,0,1,4,7,5,0,8,,3.5,0.5,15.0,71.4
大塚真菜,2009-12,トヨタ車体クインシーズ,12,1,12,0,8,17,6,2,35.3,23.5,0,0,0,1,13,0,4,3,11,5,0,7,,0.75,0.12,-1.9,45.5
大塚真菜,2010-01,トヨタ車体クインシーズ,12,6,22,1,10,0,0,0,,,0,0,0,0,13,0,1,3,0,0,0,0,,0.0,0.0,3.8,
大塚真菜,2010-02,トヨタ車体クインシーズ,12,4,21,1,20,8,1,1,12.5,0.0,0,0,0,0,34,1,6,11,0,0,0,2,,0.05,0.0,6.6,
大塚真菜,2010-03,トヨタ車体クインシーズ,12,12,12,4,13,5,0,1,0.0,-20.0,0,0,0,0,18,2,2,5,0,0,0,2,,0.0,0.0,15.3,
大山加奈,2009-11,東レアローズ,3,3,3,1,6,66,22,4,33.3,27.3,14,5,3,4,21,1,1,4,0,0,0,27,35.7,3.67,0.67,8.3,
大山加奈,2009-12,東レアローズ,3,10,6,2,11,71,26,5,36.6,29.6,15,9,1,4,41,4,3,8,0,0,0,34,60.0,2.36,0.36,12.8,
大山未希,2009-11,東レアローズ,7,3,3,1,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大山未希,2009-12,東レアローズ,7,10,6,2,16,3,1,0,33.3,33.3,0,0,0,3,60,1,5,24,1,0,0,5,,0.06,0.19,9.6,0.0
大山未希,2010-01,東レアローズ,7,20,10,6,20,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,2,,0.0,0.1,,
大山未希,2010-02,東レアローズ,7,21,11,6,25,3,1,0,33.3,33.3,0,0,0,1,30,1,2,10,1,0,0,3,,0.04,0.04,10.0,0.0
大山未希,2010-03,東レアローズ,7,12,2,4,10,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大村加奈子,2009-11,久光製薬スプリングス,8,4,3,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大村加奈子,2009-12,久光製薬スプリングス,8,12,1,4,6,1,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,,0.0,0.33,,
大村加奈子,2010-01,久光製薬スプリングス,8,15,9,5,13,6,3,0,50.0,50.0,0,0,0,0,1,0,0,0,0,0,0,3,,0.23,0.0,0.0,
大村加奈子,2010-02,久光製薬スプリングス,8,20,9,6,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大村加奈子,2010-03,久光製薬スプリングス,8,12,2,4,2,3,1,0,33.3,33.3,0,0,0,0,5,0,1,1,0,0,0,1,,0.5,0.0,0.0,
大村祥子,2009-11,デンソーエアリービーズ,23,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大村祥子,2009-12,デンソーエアリービーズ,23,1,6,0,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
大槻真弥,2009-11,デンソーエアリービーズ,14,6,1,2,5,0,0,0,,,0,0,0,0,0,0,0,0,7,4,0,0,,0.0,0.0,,57.1
大槻真弥,2009-12,デンソーエアリービーズ,14,5,11,1,8,0,0,0,,,0,0,0,0,5,0,0,3,9,3,0,0,,0.0,0.0,15.0,33.3
大槻真弥,2010-01,デンソーエアリービーズ,14,19,7,6,14,0,0,0,,,0,0,0,0,5,0,0,3,13,6,0,0,,0.0,0.0,15.0,46.2
大槻真弥,2010-02,デンソーエアリービーズ,14,16,16,3,10,0,0,0,,,0,0,0,0,1,0,0,0,10,5,0,0,,0.0,0.0,0.0,50.0
大槻真弥,2010-03,デンソーエアリービーズ,14,11,11,3,7,0,0,0,,,0,0,0,0,0,0,0,0,13,8,0,0,,0.0,0.0,,61.5
奥田恭子,2009-12,デンソーエアリービーズ,15,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田恭子,2010-01,デンソーエアリービーズ,15,19,7,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田恭子,2010-02,デンソーエアリービーズ,15,16,16,3,7,60,15,4,25.0,18.3,0,0,0,1,23,1,0,6,44,17,0,17,,2.14,0.14,10.9,38.6
奥田恭子,2010-03,デンソーエアリービーズ,15,11,11,3,8,44,12,0,27.3,27.3,0,0,0,1,12,0,1,5,38,17,0,13,,1.5,0.12,8.3,44.7
安藤典莉子,2009-11,NECレッドロケッツ,12,2,6,0,4,5,2,0,40.0,40.0,0,0,0,0,7,1,1,2,0,0,0,3,,0.5,0.0,17.9,
安藤典莉子,2009-12,NECレッドロケッツ,12,6,8,2,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
安藤典莉子,2010-01,NECレッドロケッツ,12,13,18,3,20,32,10,4,31.2,18.8,3,0,2,6,32,1,5,13,0,0,0,17,0.0,0.5,0.3,9.4,
安藤典莉子,2010-02,NECレッドロケッツ,12,17,18,3,22,43,12,3,27.9,20.9,10,3,1,2,34,2,6,8,0,0,0,16,30.0,0.55,0.09,7.4,
安藤典莉子,2010-03,NECレッドロケッツ,12,11,14,2,13,18,9,0,50.0,50.0,0,0,0,1,13,1,2,4,2,1,0,11,,0.69,0.08,11.5,50.0
宮下遥,2009-11,岡山シーガルズ,14,0,3,0,3,0,0,0,,,0,0,0,0,3,0,0,0,1,1,0,0,,0.0,0.0,0.0,100.0
宮下遥,2009-12,岡山シーガルズ,14,6,5,2,3,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
宮下遥,2010-01,岡山シーガルズ,14,10,19,2,24,0,0,0,,,0,0,0,1,20,0,0,6,1,1,0,1,,0.0,0.04,7.5,100.0
宮下遥,2010-02,岡山シーガルズ,14,10,15,3,12,1,0,0,0.0,0.0,0,0,0,1,20,3,2,6,10,1,0,4,,0.0,0.08,20.0,10.0
宮下遥,2010-03,岡山シーガルズ,14,8,13,1,18,0,0,0,,,0,0,0,1,12,0,3,2,4,2,0,1,,0.0,0.06,-2.1,50.0
宮田由佳里,2009-12,東レアローズ,18,5,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮田由佳里,2010-01,東レアローズ,18,17,10,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮田由佳里,2010-02,東レアローズ,18,21,11,6,9,26,7,5,26.9,7.7,0,0,0,6,23,1,1,7,0,0,0,14,,0.78,0.67,10.9,
宮田由佳里,2010-03,東レアローズ,18,18,6,6,23,67,27,4,40.3,34.3,0,0,0,9,68,2,2,32,0,0,0,38,,1.17,0.39,14.0,
小山修加,2009-11,久光製薬スプリングス,5,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小山修加,2010-02,久光製薬スプリングス,5,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小山修加,2010-03,久光製薬スプリングス,5,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,2009-11,東レアローズ,19,3,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,2009-12,東レアローズ,19,10,6,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,2010-01,東レアローズ,19,14,7,4,7,3,2,1,66.7,33.3,0,0,0,0,11,0,0,4,5,4,0,2,,0.29,0.0,9.1,80.0
小平花織,2010-02,東レアローズ,19,6,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,2010-03,東レアローズ,19,12,6,4,5,0,0,0,,,0,0,0,0,6,0,0,0,0,0,0,0,,0.0,0.0,0.0,
小林亜里沙,2009-11,岡山シーガルズ,17,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林亜里沙,2009-12,岡山シーガルズ,17,3,4,1,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小林亜里沙,2010-01,岡山シーガルズ,17,7,18,1,14,21,2,1,9.5,4.8,0,0,0,0,15,2,0,5,4,0,0,4,,0.14,0.0,21.7,0.0
小林亜里沙,2010-02,岡山シーガルズ,17,3,2,1,3,5,2,0,40.0,40.0,0,0,0,0,1,0,0,0,0,0,0,2,,0.67,0.0,0.0,
小菅真弓,2009-11,岡山シーガルズ,41,0,6,0,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
小菅真弓,2009-12,岡山シーガルズ,41,9,6,3,9,1,0,0,0.0,0.0,0,0,0,0,12,2,1,1,0,0,0,2,,0.0,0.0,16.7,
小菅真弓,2010-01,岡山シーガルズ,41,0,3,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小菅真弓,2010-02,岡山シーガルズ,41,13,17,4,27,5,2,1,40.0,20.0,0,0,0,3,67,1,0,7,2,1,0,6,,0.07,0.11,4.1,50.0
小菅真弓,2010-03,岡山シーガルズ,41,8,16,1,22,2,1,0,50.0,50.0,0,0,0,3,42,0,0,10,5,1,0,4,,0.05,0.14,6.0,20.0
小酒翔子,2009-11,JTマーヴェラス,11,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小酒翔子,2009-12,JTマーヴェラス,11,12,0,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小酒翔子,2010-01,JTマーヴェラス,11,24,5,8,5,0,0,0,,,0,0,0,0,9,0,0,4,3,2,0,0,,0.0,0.0,11.1,66.7
小酒翔子,2010-02,JTマーヴェラス,11,24,7,8,4,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,0,,0.0,0.0,0.0,
小酒翔子,2010-03,JTマーヴェラス,11,16,7,4,4,0,0,0,,,0,0,0,0,7,0,0,1,3,1,0,0,,0.0,0.0,3.6,33.3
山口舞,2009-11,岡山シーガルズ,2,0,6,0,6,48,19,1,39.6,37.5,0,0,0,2,19,0,0,4,23,11,0,21,,3.17,0.33,5.3,47.8
山口舞,2009-12,岡山シーガルズ,2,9,6,3,15,97,44,1,45.4,44.3,0,0,0,7,53,1,2,7,54,35,0,52,,2.93,0.47,4.2,64.8
山口舞,2010-01,岡山シーガルズ,2,10,19,2,29,204,84,11,41.2,35.8,0,0,0,15,91,2,0,17,106,62,0,101,,2.9,0.52,6.9,58.5
山口舞,2010-02,岡山シーガルズ,2,13,17,4,30,176,65,7,36.9,33.0,0,0,0,11,100,2,4,20,106,70,0,78,,2.17,0.37,6.0,66.0
山口舞,2010-03,岡山シーガルズ,2,8,16,1,24,162,57,7,35.2,30.9,0,0,0,12,69,0,0,12,121,78,0,69,,2.38,0.5,4.3,64.5
山本愛,2009-11,JTマーヴェラス,3,6,1,2,7,36,16,0,44.4,44.4,0,0,0,5,24,1,3,7,0,0,0,22,,2.29,0.71,8.3,
山本愛,2009-12,JTマーヴェラス,3,12,0,4,12,52,23,1,44.2,42.3,0,0,0,10,43,2,1,11,3,2,0,35,,1.92,0.83,10.5,66.7
山本愛,2010-01,JTマーヴェラス,3,24,5,8,29,139,75,5,54.0,50.4,0,0,0,22,96,2,7,34,8,6,0,99,,2.59,0.76,9.1,75.0
山本愛,2010-02,JTマーヴェラス,3,24,7,8,31,124,50,2,40.3,38.7,0,0,0,10,90,4,9,36,5,4,0,64,,1.61,0.32,11.9,80.0
山本愛,2010-03,JTマーヴェラス,3,16,7,4,23,79,36,4,45.6,40.5,0,0,0,13,82,7,6,32,1,1,0,56,,1.57,0.57,16.5,100.0
山本陽子,2009-11,トヨタ車体クインシーズ,3,3,5,1,7,19,7,1,36.8,31.6,0,0,0,3,23,3,2,4,0,0,0,13,,1.0,0.43,15.2,
山本陽子,2009-12,トヨタ車体クインシーズ,3,1,12,0,9,20,8,2,40.0,30.0,0,0,0,1,23,1,1,10,2,1,0,10,,0.89,0.11,14.1,50.0
山本陽子,2010-01,トヨタ車体クインシーズ,3,6,22,1,20,59,18,8,30.5,16.9,0,0,0,3,46,3,3,13,0,0,0,24,,0.9,0.15,12.0,
山本陽子,2010-02,トヨタ車体クインシーズ,3,4,21,1,16,20,10,1,50.0,45.0,0,0,0,1,21,0,1,14,1,1,0,11,,0.62,0.06,15.5,100.0
山本陽子,2010-03,トヨタ車体クインシーズ,3,12,12,4,6,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
山田真里,2009-11,トヨタ車体クインシーズ,21,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田真里,2009-12,トヨタ車体クインシーズ,21,1,12,0,3,17,5,3,29.4,11.8,0,0,0,1,6,0,1,3,27,20,0,6,,1.67,0.33,8.3,74.1
岡野弘子,2009-11,岡山シーガルズ,15,0,6,0,6,1,0,0,0.0,0.0,0,0,0,4,13,0,0,4,0,0,0,4,,0.0,0.67,7.7,
岡野弘子,2009-12,岡山シーガルズ,15,9,6,3,13,1,0,0,0.0,0.0,0,0,0,3,52,3,0,11,1,0,0,6,,0.0,0.23,11.1,0.0
岡野弘子,2010-01,岡山シーガルズ,15,10,19,2,29,6,1,0,16.7,16.7,0,0,0,7,84,3,4,30,0,0,0,11,,0.03,0.24,11.3,
岡野弘子,2010-02,岡山シーガルズ,15,13,17,4,24,2,2,0,100.0,100.0,0,0,0,3,35,2,0,14,0,0,0,7,,0.08,0.12,15.7,
岡野弘子,2010-03,岡山シーガルズ,15,8,16,1,10,0,0,0,,,0,0,0,2,19,0,1,10,0,0,0,2,,0.0,0.2,11.8,
岩坂名奈,2009-11,久光製薬スプリングス,17,4,3,1,4,4,1,1,25.0,0.0,0,0,0,0,5,1,0,1,0,0,0,2,,0.25,0.0,25.0,
岩坂名奈,2009-12,久光製薬スプリングス,17,12,1,4,4,5,1,0,20.0,20.0,0,0,0,1,2,0,0,1,0,0,0,2,,0.25,0.25,12.5,
岩坂名奈,2010-01,久光製薬スプリングス,17,9,9,3,1,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
岩坂名奈,2010-02,久光製薬スプリングス,17,16,10,4,4,5,3,0,60.0,60.0,0,0,0,0,7,0,1,3,1,0,0,3,,0.75,0.0,7.1,0.0
岩坂名奈,2010-03,久光製薬スプリングス,17,14,8,4,11,19,7,1,36.8,31.6,0,0,0,5,27,1,2,14,5,1,0,13,,0.64,0.45,14.8,20.0
峯村沙紀,2010-01,東レアローズ,20,9,3,3,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
峯村沙紀,2010-02,東レアローズ,20,15,7,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
峯村沙紀,2010-03,東レアローズ,20,18,6,6,3,0,0,0,,,0,0,0,0,6,1,0,2,0,0,0,1,,0.0,0.0,25.0,
島村春世,2010-01,NECレッドロケッツ,22,5,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
島村春世,2010-02,NECレッドロケッツ,22,12,13,2,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
島村春世,2010-03,NECレッドロケッツ,22,4,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川原麻実,2009-11,JTマーヴェラス,15,6,1,2,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
川原麻実,2009-12,JTマーヴェラス,15,12,0,4,4,4,1,0,25.0,25.0,0,0,0,0,1,0,0,1,0,0,0,1,,0.25,0.0,25.0,
川原麻実,2010-01,JTマーヴェラス,15,24,5,8,24,54,20,3,37.0,31.5,3,0,1,7,16,1,1,3,1,1,0,28,0.0,0.83,0.29,9.4,100.0
川原麻実,2010-02,JTマーヴェラス,15,24,7,8,30,130,46,3,35.4,33.1,5,2,1,11,67,6,2,27,87,51,0,63,40.0,1.53,0.37,18.3,58.6
川原麻実,2010-03,JTマーヴェラス,15,16,7,4,17,56,17,5,30.4,21.4,1,0,0,2,31,1,1,15,42,16,0,20,0.0,1.0,0.12,14.5,38.1
川島亜依美,2010-01,岡山シーガルズ,28,0,3,0,1,3,0,0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,0,0,,0.0,0.0,-25.0,100.0
川畑愛希,2009-11,岡山シーガルズ,8,0,6,0,3,29,4,0,13.8,13.8,0,0,0,0,6,0,1,2,5,2,0,4,,1.33,0.0,4.2,40.0
川畑愛希,2009-12,岡山シーガルズ,8,9,6,3,9,39,10,0,25.6,25.6,0,0,0,0,15,0,0,2,8,6,0,10,,1.11,0.0,3.3,75.0
川畑愛希,2010-01,岡山シーガルズ,8,9,16,2,18,188,50,15,26.6,18.6,0,0,0,3,46,0,0,9,37,20,0,53,,2.78,0.17,4.9,54.1
川畑愛希,2010-02,岡山シーガルズ,8,10,16,3,24,257,93,8,36.2,33.1,1,0,0,0,80,3,0,19,74,39,0,96,0.0,3.88,0.0,9.7,52.7
川畑愛希,2010-03,岡山シーガルズ,8,8,16,1,16,123,40,9,32.5,25.2,0,0,0,1,57,1,0,15,25,11,0,42,,2.5,0.06,8.3,44.0
平井香菜子,2009-11,久光製薬スプリングス,9,4,3,1,7,24,7,2,29.2,20.8,0,0,0,2,26,3,4,5,0,0,0,12,,1.0,0.29,12.5,
平井香菜子,2009-12,久光製薬スプリングス,9,12,1,4,13,59,25,3,42.4,37.3,0,0,0,5,37,0,6,13,1,1,0,30,,1.92,0.38,4.7,100.0
平井香菜子,2010-01,久光製薬スプリングス,9,15,9,5,24,108,44,4,40.7,37.0,0,0,0,17,73,4,7,21,4,2,0,65,,1.83,0.71,10.3,50.0
平井香菜子,2010-02,久光製薬スプリングス,9,22,12,6,34,137,59,10,43.1,35.8,0,0,0,19,91,8,6,36,2,1,0,86,,1.74,0.56,17.0,50.0
平井香菜子,2010-03,久光製薬スプリングス,9,14,8,4,22,102,39,7,38.2,31.4,0,0,0,3,88,7,1,33,3,0,0,49,,1.77,0.14,17.0,0.0
成田郁久美,2009-11,パイオニアレッドウィングス,7,5,4,1,9,46,21,3,45.7,39.1,0,0,0,10,32,0,3,3,43,32,0,31,,2.33,1.11,0.0,74.4
成田郁久美,2009-12,パイオニアレッドウィングス,7,1,12,0,13,74,21,3,28.4,24.3,0,0,0,6,39,1,3,12,52,43,0,28,,1.62,0.46,8.3,82.7
成田郁久美,2010-01,パイオニアレッドウィングス,7,6,23,1,29,152,44,12,28.9,21.1,2,1,0,16,93,2,10,25,129,93,0,62,50.0,1.52,0.55,6.2,72.1
成田郁久美,2010-02,パイオニアレッドウィングス,7,8,23,1,31,155,63,7,40.6,36.1,3,1,0,20,96,0,10,24,139,104,0,83,33.3,2.03,0.65,3.6,74.8
成田郁久美,2010-03,パイオニアレッドウィングス,7,2,18,0,19,63,22,6,34.9,25.4,1,0,0,6,35,0,3,10,45,31,0,28,0.0,1.16,0.32,5.0,68.9
新鍋理沙,2009-11,久光製薬スプリングス,18,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,2009-12,久光製薬スプリングス,18,12,1,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,2010-01,久光製薬スプリングス,18,15,9,5,2,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,0,,0.0,0.0,0.0,
新鍋理沙,2010-02,久光製薬スプリングス,18,22,12,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,2010-03,久光製薬スプリングス,18,14,8,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
有田沙織,2009-11,NECレッドロケッツ,6,2,6,0,4,29,3,3,10.3,0.0,7,0,1,1,17,1,1,1,0,0,0,5,0.0,0.75,0.25,5.9,
有田沙織,2009-12,NECレッドロケッツ,6,6,8,2,10,79,31,2,39.2,36.7,14,6,1,3,22,4,3,5,2,2,0,38,42.9,3.1,0.3,20.5,100.0
有田沙織,2010-01,NECレッドロケッツ,6,13,18,3,16,74,27,6,36.5,28.4,4,0,2,4,20,0,2,8,4,1,0,31,0.0,1.69,0.25,7.5,25.0
有田沙織,2010-02,NECレッドロケッツ,6,17,18,3,24,99,35,3,35.4,32.3,13,4,2,3,39,3,2,13,5,3,0,41,30.8,1.46,0.12,14.7,60.0
有田沙織,2010-03,NECレッドロケッツ,6,11,14,2,22,78,37,7,47.4,38.5,5,2,2,4,26,1,0,12,3,1,0,42,40.0,1.68,0.18,15.4,33.3
服部梨花,2010-01,パイオニアレッドウィングス,27,5,14,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部梨花,2010-02,パイオニアレッドウィングス,27,6,11,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部梨花,2010-03,パイオニアレッドウィングス,27,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部鮎弥,2010-01,トヨタ車体クインシーズ,16,6,22,1,20,36,12,4,33.3,22.2,0,0,0,1,33,0,4,3,78,54,0,13,,0.6,0.05,-0.8,69.2
木村沙織,2009-11,東レアローズ,10,3,3,1,6,74,27,5,36.5,29.7,4,2,0,1,23,3,1,10,74,50,0,31,50.0,4.5,0.17,22.8,67.6
木村沙織,2009-12,東レアローズ,10,10,6,2,16,206,73,12,35.4,29.6,18,7,1,6,55,3,6,23,154,110,0,82,38.9,4.56,0.38,13.2,71.4
木村沙織,2010-01,東レアローズ,10,20,10,6,30,343,124,25,36.2,28.9,41,13,5,13,111,9,7,45,255,155,0,146,31.7,4.13,0.43,16.7,60.8
木村沙織,2010-02,東レアローズ,10,21,11,6,32,373,147,24,39.4,33.0,35,11,5,13,118,8,12,45,335,184,0,168,31.4,4.59,0.41,13.8,54.9
木村沙織,2010-03,東レアローズ,10,18,6,6,24,310,125,15,40.3,35.5,32,9,4,10,83,4,5,36,270,170,0,139,28.1,5.21,0.42,14.2,63.0
本田つばさ,2009-11,デンソーエアリービーズ,22,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本田つばさ,2009-12,デンソーエアリービーズ,22,1,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本田つばさ,2010-01,デンソーエアリービーズ,22,3,0,1,2,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
本田つばさ,2010-02,デンソーエアリービーズ,22,5,6,1,4,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
本田つばさ,2010-03,デンソーエアリービーズ,22,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉山祥子,2009-11,NECレッドロケッツ,2,2,6,0,8,52,27,2,51.9,48.1,0,0,0,9,20,0,2,7,0,0,0,36,,3.38,1.12,6.2,
杉山祥子,2009-12,NECレッドロケッツ,2,6,8,2,14,67,24,4,35.8,29.9,0,0,0,6,42,1,3,13,2,2,0,31,,1.71,0.43,8.3,100.0
杉山祥子,2010-01,NECレッドロケッツ,2,13,18,3,31,158,58,12,36.7,29.1,0,0,0,23,81,2,5,28,2,1,0,83,,1.87,0.74,9.6,50.0
杉山祥子,2010-02,NECレッドロケッツ,2,17,18,3,35,209,95,5,45.5,43.1,0,0,0,20,94,2,10,23,0,0,0,117,,2.71,0.57,5.6,
杉山祥子,2010-03,NECレッドロケッツ,2,11,14,2,25,141,50,4,35.5,32.6,0,0,0,22,71,2,2,29,5,0,0,74,,2.0,0.88,12.3,0.0
杉本早希,2009-11,パイオニアレッドウィングス,2,5,4,1,9,82,21,4,25.6,20.7,8,2,1,0,50,2,7,17,34,27,0,23,25.0,2.33,0.0,9.0,79.4
杉本早希,2009-12,パイオニアレッドウィングス,2,1,12,0,13,148,44,10,29.7,23.0,10,4,0,1,47,1,6,16,82,54,0,46,40.0,3.38,0.08,7.4,65.9
杉本早希,2010-01,パイオニアレッドウィングス,2,6,23,1,12,5,2,1,40.0,20.0,2,1,0,0,12,0,1,4,6,3,0,2,50.0,0.17,0.0,6.2,50.0
杉本早希,2010-02,パイオニアレッドウィングス,2,8,23,1,24,155,58,13,37.4,29.0,16,5,0,1,65,10,9,27,84,32,0,69,31.2,2.42,0.04,22.3,38.1
杉本早希,2010-03,パイオニアレッドウィングス,2,2,18,0,20,185,47,13,25.4,18.4,15,4,2,1,60,5,8,21,118,63,0,53,26.7,2.35,0.05,13.8,53.4
村田奈都美,2009-11,岡山シーガルズ,12,0,6,0,6,85,23,3,27.1,23.5,1,0,0,1,16,0,0,9,9,4,0,24,0.0,3.83,0.17,14.1,44.4
村田奈都美,2009-12,岡山シーガルズ,12,9,6,3,15,192,60,15,31.2,23.4,0,0,0,5,46,0,3,14,32,15,0,65,,4.0,0.33,6.0,46.9
村田奈都美,2010-01,岡山シーガルズ,12,10,19,2,20,230,63,15,27.4,20.9,0,0,0,4,52,2,4,14,45,27,0,69,,3.15,0.2,8.7,60.0
村田奈都美,2010-02,岡山シーガルズ,12,13,17,4,28,319,100,16,31.3,26.3,0,0,0,6,79,1,6,26,58,28,0,107,,3.57,0.21,7.6,48.3
村田奈都美,2010-03,岡山シーガルズ,12,8,16,1,23,284,84,13,29.6,25.0,0,0,0,7,57,1,7,18,34,15,0,92,,3.65,0.3,6.6,44.1
松崎さ代子,2009-11,NECレッドロケッツ,4,2,6,0,4,25,11,2,44.0,36.0,0,0,0,4,12,2,3,1,4,4,0,17,,2.75,1.0,12.5,100.0
松崎さ代子,2009-12,NECレッドロケッツ,4,6,8,2,14,69,28,6,40.6,31.9,4,1,1,11,46,4,5,13,1,0,0,43,25.0,2.0,0.79,13.0,0.0
松浦寛子,2009-11,NECレッドロケッツ,19,2,6,0,7,14,4,3,28.6,7.1,0,0,0,0,13,0,2,4,16,7,0,4,,0.57,0.0,3.8,43.8
