試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,2,,瀬戸杏華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,3,,森田茉莉,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,0,2,25.0,0,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,4,,ジャラットハタイラット,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,6,,村上華澄,4,■,■,■,■,nan,16,2,3,12.5,-6.2,0.50,0,0,0,-,0,-,18,1,0,3,9.7,3,0,2,33.3,3,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,7,,合屋咲希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,8,,高相みな実,2,■,■,nan,nan,nan,16,7,1,43.8,37.5,3.50,2,0,0,0.0,0,-,3,0,0,1,8.3,7,4,2,71.4,7,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,9,,山下遥香,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,12,0,1,3,4.2,0,0,0,-,1,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,10,,綿引菜都美,4,■,■,■,■,nan,12,3,0,25.0,25.0,0.75,0,0,0,-,3,0.75,12,1,0,2,12.5,3,0,3,50.0,7,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,11,,堀口あやか,3,nan,□,■,■,nan,26,10,1,38.5,34.6,3.33,2,0,1,0.0,0,-,10,0,3,3,0.0,8,2,4,50.0,10,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,13,,津賀菜緒,4,□,□,□,□,nan,13,6,0,46.2,46.2,1.50,1,0,0,0.0,0,-,1,0,1,0,-25.0,0,0,0,-,6,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,14,,島畑奈緒子,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,0,-6.2,0,0,0,-,0,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,18,,アコスタロスランディ,4,■,■,■,■,nan,56,14,5,25.0,16.1,3.50,6,1,1,16.7,2,0.50,15,0,2,3,1.7,31,6,10,35.5,16,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,33,L,和才奈々美,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,7,6,52.6,0,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,35,,志摩美古都,4,■,■,■,■,nan,28,9,0,32.1,32.1,2.25,1,0,0,0.0,0,-,8,0,0,0,0.0,10,2,4,40.0,9,,,,,,,,
2021-01-16,PFUブルーキャッツ,埼玉上尾メディックス,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,168,52,10,31.0,25.0,13.00,12,1,2,8.3,5,1.25,83,2,8,15,4.5,85,21,33,44.1,59,162,67,4,41.4,8,2.00,7.9,65.5
