試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-10-18,PFUブルーキャッツ,1,,有田妃奈乃,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-18,PFUブルーキャッツ,2,,瀬戸杏華,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-18,PFUブルーキャッツ,3,L,森田茉莉,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,4,0,50.0,,,,,,,,
2020-10-18,PFUブルーキャッツ,6,,村上華澄,3,■,■,■,nan,nan,9,5,2,55.6,33.3,1.67,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,,,,,,,,
2020-10-18,PFUブルーキャッツ,7,,合屋咲希,3,□,□,■,nan,nan,15,4,0,26.7,26.7,1.33,0,0,0,-,0,-,2,0,1,0,-12.5,12,1,4,25.0,,,,,,,,
2020-10-18,PFUブルーキャッツ,8,,高相みな実,2,■,■,nan,nan,nan,16,4,0,25.0,25.0,2.00,1,0,0,0.0,1,0.50,3,0,1,0,-8.3,13,4,2,38.5,,,,,,,,
2020-10-18,PFUブルーキャッツ,9,,山下遥香,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,2,1,12.5,0,0,0,-,,,,,,,,
2020-10-18,PFUブルーキャッツ,10,,綿引菜都美,3,■,■,■,nan,nan,7,0,0,0.0,0.0,-,0,0,0,-,0,-,7,0,1,2,3.6,0,0,0,-,,,,,,,,
2020-10-18,PFUブルーキャッツ,11,,堀口あやか,2,■,■,nan,nan,nan,15,5,0,33.3,33.3,2.50,3,0,0,0.0,0,-,5,1,2,1,15.0,10,3,2,40.0,,,,,,,,
2020-10-18,PFUブルーキャッツ,13,,津賀菜緒,3,■,■,□,nan,nan,17,3,1,17.6,11.8,1.00,3,0,1,0.0,0,-,2,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-10-18,PFUブルーキャッツ,14,,島畑奈緒子,3,■,■,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-10-18,PFUブルーキャッツ,15,,石川真奈,3,□,□,■,nan,nan,13,3,0,23.1,23.1,1.00,2,0,0,0.0,1,0.33,3,0,1,0,-8.3,3,1,1,50.0,,,,,,,,
2020-10-18,PFUブルーキャッツ,33,,和才奈々美,2,nan,□,■,nan,nan,12,1,0,8.3,8.3,0.50,1,0,0,0.0,0,-,6,0,2,1,-4.2,19,10,3,60.5,,,,,,,,
2020-10-18,PFUブルーキャッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,105,25,3,23.8,21.0,8.33,10,0,1,0.0,3,1.00,42,2,11,9,3.6,65,23,12,44.6,88,45,2,51.1,11,3.67,11.0,53.4
