試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2017-02-18,2017-02,2,豊田合成トレフェルサ,パナソニックパンサーズ,15,,オムルチェンイゴール,3,■,■,■,,,37,24,1,64.9,62.2,8.00,15,9,1,60.0,0,-,12,0,5,5,10.4,0,0,0,-,24
2017-02-18,2017-02,2,豊田合成トレフェルサ,パナソニックパンサーズ,16,L,黒澤雄介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,豊田合成トレフェルサ,パナソニックパンサーズ,20,,川口太一,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,0,50.0,0
2017-02-18,2017-02,2,豊田合成トレフェルサ,パナソニックパンサーズ,21,,細中久里寿,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,1,,清水邦広,1,,,□,,,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,2,,深津英臣,3,■,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,7,0,0,5,17.9,0,0,0,-,0
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,5,,渡辺奏吾,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,6,,白澤健児,3,■,■,■,,,6,2,0,33.3,33.3,0.67,0,0,0,-,1,0.33,11,0,1,2,4.5,0,0,0,-,3
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,7,,久原翼,3,□,□,□,,,4,2,1,50.0,25.0,0.67,0,0,0,-,0,-,2,0,1,0,0.0,7,0,0,0.0,2
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,8,,関田誠大,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,9,,今村貴彦,3,□,□,■,,,10,5,1,50.0,40.0,1.67,7,4,1,57.1,0,-,3,0,1,1,8.3,0,0,0,-,5
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,11,,池田政之,2,■,■,,,,13,4,0,30.8,30.8,2.00,7,1,0,14.3,0,-,5,0,2,0,0.0,0,0,0,-,4
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,12,L,専田和也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,13,,クビアクミハウ,3,■,■,■,,,22,8,6,36.4,9.1,2.67,4,1,2,25.0,2,0.67,12,1,1,5,17.1,21,11,0,52.4,11
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,14,,田城貴之,2,■,■,,,,4,3,0,75.0,75.0,1.50,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,3
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,15,,福澤達哉,3,■,■,■,,,18,5,3,27.8,11.1,1.67,2,0,1,0.0,0,-,6,1,4,1,17.5,22,12,0,54.5,6
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,17,L,永野健,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,9,0,64.3,0
2017-02-18,2017-02,2,パナソニックパンサーズ,豊田合成トレフェルサ,21,,兒玉康成,2,,□,■,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,1,,富松崇彰,3,■,■,■,,,6,4,0,66.7,66.7,1.33,0,0,0,-,0,-,12,1,0,6,19.2,0,0,0,-,5
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,3,,伏見大和,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,4,,佐野翔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,5,,米山裕太,3,■,■,■,,,15,5,0,33.3,33.3,1.67,1,0,0,0.0,3,1.00,7,0,2,1,3.6,14,9,0,64.3,8
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,6,L,渡辺俊介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,8,,瀬戸口竜矢,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,9,,梅野聡,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,10,,星野秀知,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,14,,ジョルジェフニコラ,3,■,■,■,,,29,17,2,58.6,51.7,5.67,16,8,1,50.0,1,0.33,19,3,2,6,20.5,0,0,0,-,21
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,15,,李博,3,■,■,■,,,7,4,1,57.1,42.9,1.33,0,0,0,-,1,0.33,12,2,2,6,25.8,0,0,0,-,7
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,18,,鈴木悠二,3,■,■,■,,,16,8,0,50.0,50.0,2.67,4,3,0,75.0,0,-,13,0,2,9,17.3,11,2,0,18.2,8
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,19,,小宮雄一郎,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,21,,藤井直伸,3,■,■,■,,,1,1,0,100.0,100.0,0.33,0,0,0,-,1,0.33,10,0,0,3,7.5,0,0,0,-,2
2017-02-18,2017-02,2,東レアローズ,堺ブレイザーズ,22,L,井手智,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,6,0,50.0,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,1,,松本慶彦,3,■,■,■,,,5,5,0,100.0,100.0,1.67,0,0,0,-,0,-,7,0,1,2,7.1,3,2,0,66.7,5
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,2,L,井上裕介,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,15,0,55.6,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,4,,高野直哉,3,■,■,■,,,17,4,2,23.5,11.8,1.33,2,0,1,0.0,0,-,7,0,4,2,7.1,18,7,0,38.9,4
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,5,,内藤和也,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,3,25.0,0,0,0,-,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,6,,玉宅健太郎,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,7,,出耒田敬,3,■,■,■,,,11,5,0,45.5,45.5,1.67,0,0,0,-,1,0.33,11,2,4,2,20.9,0,0,0,-,8
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,8,,佐川翔,3,■,■,■,,,1,0,1,0.0,-100.0,-,0,0,0,-,1,0.33,5,0,1,0,0.0,0,0,0,-,1
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,9,L,堤智久,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,10,,千々木駿介,3,■,■,■,,,18,8,2,44.4,33.3,2.67,3,2,0,66.7,0,-,12,1,3,6,19.2,12,5,0,41.7,9
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,11,,伊藤康貴,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,2,0,0,0.0,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,13,,松岡祐太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,15,,木村泰輔,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,16,,今富稜介,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,0,0,0.0,0
2017-02-18,2017-02,2,堺ブレイザーズ,東レアローズ,18,,ウォレスマルティンス,3,■,■,■,,,30,15,0,50.0,50.0,5.00,12,7,0,58.3,0,-,9,0,3,3,8.3,1,1,0,100.0,15
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,1,,山村宏太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,2,,鈴木寛史,4,■,■,■,■,,8,5,2,62.5,37.5,1.25,0,0,0,-,1,0.25,23,2,0,3,10.2,0,0,0,-,8
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,3,L,高橋賢,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,4,,エスコバルヤドリアン,4,■,■,■,■,,54,27,7,50.0,37.0,6.75,30,17,3,56.7,0,-,20,0,3,8,10.0,1,0,0,0.0,27
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,5,L,酒井大祐,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,16,0,55.2,0
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,6,,岡本祥吾,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,8,,柳田将洋,4,□,□,□,□,,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,4,0,0,1,6.2,1,1,0,100.0,0
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,10,,藤中謙也,4,■,■,■,■,,40,18,2,45.0,40.0,4.50,0,0,0,-,6,1.50,9,0,2,1,2.8,17,16,0,94.1,24
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,11,,鶴田大樹,4,■,■,■,■,,16,6,3,37.5,18.8,1.50,1,0,0,0.0,1,0.25,21,2,2,5,13.6,21,14,0,66.7,9
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,12,,塩田達也,4,■,■,■,■,,9,5,3,55.6,22.2,1.25,0,0,0,-,1,0.25,9,0,4,0,0.0,0,0,0,-,6
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,15,,山本湧,4,■,■,■,■,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,12,1,0,4,15.0,2,0,0,0.0,1
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,17,,星谷健太朗,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,18,,小川猛,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,サントリーサンバーズ,ジェイテクトSTINGS,19,,栗山雅史,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,1,,カジースキマテイ,4,■,■,■,■,,46,18,2,39.1,34.8,4.50,6,5,1,83.3,0,-,17,2,3,5,16.8,47,31,0,66.0,20
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,2,,金丸晃大,4,■,■,■,■,,8,4,0,50.0,50.0,1.00,0,0,0,-,5,1.25,11,0,0,3,6.8,0,0,0,-,9
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,4,,古田史郎,4,■,■,■,■,,27,4,4,14.8,0.0,1.00,6,0,2,0.0,2,0.50,15,0,2,6,10.0,0,0,0,-,6
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,5,,清野真一,2,,□,,□,,10,6,0,60.0,60.0,3.00,2,2,0,100.0,0,-,4,0,1,0,0.0,0,0,0,-,6
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,6,,高橋慎治,3,■,■,□,,,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,0
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,7,,高橋和人,4,■,■,■,■,,21,6,3,28.6,14.3,1.50,0,0,0,-,2,0.50,11,0,2,3,6.8,22,13,0,59.1,8
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,9,,辰巳正敏,4,■,■,■,■,,9,1,0,11.1,11.1,0.25,0,0,0,-,1,0.25,13,0,4,3,5.8,1,1,0,100.0,2
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,10,,松原広輔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,12,L,興梠亮,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,16,,久保山尚,3,□,,■,■,,1,0,1,0.0,-100.0,-,0,0,0,-,0,-,7,0,0,1,3.6,0,0,0,-,0
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,17,L,本間隆太,4,●,●,●,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,12,0,85.7,0
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,19,,浅野博亮,1,,,,□,,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,1,0,1,0,0.0,3,3,0,100.0,1
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,21,,廣瀬優希,3,□,,□,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-18,2017-02,2,ジェイテクトSTINGS,サントリーサンバーズ,23,,福山汰一,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,1,,山田脩造,3,■,■,■,,,7,3,1,42.9,28.6,1.00,0,0,0,-,0,-,17,2,2,9,23.8,24,11,0,45.8,5
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,2,,山近哲,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,4,,内山正平,3,■,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,10,0,0,2,5.0,1,0,0,0.0,1
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,5,,前田一誠,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,6,,近裕崇,3,■,■,■,,,8,6,0,75.0,75.0,2.00,0,0,0,-,2,0.67,16,0,0,6,9.4,0,0,0,-,8
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,10,L,古賀幸一郎,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,18,0,75.0,0
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,11,,傳田亮太,3,■,■,■,,,6,5,1,83.3,66.7,1.67,0,0,0,-,3,1.00,15,2,1,6,22.0,0,0,0,-,10
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,12,,高松卓矢,3,■,■,■,,,19,8,1,42.1,36.8,2.67,1,0,0,0.0,1,0.33,10,0,3,4,10.0,8,4,0,50.0,9
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,13,,岡本秀明,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,14,,椿山竜介,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,3,1,0,2,50.0,0,0,0,-,1
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,15,,オムルチェンイゴール,3,■,■,■,,,44,24,1,54.5,52.3,8.00,22,13,1,59.1,3,1.00,12,0,2,6,12.5,1,0,0,0.0,27
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,16,L,黒澤雄介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,20,,川口太一,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,3,0,75.0,0
2017-02-19,2017-02,2,豊田合成トレフェルサ,堺ブレイザーズ,21,,細中久里寿,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,1,,松本慶彦,3,■,■,■,,,13,8,0,61.5,61.5,2.67,0,0,0,-,2,0.67,14,0,2,6,10.7,1,1,0,100.0,10
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,2,L,井上裕介,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,8,0,57.1,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,4,,高野直哉,3,■,■,■,,,16,10,1,62.5,56.2,3.33,0,0,0,-,1,0.33,10,0,5,3,7.5,27,13,0,48.1,11
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,5,,内藤和也,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,6,,玉宅健太郎,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,7,,出耒田敬,3,■,■,■,,,5,1,0,20.0,20.0,0.33,0,0,0,-,3,1.00,11,0,2,4,9.1,1,0,0,0.0,4
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,8,,佐川翔,3,■,■,■,,,1,1,0,100.0,100.0,0.33,0,0,0,-,1,0.33,11,0,1,3,6.8,0,0,0,-,2
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,9,,堤智久,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,10,,千々木駿介,3,■,■,■,,,22,11,1,50.0,45.5,3.67,2,0,1,0.0,2,0.67,18,2,3,4,14.4,29,13,0,44.8,15
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,11,,伊藤康貴,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,1,0,0,0.0,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,13,,松岡祐太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,15,,木村泰輔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,16,L,今富稜介,3,〇,〇,〇,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,堺ブレイザーズ,豊田合成トレフェルサ,18,,ウォレスマルティンス,3,■,■,■,,,47,23,2,48.9,44.7,7.67,27,12,2,44.4,0,-,14,2,4,2,16.4,0,0,0,-,25
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,1,,富松崇彰,3,■,■,■,,,8,5,0,62.5,62.5,1.67,0,0,0,-,2,0.67,11,1,1,5,20.5,0,0,0,-,8
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,3,,伏見大和,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,4,,佐野翔,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,5,,米山裕太,3,■,■,■,,,13,3,0,23.1,23.1,1.00,2,1,0,50.0,1,0.33,12,0,2,6,12.5,20,16,0,80.0,4
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,6,L,渡辺俊介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,8,,瀬戸口竜矢,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,9,,梅野聡,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,10,,星野秀知,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,14,,ジョルジェフニコラ,3,■,■,■,,,36,21,1,58.3,55.6,7.00,17,10,1,58.8,0,-,11,1,6,3,14.1,0,0,0,-,22
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,15,,李博,3,■,■,■,,,7,6,0,85.7,85.7,2.00,0,0,0,-,0,-,13,1,2,4,15.4,4,4,0,100.0,7
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,18,,鈴木悠二,3,■,■,■,,,13,6,0,46.2,46.2,2.00,1,0,0,0.0,1,0.33,16,1,1,11,23.4,14,8,0,57.1,8
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,19,,小宮雄一郎,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,21,,藤井直伸,3,■,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,10,0,2,4,10.0,0,0,0,-,1
2017-02-19,2017-02,2,東レアローズ,パナソニックパンサーズ,22,L,井手智,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,7,0,77.8,0
2017-02-19,2017-02,2,パナソニックパンサーズ,東レアローズ,2,,深津英臣,3,■,■,□,,,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,1
2017-02-19,2017-02,2,パナソニックパンサーズ,東レアローズ,5,,渡辺奏吾,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-19,2017-02,2,パナソニックパンサーズ,東レアローズ,6,,白澤健児,3,■,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,8,0,2,0,0.0,0,0,0,-,1
2017-02-19,2017-02,2,パナソニックパンサーズ,東レアローズ,7,,久原翼,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
