名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐川翔,堺ブレイザーズ,8,20,5,3,1,60.0,40.0,0,0,0,10,61,2,5,21,1,0,0,15,,0.2,0.5,9.8,0.0
佐野翔,東レアローズ,4,7,4,1,0,25.0,25.0,4,1,0,0,0,0,0,0,0,0,0,1,25.0,0.1,0.0,,
傳田亮太,豊田合成トレフェルサ,11,17,25,19,1,76.0,72.0,0,0,0,10,60,3,9,28,0,0,0,32,,1.1,0.6,12.9,
兒玉康成,パナソニックパンサーズ,21,5,10,6,1,60.0,50.0,0,0,0,0,12,1,1,6,0,0,0,7,,1.2,0.0,18.8,
内山正平,豊田合成トレフェルサ,4,17,6,3,2,50.0,16.7,0,0,0,4,55,0,3,8,2,0,0,7,,0.2,0.2,2.3,0.0
内藤和也,堺ブレイザーズ,5,19,0,0,0,,,0,0,0,0,21,0,4,9,0,0,0,0,,0.0,0.0,6.0,
出耒田敬,堺ブレイザーズ,7,20,53,29,1,54.7,52.8,0,0,0,8,63,2,13,19,2,1,0,39,,1.4,0.4,5.6,50.0
前田一誠,豊田合成トレフェルサ,5,7,0,0,0,,,0,0,0,0,6,0,0,2,0,0,0,0,,0.0,0.0,8.3,
千々木駿介,堺ブレイザーズ,10,20,117,53,7,45.3,39.3,17,7,2,6,67,3,11,27,110,50,0,62,41.2,2.6,0.3,10.4,45.5
古田史郎,ジェイテクトSTINGS,4,8,32,4,5,12.5,-3.1,7,0,3,2,17,0,2,7,0,0,0,6,0.0,0.5,0.2,7.4,
古賀幸一郎,豊田合成トレフェルサ,10,17,0,0,0,,,0,0,0,0,0,0,0,0,87,56,0,0,,0.0,0.0,,64.4
合田心平,パナソニックパンサーズ,19,9,0,0,0,,,0,0,0,0,15,0,3,8,0,0,0,0,,0.0,0.0,8.3,
堤智久,堺ブレイザーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塩田達也,サントリーサンバーズ,12,21,60,35,5,58.3,50.0,0,0,0,14,53,0,12,18,1,1,0,49,,1.7,0.7,2.8,100.0
富松崇彰,東レアローズ,1,17,39,23,1,59.0,56.4,0,0,0,5,62,3,9,20,4,2,0,31,,1.4,0.3,9.3,50.0
専田和也,パナソニックパンサーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小宮雄一郎,東レアローズ,19,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
小川猛,サントリーサンバーズ,18,11,0,0,0,,,0,0,0,0,13,1,3,5,0,0,0,1,,0.0,0.0,11.5,
山本湧,サントリーサンバーズ,15,21,8,5,2,62.5,37.5,0,0,0,0,63,1,5,25,5,0,0,6,,0.2,0.0,9.5,0.0
山村宏太,サントリーサンバーズ,1,10,8,4,0,50.0,50.0,0,0,0,0,19,1,2,7,2,1,0,5,,0.4,0.0,11.8,50.0
山添信也,パナソニックパンサーズ,3,11,16,8,2,50.0,37.5,0,0,0,3,31,1,4,13,0,0,0,12,,0.7,0.3,10.5,
山田脩造,豊田合成トレフェルサ,1,16,40,18,7,45.0,27.5,0,0,0,2,66,6,10,30,124,57,0,26,,1.1,0.1,16.7,46.0
山近哲,豊田合成トレフェルサ,2,5,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥吾,サントリーサンバーズ,6,5,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
岡本秀明,豊田合成トレフェルサ,13,6,5,1,0,20.0,20.0,0,0,0,0,5,0,2,0,20,11,0,1,,0.2,0.0,-10.0,55.0
川口太一,豊田合成トレフェルサ,20,13,0,0,0,,,0,0,0,0,0,0,0,0,18,11,0,0,,0.0,0.0,,61.1
廣瀬優希,ジェイテクトSTINGS,21,13,0,0,0,,,0,0,0,2,0,0,0,0,0,0,0,2,,0.0,0.2,,
星谷健太朗,サントリーサンバーズ,17,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星野秀知,東レアローズ,10,3,4,3,0,75.0,75.0,0,0,0,0,1,0,1,0,5,2,0,3,,1.0,0.0,-25.0,40.0
木村泰輔,堺ブレイザーズ,15,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
本間隆太,ジェイテクトSTINGS,17,9,0,0,0,,,0,0,0,0,0,0,0,0,34,20,0,0,,0.0,0.0,,58.8
李博,東レアローズ,15,17,38,20,1,52.6,50.0,0,0,0,7,67,6,14,27,5,4,0,33,,1.2,0.4,13.8,80.0
松原広輔,ジェイテクトSTINGS,10,5,0,0,0,,,0,0,0,0,6,0,1,1,0,0,0,0,,0.0,0.0,0.0,
松岡祐太,堺ブレイザーズ,13,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,
松本慶彦,堺ブレイザーズ,1,20,54,30,0,55.6,55.6,0,0,0,11,70,1,5,25,8,6,0,42,,1.5,0.6,8.6,75.0
柳澤広平,ジェイテクトSTINGS,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳田将洋,サントリーサンバーズ,8,21,77,25,5,32.5,26.0,5,1,1,4,62,4,11,30,52,20,0,33,20.0,1.2,0.2,14.1,38.5
栗山雅史,サントリーサンバーズ,19,7,12,3,0,25.0,25.0,0,0,0,0,5,0,0,3,4,2,0,3,,0.4,0.0,15.0,50.0
梅野聡,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
椿山竜介,豊田合成トレフェルサ,14,7,4,1,1,25.0,0.0,0,0,0,0,10,1,2,5,0,0,0,2,,0.1,0.0,17.5,
横田一義,堺ブレイザーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
永野健,パナソニックパンサーズ,17,19,0,0,0,,,0,0,0,0,0,0,0,0,110,72,0,0,,0.0,0.0,,65.5
池田政之,パナソニックパンサーズ,11,11,31,10,2,32.3,25.8,16,4,2,1,9,0,3,3,0,0,0,11,25.0,0.9,0.1,0.0,
浅野博亮,ジェイテクトSTINGS,19,12,83,47,5,56.6,50.6,11,7,1,6,41,3,6,19,92,49,0,56,63.6,3.9,0.5,15.2,53.3
深津英臣,パナソニックパンサーズ,2,18,5,3,1,60.0,40.0,0,0,0,2,47,0,2,24,1,0,0,5,,0.2,0.1,11.7,0.0
清水邦広,パナソニックパンサーズ,1,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
清野真一,ジェイテクトSTINGS,5,18,129,64,6,49.6,45.0,48,21,5,2,60,1,11,9,0,0,0,67,43.8,3.6,0.1,0.8,
渡辺俊介,東レアローズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,5,4,0,0,,0.0,0.0,,80.0
渡辺奏吾,パナソニックパンサーズ,5,5,9,4,1,44.4,33.3,1,1,0,0,2,0,1,0,3,1,0,4,100.0,0.8,0.0,-12.5,33.3
渡邉峻,ジェイテクトSTINGS,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
瀬戸口竜矢,東レアローズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
玉宅健太郎,堺ブレイザーズ,6,8,0,0,0,,,0,0,0,1,8,0,1,3,0,0,0,1,,0.0,0.1,6.2,
田城貴之,パナソニックパンサーズ,14,6,10,4,0,40.0,40.0,0,0,0,1,11,0,1,3,1,0,0,5,,0.7,0.2,4.5,0.0
白澤健児,パナソニックパンサーズ,6,19,30,19,2,63.3,56.7,0,0,0,12,58,2,5,16,1,0,0,33,,1.0,0.6,8.2,0.0
福山汰一,ジェイテクトSTINGS,23,16,46,30,0,65.2,65.2,0,0,0,4,48,1,5,12,2,1,0,35,,1.9,0.2,5.7,50.0
福澤達哉,パナソニックパンサーズ,15,19,143,70,3,49.0,46.9,19,9,1,7,49,3,11,5,106,45,0,80,47.4,3.7,0.4,3.1,42.5
米山裕太,東レアローズ,5,17,67,25,1,37.3,35.8,4,1,1,5,45,0,11,16,133,85,0,30,25.0,1.5,0.3,2.8,63.9
細中久里寿,豊田合成トレフェルサ,21,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
興梠亮,ジェイテクトSTINGS,12,11,0,0,0,,,0,0,0,0,0,0,0,0,55,35,0,0,,0.0,0.0,,63.6
藤中謙也,サントリーサンバーズ,10,21,93,37,10,39.8,29.0,1,0,1,9,65,1,8,17,140,80,0,47,0.0,1.8,0.4,5.0,57.1
藤井直伸,東レアローズ,21,17,4,3,0,75.0,75.0,0,0,0,5,57,0,6,25,0,0,0,8,,0.2,0.3,8.3,
袴谷亮介,ジェイテクトSTINGS,11,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
辰巳正敏,ジェイテクトSTINGS,9,4,9,1,0,11.1,11.1,0,0,0,1,13,0,4,3,1,1,0,2,,0.2,0.2,-1.9,100.0
近裕崇,豊田合成トレフェルサ,6,17,30,16,1,53.3,50.0,0,0,0,3,66,2,2,22,1,0,0,21,,0.9,0.2,10.6,0.0
酒井大祐,サントリーサンバーズ,5,21,0,0,0,,,0,0,0,0,0,0,0,0,139,90,0,0,,0.0,0.0,,64.7
金丸晃大,ジェイテクトSTINGS,2,20,27,18,0,66.7,66.7,0,0,0,15,67,3,3,33,4,2,0,36,,0.9,0.8,15.7,50.0
鈴木寛史,サントリーサンバーズ,2,17,34,22,5,64.7,50.0,0,0,0,8,75,2,4,26,0,0,0,32,,1.3,0.5,10.0,
鈴木悠二,東レアローズ,18,17,75,32,1,42.7,41.3,11,6,0,4,74,4,7,47,64,25,0,40,54.5,1.9,0.2,18.9,39.1
関田誠大,パナソニックパンサーズ,8,16,1,1,0,100.0,100.0,0,0,0,1,21,0,2,5,0,0,0,2,,0.1,0.1,3.6,
阿部裕太,サントリーサンバーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高松卓矢,豊田合成トレフェルサ,12,17,91,45,6,49.5,42.9,1,0,0,3,52,1,11,17,58,23,0,49,0.0,2.6,0.2,4.8,39.7
高橋和人,ジェイテクトSTINGS,7,9,48,18,5,37.5,27.1,0,0,0,3,31,3,5,8,52,33,0,24,,2.0,0.3,12.1,63.5
高橋慎治,ジェイテクトSTINGS,6,3,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,0,,0.0,0.0,5.0,
高橋賢,サントリーサンバーズ,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
高野直哉,堺ブレイザーズ,4,20,94,48,6,51.1,44.7,2,0,1,4,66,0,17,15,159,73,0,52,0.0,2.4,0.2,-0.8,45.9
鶴田大樹,サントリーサンバーズ,11,11,22,7,5,31.8,9.1,1,0,0,2,26,2,4,7,39,22,0,11,0.0,0.6,0.2,10.6,56.4
黒木康太郎,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
黒澤雄介,豊田合成トレフェルサ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
