名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ウォレスマルティンス,サントリーサンバーズ,18,12,121,52,14,43.0,31.4,56,29,6,2,40,2,10,11,0,0,0,56,51.8,4.3,0.2,5.6,
タヴァレスジョンパウロ,パナソニックパンサーズ,11,13,154,69,18,44.8,33.1,45,22,8,3,52,4,12,22,22,15,0,76,48.9,5.3,0.2,12.5,68.2
ペピチミラン,堺ブレイザーズ,6,13,161,77,14,47.8,39.1,59,32,5,11,56,4,13,26,0,0,0,92,54.2,5.9,0.8,12.9,
ボヨビッチデヤン,東レアローズ,12,14,134,56,7,41.8,36.6,53,24,4,15,39,1,7,8,0,0,0,72,45.3,4.0,1.1,3.2,
二木健太,サントリーサンバーズ,14,2,3,0,2,0.0,-66.7,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
井上裕介,堺ブレイザーズ,2,13,0,0,0,,,0,0,0,0,0,0,0,0,47,32,0,0,,0.0,0.0,,68.1
今村駿,堺ブレイザーズ,19,13,2,1,0,50.0,50.0,0,0,0,3,39,0,1,10,1,0,0,4,,0.1,0.2,5.8,0.0
今田祐介,東レアローズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊東勇樹,パナソニックパンサーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤康貴,堺ブレイザーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐別當賢治,サントリーサンバーズ,15,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
内藤和也,堺ブレイザーズ,5,11,0,0,0,,,0,0,0,0,18,0,0,8,0,0,0,0,,0.0,0.0,11.1,
北島武,堺ブレイザーズ,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
千々木駿介,堺ブレイザーズ,10,13,68,23,8,33.8,22.1,12,5,3,7,44,3,2,12,112,51,0,33,41.7,1.8,0.5,12.5,45.5
坂梨朋彦,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大木貴之,東レアローズ,20,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
大道大輔,堺ブレイザーズ,18,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
宇佐美大輔,パナソニックパンサーズ,2,13,2,0,0,0.0,0.0,0,0,0,6,41,0,9,17,0,0,0,6,,0.0,0.5,4.9,
富松崇彰,東レアローズ,1,14,40,24,1,60.0,57.5,0,0,0,7,30,2,2,8,1,1,0,33,,1.7,0.5,11.7,100.0
山本拓矢,パナソニックパンサーズ,7,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本隆弘,パナソニックパンサーズ,5,12,1,0,0,0.0,0.0,1,0,0,0,16,3,2,7,0,0,0,3,0.0,0.0,0.0,26.6,
山村宏太,サントリーサンバーズ,1,12,25,12,3,48.0,36.0,0,0,0,9,35,1,0,13,2,2,0,22,,1.0,0.8,12.1,100.0
山添信也,パナソニックパンサーズ,3,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
岡本祥吾,サントリーサンバーズ,6,9,2,1,0,50.0,50.0,0,0,0,3,29,0,5,11,0,0,0,4,,0.1,0.3,5.2,
川村慎二,パナソニックパンサーズ,8,13,60,26,2,43.3,40.0,7,4,0,0,70,1,2,29,84,44,0,27,57.1,2.0,0.0,11.1,52.4
星野秀知,東レアローズ,10,3,0,0,0,,,0,0,0,0,4,0,2,2,0,0,0,0,,0.0,0.0,0.0,
木場田和希,堺ブレイザーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松岡祐太,堺ブレイザーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松崎廣光,サントリーサンバーズ,21,8,0,0,0,,,0,0,0,0,8,0,0,1,3,1,0,0,,0.0,0.0,3.1,33.3
松本慶彦,堺ブレイザーズ,1,13,27,12,3,44.4,33.3,0,0,0,3,49,0,2,11,3,2,0,15,,0.9,0.2,4.6,66.7
枩田優介,パナソニックパンサーズ,13,13,22,11,0,50.0,50.0,0,0,0,9,29,0,3,11,0,0,0,20,,0.8,0.7,6.9,
柴小屋康行,サントリーサンバーズ,5,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗山雅史,サントリーサンバーズ,19,2,14,6,2,42.9,28.6,7,4,1,0,2,0,0,1,0,0,0,6,57.1,3.0,0.0,12.5,
梅野聡,東レアローズ,9,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
横田一義,堺ブレイザーズ,12,13,27,16,0,59.3,59.3,0,0,0,11,43,1,2,9,0,0,0,28,,1.2,0.8,6.4,
永野健,パナソニックパンサーズ,17,13,0,0,0,,,0,0,0,0,0,0,0,0,90,73,0,0,,0.0,0.0,,81.1
深津英臣,パナソニックパンサーズ,10,5,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
渡辺俊介,東レアローズ,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
渡辺奏吾,パナソニックパンサーズ,14,8,2,0,1,0.0,-50.0,0,0,0,0,10,0,4,3,2,1,0,0,,0.0,0.0,-2.5,50.0
瀬戸口竜矢,東レアローズ,8,9,0,0,0,,,0,0,0,0,20,1,1,10,0,0,0,1,,0.0,0.0,16.2,
田辺修,東レアローズ,2,14,0,0,0,,,0,0,0,0,0,0,0,0,115,90,0,0,,0.0,0.0,,78.3
白澤健児,パナソニックパンサーズ,6,13,44,27,3,61.4,54.5,0,0,0,9,31,0,4,10,3,1,0,36,,2.1,0.7,4.8,33.3
相澤寿,東レアローズ,7,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石島雄介,堺ブレイザーズ,3,13,81,38,5,46.9,40.7,5,1,0,9,45,0,2,3,75,35,0,47,20.0,2.9,0.7,0.6,46.7
