名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
福澤達哉,パナソニックパンサーズ,15,13,110,59,6,53.6,48.2,43,24,4,2,39,0,12,11,47,31,0,61,55.8,4.5,0.2,-0.6,66.0
篠田歩,東レアローズ,17,14,23,14,1,60.9,56.5,0,0,0,6,64,1,3,29,2,1,0,21,,1.0,0.4,11.7,50.0
米山裕太,東レアローズ,5,14,95,36,2,37.9,35.8,12,5,0,4,44,0,3,10,79,51,0,40,41.7,2.6,0.3,4.0,64.6
米山達也,サントリーサンバーズ,20,10,37,13,3,35.1,27.0,3,0,0,1,28,0,6,9,19,9,0,14,0.0,1.3,0.1,2.7,47.4
角田辰徳,東レアローズ,16,14,99,50,6,50.5,44.4,13,10,0,4,35,0,2,9,60,29,0,54,76.9,3.6,0.3,5.0,48.3
谷村孝,パナソニックパンサーズ,18,8,0,0,0,,,0,0,0,0,2,0,0,0,9,6,0,0,,0.0,0.0,0.0,66.7
越川優,サントリーサンバーズ,7,12,94,46,14,48.9,34.0,22,12,5,5,47,5,13,13,79,43,0,56,54.5,3.8,0.4,10.6,54.4
近藤茂,東レアローズ,4,14,2,2,0,100.0,100.0,0,0,0,3,49,1,3,23,1,0,0,6,,0.1,0.2,12.2,0.0
金子隆行,サントリーサンバーズ,8,9,44,19,2,43.2,38.6,2,1,1,1,18,0,1,5,22,13,0,20,50.0,2.1,0.1,5.6,59.1
鈴木寛史,サントリーサンバーズ,2,12,18,11,0,61.1,61.1,0,0,0,2,29,0,2,9,3,1,0,13,,0.9,0.2,6.0,33.3
鈴木悠二,東レアローズ,18,12,6,0,1,0.0,-16.7,0,0,0,0,18,1,5,8,2,1,0,1,,0.0,0.0,9.7,50.0
阿部裕太,サントリーサンバーズ,9,8,0,0,0,,,0,0,0,1,14,0,1,1,1,0,0,1,,0.0,0.1,0.0,0.0
高橋賢,サントリーサンバーズ,13,12,0,0,0,,,0,0,0,0,0,0,0,0,116,76,0,0,,0.0,0.0,,65.5
