試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,1,,富松崇彰,5,■,■,■,■,■,11,6,0,54.5,54.5,1.20,0,0,0,-,3,0.60,10,0,1,2,5.0,0,0,0,-,9
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,2,L,田辺修,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,36,24,0,66.7,0
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,4,,近藤茂,5,■,■,■,■,■,1,1,0,100.0,100.0,0.20,0,0,0,-,3,0.60,16,0,0,3,4.7,0,0,0,-,4
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,5,,米山裕太,5,■,■,■,■,■,31,12,0,38.7,38.7,2.40,1,0,0,0.0,2,0.40,15,0,2,3,5.0,33,24,0,72.7,14
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,6,,渡辺俊介,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,7,,相澤寿,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,8,L,瀬戸口竜矢,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,9,,梅野聡,2,,□,,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,10,,星野秀知,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,2,16.7,0,0,0,-,0
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,12,,ボヨビッチデヤン,5,■,■,■,■,■,49,17,2,34.7,30.6,3.40,14,7,0,50.0,8,1.60,14,0,4,4,7.1,0,0,0,-,25
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,16,,角田辰徳,5,■,■,■,■,■,31,15,3,48.4,38.7,3.00,4,3,0,75.0,1,0.20,16,0,0,5,7.8,17,10,0,58.8,16
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,17,,篠田歩,5,■,■,■,■,■,12,7,1,58.3,50.0,1.40,0,0,0,-,4,0.80,28,1,2,12,14.3,0,0,0,-,12
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,18,,鈴木悠二,4,□,□,□,□,,6,0,1,0.0,-16.7,-,0,0,0,-,0,-,7,0,2,3,10.7,2,1,0,50.0,0
2013-03-29,2013-03,3,東レアローズ,サントリーサンバーズ,20,,大木貴之,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,1,,山村宏太,5,■,■,■,■,■,10,5,2,50.0,30.0,1.00,0,0,0,-,6,1.20,17,1,0,7,16.2,1,1,0,100.0,12
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,2,,鈴木寛史,5,■,■,■,■,■,6,3,0,50.0,50.0,0.60,0,0,0,-,0,-,11,0,1,1,2.3,2,1,0,50.0,3
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,5,,柴小屋康行,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,6,,岡本祥吾,5,■,■,■,■,■,2,1,0,50.0,50.0,0.20,0,0,0,-,2,0.40,17,0,4,5,7.4,0,0,0,-,3
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,7,,越川優,5,■,■,■,■,■,32,15,1,46.9,43.8,3.00,6,4,0,66.7,3,0.60,19,3,4,4,20.0,24,15,0,62.5,21
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,8,,金子隆行,2,■,■,,,,10,5,1,50.0,40.0,2.50,1,0,1,0.0,0,-,7,0,0,1,3.6,9,5,0,55.6,5
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,9,,阿部裕太,2,,,□,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,13,L,高橋賢,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,53,36,0,67.9,0
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,14,,二木健太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,15,L,佐別當賢治,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,18,,ウォレスマルティンス,5,■,■,■,■,■,76,33,8,43.4,32.9,6.60,35,21,2,60.0,0,-,17,0,2,5,7.4,0,0,0,-,33
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,19,,栗山雅史,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,20,,米山達也,4,□,,■,■,■,19,5,2,26.3,15.8,1.25,1,0,0,0.0,1,0.25,14,0,3,5,8.9,9,6,0,66.7,6
2013-03-29,2013-03,3,サントリーサンバーズ,東レアローズ,21,,松崎廣光,3,,□,□,□,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,1,,松本慶彦,5,■,■,■,■,■,11,5,1,45.5,36.4,1.00,0,0,0,-,0,-,22,0,2,4,4.5,0,0,0,-,5
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,2,L,井上裕介,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,16,0,80.0,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,3,,石島雄介,5,■,■,■,■,■,37,18,3,48.6,40.5,3.60,2,0,0,0.0,4,0.80,18,0,1,1,1.4,29,13,0,44.8,22
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,4,,北島武,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,5,,内藤和也,3,,,□,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,6,,ペピチミラン,5,■,■,■,■,■,61,22,4,36.1,29.5,4.40,18,10,1,55.6,3,0.60,23,3,5,10,21.3,0,0,0,-,28
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,10,,千々木駿介,5,■,■,■,■,■,25,10,3,40.0,28.0,2.00,6,4,1,66.7,4,0.80,16,1,0,5,12.8,41,18,0,43.9,15
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,11,,伊藤康貴,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,12,,横田一義,5,■,■,■,■,■,13,8,0,61.5,61.5,1.60,0,0,0,-,3,0.60,14,1,0,5,14.6,0,0,0,-,12
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,13,,松岡祐太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,14,L,坂梨朋彦,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,15,,木場田和希,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,18,,大道大輔,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,堺ブレイザーズ,パナソニックパンサーズ,19,,今村駿,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,18,0,1,4,5.6,1,0,0,0.0,0
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,2,,宇佐美大輔,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,16,0,4,7,10.9,0,0,0,-,0
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,3,,山添信也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,4,,伊東勇樹,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,5,,山本隆弘,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,7,0,1,4,14.3,0,0,0,-,0
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,6,,白澤健児,5,■,■,■,■,■,17,10,2,58.8,47.1,2.00,0,0,0,-,3,0.60,10,0,1,3,7.5,1,0,0,0.0,13
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,7,L,山本拓矢,1,,,,●,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,8,,川村慎二,5,■,■,■,■,■,29,12,0,41.4,41.4,2.40,5,4,0,80.0,0,-,23,0,0,5,5.4,28,13,0,46.4,12
2013-03-29,2013-03,3,パナソニックパンサーズ,堺ブレイザーズ,10,,深津英臣,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
