大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,プレステージ・インターナショナルアランマーレ,21,84,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,210,134,37,72.6,0,0,0,0
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,21,84,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,210,134,37,72.6,0,0,0,0
V.LEAGUE DIVISION2 WOMEN 2018-19,プレステージ・インターナショナルアランマーレ,23,84,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,304,178,59,68.3,0,0,0,0
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,18,65,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,226,129,48,67.7,0,0,0,0
ファイナル６,プレステージ・インターナショナルアランマーレ,5,19,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,78,49,11,69.9,0,0,0,0
Ｖ・チャレンジリーグⅡ女子 2017/18,プレステージ・インターナショナルアランマーレ,15,24,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,38,18,7,56.6,0,0,0,0
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,15,24,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,38,18,7,56.6,0,0,0,0
Ｖ・チャレンジリーグⅡ女子 2016/17,プレステージ・インターナショナルアランマーレ,15,55,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,272,190,0,69.9,0,0,0,0
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,15,55,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,272,190,0,69.9,0,0,0,0
Ｖ・チャレンジリーグⅡ女子 2015/16,プレステージ・インターナショナルアランマーレ,16,57,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,262,166,0,63.4,0,0,0,0
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,16,57,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,262,166,0,63.4,0,0,0,0
レギュラーシーズン通算,,85,285,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,1008,637,92,67.8,0,0,0,0
通算,,90,304,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,1086,686,103,67.9,0,0,0,0
