大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,プレステージ・インターナショナルアランマーレ,21,69,481,138,46,28.7,54,7,10,13.0,2.00,19,0.28,139,0,5,18,42,7.9,6,3,1,58.3,138,19,5,162
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,21,69,481,138,46,28.7,54,7,10,13.0,2.00,19,0.28,139,0,5,18,42,7.9,6,3,1,58.3,138,19,5,162
Ｖ・プレミアリーグ女子 2017/18,デンソーエアリービーズ,18,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,デンソーエアリービーズ,15,3,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,デンソーエアリービーズ,3,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
皇后杯全日本選手権大会,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ女子 2016/17,デンソーエアリービーズ,10,10,1,1,0,100.0,0,0,0,-,0.10,1,0.10,1,0,0,1,0,0.0,0,0,0,-,1,1,0,2
レギュラーラウンド,デンソーエアリービーズ,10,10,1,1,0,100.0,0,0,0,-,0.10,1,0.10,1,0,0,1,0,0.0,0,0,0,-,1,1,0,2
Ｖ・プレミアリーグ女子 2015/16,デンソーエアリービーズ,12,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,デンソーエアリービーズ,12,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,58,82,482,139,46,28.8,54,7,10,13.0,1.70,20,0.24,140,0,5,19,42,7.7,6,3,1,58.3,139,20,5,164
通算,,63,82,482,139,46,28.8,54,7,10,13.0,1.70,20,0.24,140,0,5,19,42,7.7,6,3,1,58.3,139,20,5,164
