大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,プレステージ・インターナショナルアランマーレ,21,78,17,6,0,35.3,0,0,0,-,0.08,5,0.06,173,0,4,2,34,6.9,1,0,0,0.0,6,5,4,15
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,21,78,17,6,0,35.3,0,0,0,-,0.08,5,0.06,173,0,4,2,34,6.9,1,0,0,0.0,6,5,4,15
V.LEAGUE DIVISION2 WOMEN 2018-19,プレステージ・インターナショナルアランマーレ,23,84,58,23,2,39.7,1,0,0,0.0,0.27,7,0.08,275,0,10,5,60,8.6,1,0,0,0.0,23,7,10,40
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,18,65,45,20,1,44.4,1,0,0,0.0,0.31,7,0.11,216,0,9,4,51,9.6,1,0,0,0.0,20,7,9,36
ファイナル６,プレステージ・インターナショナルアランマーレ,5,19,13,3,1,23.1,0,0,0,-,0.16,0,-,59,0,1,1,9,5.1,0,0,0,-,3,0,1,4
Ｖ・チャレンジリーグⅡ女子 2017/18,プレステージ・インターナショナルアランマーレ,15,60,33,11,1,33.3,0,0,0,-,0.18,7,0.12,188,2,10,8,50,12.0,1,0,0,0.0,11,7,12,30
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,15,60,33,11,1,33.3,0,0,0,-,0.18,7,0.12,188,2,10,8,50,12.0,1,0,0,0.0,11,7,12,30
Ｖ・チャレンジリーグⅡ女子 2016/17,プレステージ・インターナショナルアランマーレ,15,24,2,1,0,50.0,1,0,0,0.0,0.04,0,-,14,0,1,1,2,9.3,0,0,0,-,1,0,1,2
レギュラーラウンド,プレステージ・インターナショナルアランマーレ,15,24,2,1,0,50.0,1,0,0,0.0,0.04,0,-,14,0,1,1,2,9.3,0,0,0,-,1,0,1,2
レギュラーシーズン通算,,69,227,97,38,2,39.2,2,0,0,0.0,0.17,19,0.08,591,2,24,15,137,9.6,3,0,0,0.0,38,19,26,83
通算,,74,246,110,41,3,37.3,2,0,0,0.0,0.17,19,0.08,650,2,25,16,146,9.2,3,0,0,0.0,41,19,27,87
