試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,1,,有田妃奈乃,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,9,1,0,4,22.2,0,0,0,-,1
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,2,,ドリスジェニファー,4,■,■,■,■,nan,29,15,2,51.7,44.8,3.75,0,0,0,-,5,1.25,15,0,0,4,6.7,0,0,0,-,20
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,3,,吉安遥,3,□,□,nan,□,nan,1,1,0,100.0,100.0,0.33,1,1,0,100.0,0,-,0,0,0,0,-,4,1,1,37.5,1
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,4,,宇田沙織,4,■,■,■,■,nan,28,8,2,28.6,21.4,2.00,1,0,0,0.0,0,-,13,0,3,0,-5.8,42,19,13,60.7,8
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,5,,江畑幸子,3,nan,■,■,■,nan,49,15,2,30.6,26.5,5.00,5,1,2,20.0,0,-,10,0,0,3,7.5,0,0,0,-,15
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,6,,村上華澄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,7,L,谷七海,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,4,3,42.3,0
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,10,,秋山愛海,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0,0,-,0
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,11,,堀口あやか,1,■,nan,nan,nan,nan,17,3,1,17.6,11.8,3.00,0,0,0,-,0,-,5,0,2,1,-5.0,1,0,1,50.0,3
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,12,,清水眞衣,4,■,■,■,■,nan,13,4,1,30.8,23.1,1.00,0,0,0,-,4,1.00,9,0,1,0,-2.8,1,0,0,0.0,8
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,13,,津賀菜緒,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,14,,島畑奈緒子,4,■,■,■,■,nan,2,0,0,0.0,0.0,-,0,0,0,-,2,0.50,12,1,0,4,16.7,0,0,0,-,3
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,16,L,和田実莉,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,19,,モクシ―チャッチュオン,4,■,■,■,■,nan,40,12,5,30.0,17.5,3.00,7,1,2,14.3,1,0.25,16,0,1,3,3.1,29,15,6,62.1,13
2018-12-09,PFUブルーキャッツ,KUROBEアクアフェアリーズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,179,58,13,32.4,25.1,14.50,14,3,4,21.4,12,3.00,91,2,7,21,6.0,90,39,24,56.7,72
