試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,1,,有田妃奈乃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,2,,瀬戸杏華,5,■,■,■,■,■,10,4,0,40.0,40.0,0.80,0,0,0,-,2,0.40,17,0,5,7,2.9,0,0,0,-,6
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,3,L,森田茉莉,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,7,62.5,0
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,6,,村上華澄,5,■,■,■,■,■,20,8,1,40.0,35.0,1.60,0,0,0,-,0,-,10,0,0,3,7.5,1,1,0,100.0,8
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,7,,合屋咲希,5,□,□,□,□,□,19,10,0,52.6,52.6,2.00,0,0,0,-,0,-,0,0,0,0,-,10,4,1,45.0,10
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,8,,高相みな実,5,■,■,■,■,■,53,20,1,37.7,35.8,4.00,3,1,1,33.3,1,0.20,12,0,3,1,-4.2,30,13,2,46.7,21
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,9,,山下遥香,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,9,1,1,0,8.3,0,0,0,-,1
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,10,,綿引菜都美,2,nan,nan,□,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,11,,堀口あやか,5,■,■,■,■,■,45,13,0,28.9,28.9,2.60,2,0,0,0.0,0,-,19,0,4,3,-1.3,35,15,8,54.3,13
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,13,,津賀菜緒,5,■,■,■,■,■,43,15,3,34.9,27.9,3.00,4,2,0,50.0,1,0.20,12,0,3,4,2.1,0,0,0,-,16
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,14,,島畑奈緒子,5,■,■,■,■,■,3,1,0,33.3,33.3,0.20,0,0,0,-,0,-,20,1,3,6,8.8,0,0,0,-,2
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,15,,石川真奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,33,,和才奈々美,2,□,nan,nan,□,nan,2,1,1,50.0,0.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,2,2,0,100.0,1
2020-10-17,PFUブルーキャッツ,KUROBEアクアフェアリーズ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,196,72,6,36.7,33.7,14.40,9,3,1,33.3,4,0.80,100,2,19,24,3.2,90,39,18,53.3,78
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,1,,丸山紗季,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,2,1,0,50.0,0
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,3,,間橋香織,5,■,■,■,■,■,36,15,1,41.7,38.9,3.00,0,0,0,-,5,1.00,12,0,2,4,4.2,9,5,4,77.8,20
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,4,L,馬場ゆりか,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,9,,舛田紗淑,5,■,■,■,■,■,45,17,1,37.8,35.6,3.40,5,3,1,60.0,2,0.40,23,1,5,6,5.4,35,19,4,60.0,20
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,10,,リーシモーン,5,■,■,■,■,■,56,19,4,33.9,26.8,3.80,15,5,3,33.3,3,0.60,13,0,3,2,-1.9,0,0,0,-,22
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,11,,杉原若葉,2,nan,□,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,12,,浮島杏加子,1,nan,nan,□,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,13,,梅津憂理,1,nan,□,nan,nan,nan,3,1,1,33.3,0.0,1.00,1,1,0,100.0,0,-,2,0,0,2,25.0,1,0,0,0.0,1
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,14,,細沼綾,5,■,■,■,■,■,20,7,2,35.0,25.0,1.40,0,0,0,-,2,0.40,14,0,0,8,14.3,4,1,2,50.0,9
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,15,,小西愛衣,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,17,0,2,5,4.4,1,0,1,50.0,0
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,16,,星加輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,18,L,立石優華,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,11,6,53.8,0
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,19,,小杉凜華,5,■,■,■,■,■,13,3,0,23.1,23.1,0.60,0,0,0,-,0,-,15,0,0,3,5.0,2,1,0,50.0,3
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,20,,戸部真由香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,KUROBEアクアフェアリーズ,PFUブルーキャッツ,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,177,63,9,35.6,30.5,12.60,21,9,4,42.9,12,2.40,103,1,13,32,5.6,80,38,17,58.1,76
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,1,,上坂瑠子,3,nan,nan,□,■,■,28,12,1,42.9,39.3,4.00,0,0,0,-,1,0.33,8,0,1,3,6.2,8,5,1,68.8,13
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,2,,小野寺友香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,3,,堀井有蘭,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,4,,窪田美侑,5,■,■,■,■,■,16,6,2,37.5,25.0,1.20,2,1,0,50.0,3,0.60,20,1,2,5,8.8,38,15,11,53.9,10
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,5,,タップハンナ,5,■,■,■,■,■,27,12,0,44.4,44.4,2.40,0,0,0,-,5,1.00,14,1,3,3,7.1,0,0,0,-,18
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,6,,芳賀舞波,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,7,L,齋藤加奈子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,8,,佐藤美弥,4,nan,□,□,■,■,0,0,0,,,-,0,0,0,-,1,0.25,4,0,0,2,12.5,0,0,0,-,1
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,10,L,小池杏菜,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,5,3,65.0,0
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,13,,長内美和子,5,■,■,■,■,■,45,22,4,48.9,40.0,4.40,3,0,0,0.0,0,-,20,1,3,6,8.8,30,11,8,50.0,23
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,14,,入澤まい,5,■,■,■,■,■,16,8,2,50.0,37.5,1.60,0,0,0,-,2,0.40,17,0,3,7,5.9,0,0,0,-,10
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,17,,オクム大庭冬美ハウィ,3,■,■,■,nan,nan,23,10,1,43.5,39.1,3.33,6,4,0,66.7,0,-,10,0,1,3,5.0,0,0,0,-,10
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,19,,野中瑠衣,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,8,1,0,3,21.9,0,0,0,-,1
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,21,,雑賀恵斗,3,■,■,■,nan,nan,3,1,0,33.3,33.3,0.33,0,0,0,-,0,-,6,0,0,3,12.5,0,0,0,-,1
2020-10-17,日立リヴァーレ,ヴィクトリーナ姫路,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,158,71,10,44.9,38.6,14.20,11,5,0,45.5,12,2.40,107,4,13,35,8.9,86,36,23,55.2,87
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,1,,貞包里穂,2,■,■,nan,nan,nan,9,1,0,11.1,11.1,0.50,0,0,0,-,0,-,6,0,0,1,4.2,6,3,1,58.3,1
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,2,,櫻井美樹,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,12,0,1,2,2.1,0,0,0,-,0
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,4,L,花井萌里,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,9,4,57.9,0
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,5,,長野有紗,2,nan,nan,nan,□,■,5,1,1,20.0,0.0,0.50,0,0,0,-,1,0.50,3,0,0,1,8.3,0,0,0,-,2
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,6,,金杉由香,4,nan,□,■,■,■,32,13,2,40.6,34.4,3.25,2,1,0,50.0,1,0.25,14,0,2,6,7.1,9,1,2,22.2,14
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,7,,堀込奈央,4,□,□,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,7,0,0,3,10.7,0,0,0,-,0
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,8,,宮地佳乃,2,■,nan,nan,nan,□,14,1,0,7.1,7.1,0.50,1,0,0,0.0,0,-,1,0,0,0,0.0,0,0,0,-,1
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,9,,吉岡可奈,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,10,,脇田美怜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,11,,荒谷栞,4,■,■,■,■,nan,13,3,1,23.1,15.4,0.75,0,0,0,-,1,0.25,14,0,1,3,3.6,0,0,0,-,4
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,12,,孫田菜奈,3,□,□,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,13,,田中咲希,5,□,■,■,■,■,27,16,0,59.3,59.3,3.20,0,0,0,-,0,-,10,0,1,3,5.0,12,4,1,37.5,16
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,14,,佐々木千紘,5,■,■,■,■,■,15,9,1,60.0,53.3,1.80,0,0,0,-,1,0.20,14,0,5,2,-5.4,0,0,0,-,10
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,15,,松本愛希穂,5,■,■,■,■,■,50,16,4,32.0,24.0,3.20,0,0,0,-,1,0.20,17,0,1,5,5.9,45,24,7,61.1,17
2020-10-17,ヴィクトリーナ姫路,日立リヴァーレ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,166,60,9,36.1,30.7,12.00,3,1,0,33.3,5,1.00,99,0,11,27,4.0,91,41,15,53.3,65
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,1,,長岡望悠,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,2,,井上美咲,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,16,1,2,7,14.1,0,0,0,-,2
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,4,,岩坂名奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,5,,井上愛里沙,3,■,■,■,nan,nan,49,17,2,34.7,30.6,5.67,1,0,0,0.0,2,0.67,11,0,1,4,6.8,12,4,2,41.7,19
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,6,,石井優希,3,■,■,■,nan,nan,45,18,0,40.0,40.0,6.00,3,1,0,33.3,2,0.67,14,1,0,6,17.9,9,2,1,27.8,21
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,7,,加藤光,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,10,,座安琴希,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,5,1,91.7,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,11,,栄絵里香,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,14,,中川美柚,3,■,■,■,nan,nan,19,6,1,31.6,26.3,2.00,0,0,0,-,0,-,16,1,1,4,10.9,13,2,3,26.9,7
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,16,,アキンラデウォフォルケ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,17,,濱松明日香,3,■,■,■,nan,nan,18,9,0,50.0,50.0,3.00,0,0,0,-,2,0.67,6,0,1,3,8.3,0,0,0,-,11
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,18,L,戸江真奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,14,2,62.5,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,20,,荒木彩花,3,■,■,■,nan,nan,7,0,0,0.0,0.0,-,0,0,0,-,0,-,6,0,1,2,4.2,2,0,1,25.0,0
2020-10-17,久光スプリングス,デンソーエアリービーズ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,139,50,3,36.0,33.8,16.67,4,1,0,25.0,7,2.33,76,3,6,27,10.9,66,27,10,48.5,60
2020-10-17,デンソーエアリービーズ,久光スプリングス,0,3,0,1,,中元南,2,■,nan,□,nan,nan,16,5,1,31.2,25.0,2.50,1,0,0,0.0,0,-,2,0,0,1,12.5,8,4,0,50.0,5
2020-10-17,デンソーエアリービーズ,久光スプリングス,0,3,0,5,,大竹里歩,1,nan,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0
