名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
エンダキエムブレイ,堺ブレイザーズ,7,10,105,51,12,48.6,37.1,43,19,6,8,40,3,8,12,0,0,0,44.2,5.1,0.8,10.0,
フォンテレスフェリペ,パナソニックパンサーズ,3,11,75,34,12,45.3,29.3,12,7,1,2,52,10,16,16,61,38,0,58.3,3.1,0.2,19.2,62.3
ボヨビッチデヤン,東レアローズ,12,11,126,59,6,46.8,42.1,41,24,2,7,41,2,14,14,0,0,0,58.5,5.4,0.6,4.9,
久保尚志,パナソニックパンサーズ,11,9,0,0,0,,,0,0,0,0,11,0,2,4,0,0,0,,0.0,0.0,4.5,
二木健太,サントリーサンバーズ,14,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
井上裕介,堺ブレイザーズ,2,10,0,0,0,,,0,0,0,0,0,0,0,0,40,29,0,,0.0,0.0,,72.5
今田祐介,東レアローズ,14,5,21,9,0,42.9,42.9,3,2,0,0,14,0,2,3,19,9,0,66.7,1.8,0.0,1.8,47.4
伊藤信博,堺ブレイザーズ,15,10,21,12,1,57.1,52.4,0,0,0,3,27,1,5,7,0,0,0,,1.2,0.3,5.6,
佐別當賢治,サントリーサンバーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
勝野裕士,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
北島武,堺ブレイザーズ,4,10,72,27,6,37.5,29.2,5,2,1,5,49,5,10,15,91,57,0,40.0,2.7,0.5,12.8,62.6
吉田譲,サントリーサンバーズ,4,6,0,0,0,,,0,0,0,0,6,0,1,5,0,0,0,,0.0,0.0,16.7,
名田篤史,堺ブレイザーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂本雄一郎,サントリーサンバーズ,3,9,23,13,1,56.5,52.2,0,0,0,4,31,2,1,13,2,2,0,,1.4,0.4,16.1,100.0
増野彰,堺ブレイザーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹貴久,パナソニックパンサーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大道大輔,堺ブレイザーズ,18,10,23,9,2,39.1,30.4,0,0,0,4,45,0,1,14,3,3,0,,0.9,0.4,7.2,100.0
宇佐美大輔,パナソニックパンサーズ,2,11,5,2,1,40.0,20.0,1,0,0,4,44,3,9,7,0,0,0,0.0,0.2,0.4,5.7,
富松崇彰,東レアローズ,1,11,28,14,1,50.0,46.4,0,0,0,9,24,0,11,3,0,0,0,,1.3,0.8,-8.3,
小糸敬夫,パナソニックパンサーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小西健太,パナソニックパンサーズ,10,5,5,3,0,60.0,60.0,0,0,0,3,14,0,2,0,0,0,0,,0.6,0.6,-3.6,
山本隆弘,パナソニックパンサーズ,5,6,57,32,6,56.1,45.6,24,14,3,0,24,1,4,3,2,2,0,58.3,5.3,0.0,3.1,100.0
山村宏太,サントリーサンバーズ,1,10,40,19,2,47.5,42.5,0,0,0,7,30,1,0,6,2,2,0,,1.9,0.7,8.3,100.0
岩田正之,パナソニックパンサーズ,7,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
島田桃大,堺ブレイザーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川村慎二,パナソニックパンサーズ,8,3,8,2,2,25.0,0.0,0,0,0,0,9,0,0,1,29,18,0,,0.7,0.0,2.8,62.1
掛川厚志,東レアローズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
朝長孝介,堺ブレイザーズ,5,10,1,1,0,100.0,100.0,0,0,0,3,34,0,1,7,0,0,0,,0.1,0.3,4.4,
木内学,堺ブレイザーズ,10,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
木原丈裕,サントリーサンバーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉山マルコス,サントリーサンバーズ,18,10,66,35,8,53.0,40.9,15,7,3,1,34,0,12,9,40,30,0,46.7,3.5,0.1,-2.2,75.0
枩田優介,パナソニックパンサーズ,13,11,26,10,0,38.5,38.5,0,0,0,8,31,0,2,4,0,0,0,,0.9,0.7,1.6,
柴田恭平,東レアローズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
栗原圭介,サントリーサンバーズ,6,10,2,1,0,50.0,50.0,0,0,0,0,41,1,2,11,0,0,0,,0.1,0.0,7.9,
桑田鎮典,サントリーサンバーズ,9,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
永野健,パナソニックパンサーズ,17,11,0,0,0,,,0,0,0,0,0,0,0,0,48,32,0,,0.0,0.0,,66.7
津曲勝利,サントリーサンバーズ,11,10,0,0,0,,,0,0,0,0,0,0,0,0,46,32,0,,0.0,0.0,,69.6
清水邦広,パナソニックパンサーズ,1,8,60,32,8,53.3,40.0,16,7,3,0,21,1,6,6,0,0,0,43.8,4.0,0.0,4.8,
田辺修,東レアローズ,2,11,0,0,0,,,0,0,0,0,0,0,0,0,63,51,0,,0.0,0.0,,81.0
白澤健児,パナソニックパンサーズ,6,9,10,0,1,0.0,-10.0,0,0,0,2,25,0,0,5,0,0,0,,0.0,0.2,5.0,
相澤寿,東レアローズ,7,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
石島雄介,堺ブレイザーズ,3,10,59,28,5,47.5,39.0,9,5,2,4,39,3,7,13,51,33,0,55.6,2.8,0.4,11.5,64.7
福澤達哉,パナソニックパンサーズ,15,9,50,33,5,66.0,56.0,7,3,2,3,27,4,5,6,69,41,0,42.9,3.7,0.3,15.7,59.4
篠田歩,東レアローズ,17,11,23,15,2,65.2,56.5,0,0,0,5,45,0,3,6,3,1,0,,1.4,0.5,1.7,33.3
米山裕太,東レアローズ,5,11,58,19,3,32.8,27.6,3,1,0,5,45,1,5,5,74,48,0,33.3,1.7,0.5,2.2,64.9
米山達也,サントリーサンバーズ,20,10,65,32,5,49.2,41.5,9,3,0,0,39,6,9,15,82,57,0,33.3,3.2,0.0,19.2,69.5
荻野正二,サントリーサンバーズ,10,3,9,3,1,33.3,22.2,2,1,0,0,5,0,1,0,13,4,0,50.0,1.0,0.0,-5.0,30.8
