月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,奈良ドリーマーズ,15,,上竣,10,2,2,2,2,2,59,31,4,52.5,45.8,3.1,28,17,2,60.7,2,0.2,34,3,13,9,5.9,1,0,0,0.0
12,奈良ドリーマーズ,15,,上竣,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
01,奈良ドリーマーズ,15,,上竣,13,1,2,2,3,0,89,36,5,40.4,34.8,2.8,21,5,2,23.8,2,0.2,34,2,12,6,1.5,0,0,0,
02,奈良ドリーマーズ,15,,上竣,17,5,4,3,3,1,113,48,8,42.5,35.4,2.8,34,16,4,47.1,3,0.2,62,6,20,13,6.9,0,0,0,
