試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-12-19,大同特殊鋼レッドスター,1,,伊澤啓生,2,■,■,nan,nan,nan,13,7,1,53.8,46.2,3.50,2,2,0,100.0,0,-,6,1,1,1,16.7,2,0,1,25.0,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,2,,渡邊和馬,3,□,nan,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,3,,吉田魁成,5,■,■,■,■,■,20,11,1,55.0,50.0,2.20,0,0,0,-,4,0.80,18,1,0,2,8.3,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,4,,田中尚,5,■,■,■,■,■,25,17,0,68.0,68.0,3.40,0,0,0,-,5,1.00,13,0,1,3,3.8,2,2,0,100.0,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,7,,津田大地,3,nan,nan,■,■,■,24,11,4,45.8,29.2,3.67,0,0,0,-,0,-,8,1,1,0,9.4,31,19,9,75.8,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,8,,森陽希,2,□,□,nan,nan,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,2,1,0,0,50.0,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,9,,長谷川優太,5,■,■,■,■,■,2,1,0,50.0,50.0,0.20,0,0,0,-,1,0.20,11,0,4,0,-9.1,1,0,0,0.0,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,10,,二五田大輔,5,■,■,■,■,■,33,15,2,45.5,39.4,3.00,1,1,0,100.0,0,-,20,0,0,2,2.5,37,18,14,67.6,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,11,L,嶋田希隆,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,12,L,備一真,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,17,1,87.5,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,13,,境龍生,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,15,,清水遼,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,17,,舩倉拓登,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,18,,寺尾壮太,5,■,■,■,■,■,27,8,5,29.6,11.1,1.60,5,0,1,0.0,2,0.40,16,0,4,2,-3.1,0,0,0,-,,,,,,,,
2020-12-19,大同特殊鋼レッドスター,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,145,71,13,49.0,40.0,14.20,8,3,1,37.5,12,2.40,106,4,11,12,4.0,93,56,25,73.7,147,70,8,47.6,6,1.20,2.6,74.7
