名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
竹田昭徳,東京ヴェルディ,28,4,8,2,0,25.0,25.0,0,0,0,0,5,0,0,1,2,2,0,,0.5,0.0,5.0,100.0
興梠亮,ジェイテクトSTINGS,12,17,0,0,0,,,0,0,0,0,0,0,0,0,79,48,0,,0.0,0.0,,60.8
芳賀広大,つくばユナイテッドSunGAIA,23,19,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
若山智昭,ジェイテクトSTINGS,15,9,70,26,5,37.1,30.0,21,10,4,2,18,1,1,2,0,0,0,47.6,2.9,0.2,6.9,
菊池孝一,つくばユナイテッドSunGAIA,1,4,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.2,,
藤森圭,富士通カワサキレッドスピリッツ,17,19,0,0,0,,,0,0,0,0,0,0,0,0,99,69,0,,0.0,0.0,,69.7
豊田昇平,ジェイテクトSTINGS,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
赤木貴雅,つくばユナイテッドSunGAIA,13,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
赤澤直樹,大同特殊鋼レッドスター,7,15,5,3,0,60.0,60.0,0,0,0,4,57,1,1,10,1,0,0,,0.2,0.3,5.7,0.0
辰巳佳靖,大同特殊鋼レッドスター,6,6,63,21,3,33.3,28.6,29,12,1,1,17,1,0,12,0,0,0,41.4,3.5,0.2,23.5,
辰巳正敏,ジェイテクトSTINGS,17,16,0,0,0,,,0,0,0,0,24,1,3,12,0,0,0,,0.0,0.0,13.5,
金丸将大,警視庁フォートファイターズ,25,12,78,32,6,41.0,33.3,31,12,1,3,44,0,4,16,0,0,0,38.7,2.7,0.2,6.8,
金丸晃大,ジェイテクトSTINGS,2,17,31,14,0,45.2,45.2,0,0,0,18,65,2,1,20,2,2,0,,0.8,1.1,10.4,100.0
鈴木雅史,警視庁フォートファイターズ,20,9,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
長友真伍,ジェイテクトSTINGS,16,3,0,0,0,,,0,0,0,0,4,0,1,3,0,0,0,,0.0,0.0,12.5,
間瀬公平,東京ヴェルディ,19,15,38,14,3,36.8,28.9,0,0,0,5,53,1,3,20,11,7,0,,0.9,0.3,9.9,63.6
飯塚俊彦,東京ヴェルディ,14,9,35,14,3,40.0,31.4,12,6,3,2,17,1,2,4,1,1,0,50.0,1.6,0.2,8.8,100.0
馬場信介,大同特殊鋼レッドスター,10,4,8,3,1,37.5,25.0,0,0,0,1,6,0,1,4,8,3,0,,0.8,0.2,12.5,37.5
高橋寛記,つくばユナイテッドSunGAIA,17,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
高橋慎治,ジェイテクトSTINGS,6,17,6,4,0,66.7,66.7,0,0,0,4,56,3,5,24,0,0,0,,0.2,0.2,13.8,
高橋賢行,東京ヴェルディ,8,10,55,18,4,32.7,25.5,23,9,0,1,29,1,4,10,0,0,0,39.1,1.8,0.1,8.6,
齋藤義人,大同特殊鋼レッドスター,14,6,0,0,0,,,0,0,0,0,7,0,1,0,0,0,0,,0.0,0.0,-3.6,
