試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-10-17,FC東京,1,,迫田郭志,4,■,■,■,■,nan,32,13,0,40.6,40.6,3.25,0,0,0,-,1,0.25,12,1,4,0,0.0,50,27,10,64.0,,,,,,,,
2020-10-17,FC東京,3,,橘裕也,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,1,1,30.0,,,,,,,,
2020-10-17,FC東京,4,,山田要平,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,FC東京,5,,井上仁,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,FC東京,8,,栗山英之,4,■,■,■,■,nan,17,13,1,76.5,70.6,3.25,0,0,0,-,0,-,20,0,2,5,3.8,0,0,0,-,,,,,,,,
2020-10-17,FC東京,9,,手塚大,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,FC東京,10,L,古賀太一郎,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,8,1,70.8,,,,,,,,
2020-10-17,FC東京,13,,柳町逸太,2,□,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-10-17,FC東京,14,,長友優磨,4,■,■,■,■,nan,32,15,3,46.9,37.5,3.75,17,9,2,52.9,1,0.25,13,0,2,4,3.8,0,0,0,-,,,,,,,,
2020-10-17,FC東京,16,,手原紳,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,13,1,1,2,9.6,1,0,0,0.0,,,,,,,,
2020-10-17,FC東京,18,,武藤鉄也,4,■,■,■,■,nan,20,13,1,65.0,60.0,3.25,0,0,0,-,1,0.25,19,1,3,3,5.3,3,1,2,66.7,,,,,,,,
2020-10-17,FC東京,19,,佐藤望実,4,■,■,■,■,nan,27,14,1,51.9,48.1,3.50,4,1,0,25.0,0,-,13,2,4,4,15.4,20,11,2,60.0,,,,,,,,
2020-10-17,FC東京,21,,平田亮介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,FC東京,26,,黒田彪斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,FC東京,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,129,68,6,52.7,48.1,17.00,21,10,2,47.6,3,0.75,92,5,17,19,6.0,91,48,16,61.5,108,58,5,53.7,10,2.50,9.8,60.8
