試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-20,FC東京,1,,迫田郭志,5,■,■,■,■,■,25,11,1,0.44,0.4,2.20,4,2,0,50.0,2,0.40,18,4,3,2,20.8,39,23,6,66.7,,,,,,,,
2021-02-20,FC東京,3,,橘裕也,3,□,nan,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,5,2,75.0,,,,,,,,
2021-02-20,FC東京,4,,山田要平,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-20,FC東京,8,,栗山英之,5,■,■,■,■,■,15,7,0,0.4666666666666667,0.4666666666666667,1.40,0,0,0,-,1,0.20,14,0,0,2,3.6,1,1,0,100.0,,,,,,,,
2021-02-20,FC東京,9,,手塚大,4,nan,□,■,■,■,17,8,2,0.47058823529411764,0.35294117647058826,2.00,1,1,0,100.0,0,-,12,1,2,2,8.3,12,4,5,54.2,,,,,,,,
2021-02-20,FC東京,10,L,古賀太一郎,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,7,6,66.7,,,,,,,,
2021-02-20,FC東京,12,,小田嶋大貴,5,■,■,■,■,■,8,2,0,0.25,0.25,0.40,0,0,0,-,2,0.40,16,0,0,3,4.7,2,0,1,25.0,,,,,,,,
2021-02-20,FC東京,14,,長友優磨,4,■,■,nan,□,■,30,14,2,0.4666666666666667,0.4,3.50,16,8,1,50.0,2,0.50,8,0,1,2,3.1,0,0,0,-,,,,,,,,
2021-02-20,FC東京,16,,手原紳,5,■,■,■,■,■,1,0,1,0.0,-1.0,-,0,0,0,-,1,0.20,14,0,1,3,3.6,0,0,0,-,,,,,,,,
2021-02-20,FC東京,19,,佐藤望実,3,■,■,nan,□,nan,11,5,1,0.45454545454545453,0.36363636363636365,1.67,4,2,0,50.0,0,-,10,2,2,1,17.5,7,3,3,64.3,,,,,,,,
2021-02-20,FC東京,20,,プレモビッチピーター,3,nan,□,■,■,nan,26,10,1,0.38461538461538464,0.34615384615384615,3.33,12,4,1,33.3,1,0.33,7,0,3,0,-10.7,0,0,0,-,,,,,,,,
2021-02-20,FC東京,21,,平田亮介,1,nan,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-02-20,FC東京,22,,宮原和輝,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-20,FC東京,26,,黒田彪斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-20,FC東京,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,134,57,8,0.4253731343283582,0.3656716417910448,11.40,37,17,2,45.9,9,1.80,102,7,14,15,7.1,84,43,23,64.9,143,59,5,41.3,19,3.80,0.7,62.5
