試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-21,FC東京,1,,迫田郭志,4,■,■,■,■,nan,29,14,0,0.4827586206896552,0.4827586206896552,3.50,0,0,0,-,2,0.50,19,2,4,4,10.5,30,17,6,66.7,,,,,,,,
2021-02-21,FC東京,3,,橘裕也,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,3,0,100.0,,,,,,,,
2021-02-21,FC東京,4,,山田要平,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,1,1.00,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-21,FC東京,8,,栗山英之,4,■,■,■,■,nan,9,5,0,0.5555555555555556,0.5555555555555556,1.25,0,0,0,-,1,0.25,11,0,0,2,4.5,1,0,0,0.0,,,,,,,,
2021-02-21,FC東京,10,L,古賀太一郎,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,13,3,90.6,,,,,,,,
2021-02-21,FC東京,12,,小田嶋大貴,1,■,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,1,0,0,0.0,,,,,,,,
2021-02-21,FC東京,14,,長友優磨,3,■,■,■,nan,nan,29,11,2,0.3793103448275862,0.3103448275862069,3.67,10,3,1,30.0,0,-,8,0,2,1,-3.1,0,0,0,-,,,,,,,,
2021-02-21,FC東京,15,,谷口渉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,FC東京,16,,手原紳,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,2,0.50,14,0,2,3,1.8,0,0,0,-,,,,,,,,
2021-02-21,FC東京,19,,佐藤望実,1,■,nan,nan,nan,nan,11,5,2,0.45454545454545453,0.2727272727272727,5.00,1,1,0,100.0,0,-,3,0,1,0,-8.3,7,5,0,71.4,,,,,,,,
2021-02-21,FC東京,20,,プレモビッチピーター,3,nan,□,□,■,nan,15,9,1,0.6,0.5333333333333333,3.00,5,3,0,60.0,1,0.33,6,1,2,0,8.3,0,0,0,-,,,,,,,,
2021-02-21,FC東京,21,,平田亮介,4,□,■,■,■,nan,10,7,1,0.7,0.6,1.75,0,0,0,-,0,-,13,2,3,0,9.6,3,1,0,33.3,,,,,,,,
2021-02-21,FC東京,22,,宮原和輝,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,2,8.3,0,0,0,-,,,,,,,,
2021-02-21,FC東京,26,,黒田彪斗,4,□,■,■,■,nan,22,8,2,0.36363636363636365,0.2727272727272727,2.00,0,0,0,-,2,0.50,15,0,4,1,-5.0,16,2,9,40.6,,,,,,,,
2021-02-21,FC東京,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,127,60,8,0.47244094488188976,0.4094488188976378,15.00,16,7,1,43.8,9,2.25,94,5,20,13,3.5,77,41,18,64.9,115,52,7,45.2,6,1.50,2.5,61.1
