試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-24,FC東京,1,,迫田郭志,3,■,■,■,nan,nan,22,12,4,0.5454545454545454,0.36363636363636365,4.00,1,0,1,0.0,0,-,14,2,4,3,12.5,28,15,5,62.5,,,,,,,,
2020-10-24,FC東京,2,,玉宅健太郎,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2020-10-24,FC東京,3,,橘裕也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,FC東京,5,,井上仁,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,FC東京,8,,栗山英之,3,■,■,■,nan,nan,20,12,1,0.6,0.55,4.00,0,0,0,-,1,0.33,6,0,0,0,0.0,1,0,0,0.0,,,,,,,,
2020-10-24,FC東京,9,,手塚大,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,FC東京,10,L,古賀太一郎,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,10,4,70.6,,,,,,,,
2020-10-24,FC東京,14,,長友優磨,3,□,■,■,nan,nan,23,11,0,0.4782608695652174,0.4782608695652174,3.67,9,5,0,55.6,1,0.33,10,0,2,3,2.5,0,0,0,-,,,,,,,,
2020-10-24,FC東京,15,,谷口渉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,FC東京,16,,手原紳,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,2,0.67,9,1,0,2,16.7,1,0,0,0.0,,,,,,,,
2020-10-24,FC東京,18,,武藤鉄也,3,■,■,■,nan,nan,9,6,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,1,0.33,9,0,0,1,2.8,1,0,0,0.0,,,,,,,,
2020-10-24,FC東京,19,,佐藤望実,3,■,■,■,nan,nan,17,4,0,0.23529411764705882,0.23529411764705882,1.33,0,0,0,-,2,0.67,12,1,1,3,12.5,17,4,7,44.1,,,,,,,,
2020-10-24,FC東京,20,,プレモビッチピーター,3,■,□,□,nan,nan,8,1,1,0.125,0.0,0.33,4,1,0,25.0,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-10-24,FC東京,21,,平田亮介,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,1,1,3,30.0,0,0,0,-,,,,,,,,
2020-10-24,FC東京,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,100,46,6,0.46,0.4,15.33,15,6,1,40.0,7,2.33,70,5,9,16,9.6,65,29,16,56.9,90,49,3,54.4,6,2.00,11.0,65.0
