試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,1,,長岡望悠,5,■,■,■,■,■,55,22,1,40.0,38.2,4.40,20,6,0,30.0,2,0.40,19,2,1,7,19.7,0,0,0,-,26
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,2,,古藤千鶴,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,3,,新鍋理沙,5,■,■,■,■,■,40,12,3,30.0,22.5,2.40,0,0,0,-,0,-,16,0,2,6,9.4,34,23,0,67.6,12
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,4,,岩坂名奈,5,■,■,■,■,■,18,5,0,27.8,27.8,1.00,0,0,0,-,4,0.80,13,0,1,6,11.5,0,0,0,-,9
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,5,,水田祐未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,6,,石井優希,5,■,■,■,■,■,46,17,2,37.0,32.6,3.40,0,0,0,-,1,0.20,16,0,1,9,14.1,36,19,0,52.8,18
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,8,,野本梨佳,5,□,□,□,□,□,2,2,0,100.0,100.0,0.40,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,2
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,9,,トカルスカマヤ,5,■,■,■,■,■,13,10,0,76.9,76.9,2.00,0,0,0,-,3,0.60,26,0,1,11,10.6,5,3,0,60.0,13
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,11,,栄絵里香,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,0,3,15.0,0,0,0,-,0
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,14,,森谷史佳,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,0
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,18,L,戸江真奈,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,20,L,筒井さやか,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,12,0,66.7,0
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,24,,中大路絢野,5,■,■,■,■,■,3,1,1,33.3,0.0,0.20,0,0,0,-,0,-,14,0,1,4,7.1,2,1,0,50.0,1
2017-02-12,久光製薬スプリングス,トヨタ車体クインシーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,177,69,7,39.0,35.0,13.80,20,6,0,30.0,10,2.00,113,2,8,48,12.4,95,58,0,61.1,81
