試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,1,,古田史郎,3,□,,,■,■,12,2,1,16.7,8.3,0.67,2,0,0,0.0,3,1.00,2,0,0,1,12.5,8,5,0,62.5,5
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,2,,金丸晃大,5,■,■,■,■,■,9,3,0,33.3,33.3,0.60,0,0,0,-,1,0.20,18,0,0,6,8.3,0,0,0,-,4
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,5,,久保山尚,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,6,,高橋慎治,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,16,0,2,4,6.2,0,0,0,-,0
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,7,,高橋和人,5,■,■,■,■,■,26,12,1,46.2,42.3,2.40,2,1,0,50.0,1,0.20,23,1,6,7,11.1,39,26,0,66.7,14
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,8,,松崎良輔,5,□,■,■,□,□,7,1,1,14.3,0.0,0.20,0,0,0,-,1,0.20,5,0,1,2,10.0,0,0,0,-,2
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,9,L,本間隆太,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,10,,松原広輔,3,,□,,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,0,3,15.0,0,0,0,-,0
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,12,L,興梠亮,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,20,0,80.0,0
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,14,,浅野博亮,3,■,■,■,,,27,10,1,37.0,33.3,3.33,5,3,0,60.0,1,0.33,11,0,1,2,4.5,24,19,0,79.2,11
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,15,,若山智昭,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,17,,辰巳正敏,4,■,,□,■,■,7,2,0,28.6,28.6,0.50,0,0,0,-,2,0.50,17,0,2,3,4.4,0,0,0,-,4
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,18,,角田辰徳,2,,□,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,ジェイテクトSTINGS,パナソニックパンサーズ,19,,エルナンデスフェルナンド,5,■,■,■,■,■,68,38,7,55.9,45.6,7.60,24,15,2,62.5,3,0.60,15,2,6,3,17.0,0,0,0,-,43
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,1,,清水邦広,5,■,■,■,■,■,43,18,3,41.9,34.9,3.60,21,7,1,33.3,3,0.60,23,1,2,9,14.1,0,0,0,-,22
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,2,,深津英臣,2,■,■,,,,1,1,0,100.0,100.0,0.50,0,0,0,-,1,0.50,5,0,1,0,0.0,0,0,0,-,2
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,3,,山添信也,5,■,■,■,■,■,8,6,0,75.0,75.0,1.20,0,0,0,-,3,0.60,17,0,2,2,2.9,0,0,0,-,9
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,5,,渡辺奏吾,4,,□,■,■,■,16,5,2,31.2,18.8,1.25,0,0,0,-,0,-,14,0,4,4,7.1,17,7,0,41.2,5
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,6,,白澤健児,5,■,■,■,■,■,11,4,0,36.4,36.4,0.80,0,0,0,-,5,1.00,22,1,1,6,10.5,0,0,0,-,10
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,7,,ブロックソムジョエル,3,□,,□,,□,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-,0
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,8,,チアーゴアウヴェス,2,■,■,,,,5,0,0,0.0,0.0,-,0,0,0,-,1,0.50,3,0,1,0,0.0,3,2,0,66.7,1
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,9,L,吉村康佑,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,13,,枩田優介,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,14,,田城貴之,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,15,,福澤達哉,5,■,■,■,■,■,47,23,1,48.9,46.8,4.60,12,9,0,75.0,4,0.80,17,0,4,1,1.5,42,28,0,66.7,27
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,16,,大竹貴久,4,,□,■,■,■,0,0,0,,,-,0,0,0,-,2,0.50,10,0,1,3,7.5,0,0,0,-,2
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,17,L,永野健,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,23,0,74.2,0
2015-03-01,2015-03,3,パナソニックパンサーズ,ジェイテクトSTINGS,18,,谷村孝,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,1,,山田脩造,3,,□,,□,□,3,2,0,66.7,66.7,0.67,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,2
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,2,,山近哲,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,3,,重村健太,2,□,,,,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,4,,内山正平,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,1,0.20,13,0,1,4,7.7,2,0,0,0.0,1
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,5,,前田一誠,1,,,,□,,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,6,,近裕崇,5,■,■,■,■,■,16,9,0,56.2,56.2,1.80,0,0,0,-,2,0.40,20,1,2,5,10.2,1,1,0,100.0,12
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,7,,白岩直也,5,■,■,■,■,■,9,5,1,55.6,44.4,1.00,0,0,0,-,0,-,24,1,6,7,10.6,38,24,0,63.2,6
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,8,,井上崇昭,1,□,,,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,10,L,古賀幸一郎,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,39,26,0,66.7,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,12,,高松卓矢,5,■,■,■,■,■,28,12,2,42.9,35.7,2.40,2,1,0,50.0,1,0.20,20,1,4,7,13.8,10,3,0,30.0,14
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,13,L,岡本秀明,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,15,,オムルチェンイゴール,5,■,■,■,■,■,80,41,5,51.2,45.0,8.20,33,17,3,51.5,2,0.40,21,2,6,6,15.7,0,0,0,-,45
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,19,,古賀太一郎,3,,□,,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,3,0,60.0,0
2015-03-01,2015-03,3,豊田合成トレフェルサ,JTサンダーズ,22,,傳田亮太,5,■,■,■,■,■,12,4,1,33.3,25.0,0.80,0,0,0,-,0,-,15,0,2,2,3.3,0,0,0,-,4
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,1,,安永拓弥,5,■,■,■,■,■,10,3,0,30.0,30.0,0.60,0,0,0,-,2,0.40,10,0,5,0,0.0,0,0,0,-,5
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,2,,町野仁志,5,■,■,■,■,■,7,7,0,100.0,100.0,1.40,0,0,0,-,5,1.00,22,0,0,4,4.5,0,0,0,-,12
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,3,L,酒井大祐,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,22,0,73.3,0
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,4,,中島健太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,5,,吉岡光大,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,7,,越川優,5,■,■,■,■,■,38,18,6,47.4,31.6,3.60,9,5,1,55.6,4,0.80,21,2,3,10,21.4,22,15,0,68.2,24
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,8,L,久原大輝,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,10,,小澤翔,2,■,■,,,,9,5,1,55.6,44.4,2.50,0,0,0,-,0,-,9,0,1,2,5.6,19,9,0,47.4,5
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,11,,安井勇誠,3,□,□,,□,,0,0,0,,,-,0,0,0,-,0,-,5,0,1,3,15.0,0,0,0,-,0
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,14,,八子大輔,4,,□,■,■,■,23,8,0,34.8,34.8,2.00,2,0,0,0.0,0,-,12,0,0,4,8.3,20,12,0,60.0,8
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,16,,塚崎祐平,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,17,,深津旭弘,4,■,■,■,,□,0,0,0,,,-,0,0,0,-,1,0.25,10,0,0,5,12.5,1,0,0,0.0,1
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,18,,ヴィソットレアンドロ,5,■,■,■,■,■,58,23,3,39.7,34.5,4.60,25,9,2,36.0,0,-,17,2,7,5,17.9,0,0,0,-,25
2015-03-01,2015-03,3,JTサンダーズ,豊田合成トレフェルサ,19,,井上俊輔,3,,,□,■,■,0,0,0,,,-,0,0,0,-,0,-,10,0,1,4,10.0,1,0,0,0.0,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,1,,山村宏太,3,■,■,■,,,5,0,0,0.0,0.0,-,0,0,0,-,2,0.67,11,0,0,3,6.8,0,0,0,-,2
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,2,,鈴木寛史,3,■,■,■,,,8,4,0,50.0,50.0,1.33,0,0,0,-,0,-,9,0,0,3,8.3,0,0,0,-,4
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,4,,橋本大智,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,5,,柴小屋康行,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,6,,岡本祥吾,2,□,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,7,,エバンドログエッラ,3,■,■,■,,,28,10,5,35.7,17.9,3.33,15,4,3,26.7,1,0.33,8,1,1,2,18.8,0,0,0,-,12
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,8,,金子隆行,3,■,■,■,,,14,6,0,42.9,42.9,2.00,0,0,0,-,1,0.33,12,1,0,0,8.3,23,17,0,73.9,8
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,9,,阿部裕太,3,■,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,2,0,0.0,0,0,0,-,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,11,L,鶴田大樹,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,24,0,77.4,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,12,,塩田達也,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,14,,椿山竜介,3,□,□,□,,,18,9,2,50.0,38.9,3.00,9,5,2,55.6,2,0.67,2,0,1,1,12.5,0,0,0,-,11
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,19,,栗山雅史,3,■,■,■,,,9,4,1,44.4,33.3,1.33,1,0,1,0.0,0,-,14,1,2,6,17.9,4,3,0,75.0,5
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,20,,米山達也,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,5,0,1,0,0.0,0,0,0,-,0
2015-03-01,2015-03,3,サントリーサンバーズ,堺ブレイザーズ,21,L,松崎廣光,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,1,,松本慶彦,3,■,■,■,,,11,7,1,63.6,54.5,2.33,0,0,0,-,5,1.67,7,0,4,1,3.6,0,0,0,-,12
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,2,L,井上裕介,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,5,0,55.6,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,3,,石島雄介,3,■,■,■,,,10,5,0,50.0,50.0,1.67,3,1,0,33.3,2,0.67,14,0,3,0,0.0,33,24,0,72.7,7
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,5,,内藤和也,2,□,,□,,,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0,0,-,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,6,,ペピチミラン,3,■,■,■,,,35,17,5,48.6,34.3,5.67,15,6,2,40.0,1,0.33,14,3,3,6,29.3,0,0,0,-,21
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,7,,出耒田敬,3,■,■,■,,,9,5,0,55.6,55.6,1.67,0,0,0,-,2,0.67,11,0,2,1,2.3,0,0,0,-,7
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,8,,佐川翔,3,■,■,■,,,2,2,0,100.0,100.0,0.67,0,0,0,-,1,0.33,12,0,1,2,4.2,1,0,0,0.0,3
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,10,,千々木駿介,3,■,■,■,,,20,7,2,35.0,25.0,2.33,6,4,0,66.7,2,0.67,13,0,0,2,3.8,17,15,0,88.2,9
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,11,,伊藤康貴,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,12,,横田一義,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,13,,松岡祐太,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,14,L,坂梨朋彦,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,15,,木村泰輔,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-01,2015-03,3,堺ブレイザーズ,サントリーサンバーズ,19,,今村駿,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,1,,山田脩造,1,,□,,,,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,2,0,2,0,0.0,3,2,0,66.7,1
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,2,,山近哲,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,3,,重村健太,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,4,,内山正平,3,■,■,■,,,1,1,0,100.0,100.0,0.33,0,0,0,-,1,0.33,6,0,1,3,12.5,0,0,0,-,2
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,5,,前田一誠,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,6,,近裕崇,3,■,■,■,,,11,5,0,45.5,45.5,1.67,0,0,0,-,1,0.33,10,0,1,5,12.5,0,0,0,-,6
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,7,,白岩直也,3,■,■,■,,,11,7,0,63.6,63.6,2.33,0,0,0,-,0,-,10,1,3,3,15.5,27,10,0,37.0,8
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,10,L,古賀幸一郎,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,7,0,50.0,0
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,12,,高松卓矢,3,■,■,□,,,15,2,0,13.3,13.3,0.67,1,0,0,0.0,0,-,5,0,0,4,20.0,7,2,0,28.6,2
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,13,,岡本秀明,1,,,■,,,5,4,0,80.0,80.0,4.00,0,0,0,-,0,-,4,0,1,2,12.5,15,12,0,80.0,4
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,15,,オムルチェンイゴール,3,■,■,■,,,36,16,4,44.4,33.3,5.33,13,9,2,69.2,0,-,14,4,6,3,28.2,0,0,0,-,20
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,19,,古賀太一郎,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,21,L,細中久里寿,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-07,2015-03,3,豊田合成トレフェルサ,サントリーサンバーズ,22,,傳田亮太,3,■,■,■,,,4,4,0,100.0,100.0,1.33,0,0,0,-,1,0.33,7,0,2,4,14.3,1,1,0,100.0,5
2015-03-07,2015-03,3,サントリーサンバーズ,豊田合成トレフェルサ,1,,山村宏太,3,■,■,■,,,5,3,1,60.0,40.0,1.00,0,0,0,-,3,1.00,9,0,0,4,11.1,0,0,0,-,6
2015-03-07,2015-03,3,サントリーサンバーズ,豊田合成トレフェルサ,2,,鈴木寛史,3,■,■,■,,,3,3,0,100.0,100.0,1.00,0,0,0,-,3,1.00,9,0,0,4,11.1,0,0,0,-,6
2015-03-07,2015-03,3,サントリーサンバーズ,豊田合成トレフェルサ,4,,橋本大智,1,,□,,,,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2015-03-07,2015-03,3,サントリーサンバーズ,豊田合成トレフェルサ,5,,柴小屋康行,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-07,2015-03,3,サントリーサンバーズ,豊田合成トレフェルサ,6,,岡本祥吾,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-07,2015-03,3,サントリーサンバーズ,豊田合成トレフェルサ,7,,エバンドログエッラ,3,■,■,■,,,31,24,2,77.4,71.0,8.00,15,13,0,86.7,1,0.33,14,2,2,5,20.4,1,0,0,0.0,27
2015-03-07,2015-03,3,サントリーサンバーズ,豊田合成トレフェルサ,8,,金子隆行,3,■,■,■,,,6,2,0,33.3,33.3,0.67,0,0,0,-,1,0.33,12,0,0,4,8.3,16,4,0,25.0,3
