試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-17,VC長野トライデンツ,4,,中村竜輔,4,■,■,■,■,nan,11,5,0,0.45454545454545453,0.45454545454545453,1.25,0,0,0,-,3,0.75,9,0,0,1,2.8,3,1,0,33.3,,,,,,,,
2020-10-17,VC長野トライデンツ,5,,笠利真吾,4,■,■,■,■,nan,21,6,2,0.2857142857142857,0.19047619047619047,1.50,6,1,1,16.7,1,0.25,13,0,4,3,-1.9,12,2,2,25.0,,,,,,,,
2020-10-17,VC長野トライデンツ,6,,伊藤樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,VC長野トライデンツ,7,,戸嵜嵩大,4,■,■,■,■,nan,39,15,4,0.38461538461538464,0.28205128205128205,3.75,10,6,1,60.0,0,-,13,0,3,2,-1.9,30,9,10,46.7,,,,,,,,
2020-10-17,VC長野トライデンツ,8,,河東祐大,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,17,0,0,1,1.5,0,0,0,-,,,,,,,,
2020-10-17,VC長野トライデンツ,9,,池田幸太,4,■,■,■,■,nan,55,23,5,0.41818181818181815,0.32727272727272727,5.75,19,10,3,52.6,1,0.25,15,0,6,3,-5.0,17,5,5,44.1,,,,,,,,
2020-10-17,VC長野トライデンツ,12,L,山本憲吾,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,0,40.0,,,,,,,,
2020-10-17,VC長野トライデンツ,13,,椿芽久,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-17,VC長野トライデンツ,14,,矢貫龍馬,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,VC長野トライデンツ,15,,波佐間泰平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,VC長野トライデンツ,16,,森崎健史,4,■,■,■,■,nan,9,4,0,0.4444444444444444,0.4444444444444444,1.00,0,0,0,-,0,-,18,1,3,2,4.2,3,2,1,83.3,,,,,,,,
2020-10-17,VC長野トライデンツ,21,,高澤和貴,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2020-10-17,VC長野トライデンツ,22,L,角雅也,3,nan,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,2,63.6,,,,,,,,
2020-10-17,VC長野トライデンツ,24,,長田翼,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-17,VC長野トライデンツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,135,53,11,0.3925925925925926,0.3111111111111111,13.25,35,17,5,48.6,6,1.50,89,1,17,12,-0.3,81,27,20,45.7,123,55,10,44.7,10,2.50,8.2,60.4
