試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-12-06,VC長野トライデンツ,4,,中村竜輔,5,■,■,■,■,■,13,6,0,0.46153846153846156,0.46153846153846156,1.20,0,0,0,-,2,0.40,17,2,2,5,16.2,0,0,0,-,,,,,,,,
2020-12-06,VC長野トライデンツ,5,,笠利真吾,5,■,■,■,■,■,32,14,2,0.4375,0.375,2.80,2,2,0,100.0,2,0.40,15,0,2,2,0.0,43,18,9,52.3,,,,,,,,
2020-12-06,VC長野トライデンツ,6,,伊藤樹,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,1,75.0,,,,,,,,
2020-12-06,VC長野トライデンツ,7,,戸嵜嵩大,5,■,■,■,■,■,38,15,4,0.39473684210526316,0.2894736842105263,3.00,7,4,0,57.1,2,0.40,14,0,2,2,0.0,16,5,5,46.9,,,,,,,,
2020-12-06,VC長野トライデンツ,8,,河東祐大,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-06,VC長野トライデンツ,9,,池田幸太,5,□,□,■,□,■,13,5,2,0.38461538461538464,0.23076923076923078,1.00,5,2,1,40.0,0,-,8,0,1,3,6.2,3,0,0,0.0,,,,,,,,
2020-12-06,VC長野トライデンツ,10,,ヌルムルキリヴァン,5,■,■,□,■,□,35,12,0,0.34285714285714286,0.34285714285714286,2.40,13,4,0,30.8,0,-,12,1,3,3,8.3,0,0,0,-,,,,,,,,
2020-12-06,VC長野トライデンツ,12,L,山本憲吾,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,3,45.8,,,,,,,,
2020-12-06,VC長野トライデンツ,13,,椿芽久,5,■,■,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,0,-,11,0,0,1,2.3,3,0,0,0.0,,,,,,,,
2020-12-06,VC長野トライデンツ,14,,矢貫龍馬,5,■,■,■,■,■,11,8,0,0.7272727272727273,0.7272727272727273,1.60,0,0,0,-,3,0.60,15,0,3,4,1.7,0,0,0,-,,,,,,,,
2020-12-06,VC長野トライデンツ,15,,波佐間泰平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-06,VC長野トライデンツ,16,,森崎健史,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,3,1,2,0,16.7,0,0,0,-,,,,,,,,
2020-12-06,VC長野トライデンツ,22,L,角雅也,5,〇,〇,〇,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,6,4,53.3,,,,,,,,
2020-12-06,VC長野トライデンツ,24,,長田翼,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-06,VC長野トライデンツ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,143,61,8,0.42657342657342656,0.3706293706293706,12.20,27,12,1,44.4,9,1.80,95,4,15,20,5.5,94,34,22,47.9,121,59,6,48.8,18,3.60,11.6,61.5
