試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-28,VC長野トライデンツ,4,,中村竜輔,3,■,■,■,nan,nan,5,2,1,0.4,0.2,0.67,0,0,0,-,1,0.33,8,0,1,2,3.1,1,1,0,100.0,,,,,,,,
2020-11-28,VC長野トライデンツ,5,,笠利真吾,2,□,nan,□,nan,nan,5,1,0,0.2,0.2,0.50,0,0,0,-,0,-,2,0,1,0,-12.5,1,1,0,100.0,,,,,,,,
2020-11-28,VC長野トライデンツ,6,,伊藤樹,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,7,,戸嵜嵩大,3,■,■,■,nan,nan,18,8,1,0.4444444444444444,0.3888888888888889,2.67,5,5,0,100.0,0,-,10,1,1,2,12.5,36,20,4,61.1,,,,,,,,
2020-11-28,VC長野トライデンツ,8,,河東祐大,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,9,,池田幸太,3,■,■,■,nan,nan,17,5,1,0.29411764705882354,0.23529411764705882,1.67,4,1,0,25.0,0,-,10,1,3,3,10.0,17,6,3,44.1,,,,,,,,
2020-11-28,VC長野トライデンツ,10,,ヌルムルキリヴァン,3,■,■,■,nan,nan,41,19,1,0.4634146341463415,0.43902439024390244,6.33,17,10,1,58.8,1,0.33,10,1,4,3,7.5,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,12,L,山本憲吾,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,6,1,81.2,,,,,,,,
2020-11-28,VC長野トライデンツ,13,,椿芽久,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,14,,矢貫龍馬,3,■,■,■,nan,nan,6,5,0,0.8333333333333334,0.8333333333333334,1.67,0,0,0,-,0,-,9,0,0,1,2.8,1,0,0,0.0,,,,,,,,
2020-11-28,VC長野トライデンツ,16,,森崎健史,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,21,,高澤和貴,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,22,L,角雅也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,24,,長田翼,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,VC長野トライデンツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,93,40,4,0.43010752688172044,0.3870967741935484,13.33,26,16,1,61.5,2,0.67,60,3,12,13,5.4,64,34,8,59.4,74,45,4,60.8,8,2.67,10.3,57.3
