試合日,年月,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2016-11-05,2016-11,11,東京ヴェルディ,1,,飯塚俊彦,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,2,L,浅岡遥太,3,〇,〇,〇,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,3,L,早瀬省吾,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,12,0,63.2
2016-11-05,2016-11,11,東京ヴェルディ,5,,中村耕平,3,■,■,■,,,15,13,0,0.8666666666666667,0.8666666666666667,4.33,9,8,0,88.9,2,0.67,15,1,2,9,20.3,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,7,,倉田真,3,■,■,■,,,16,10,2,0.625,0.5,3.33,2,1,0,50.0,1,0.33,9,0,3,3,8.3,3,1,0,33.3
2016-11-05,2016-11,11,東京ヴェルディ,8,,清水久雄,3,□,□,□,,,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,10,,三浦拓也,3,■,■,■,,,14,8,1,0.5714285714285714,0.5,2.67,3,1,0,33.3,0,-,14,3,4,2,22.1,21,12,0,57.1
2016-11-05,2016-11,11,東京ヴェルディ,11,,奥田晃,1,,,□,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,12,,榎本京祐,3,■,■,■,,,6,5,0,0.8333333333333334,0.8333333333333334,1.67,0,0,0,-,2,0.67,12,1,5,3,12.9,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,14,,田尻信太郎,3,■,■,■,,,6,1,0,0.16666666666666666,0.16666666666666666,0.33,0,0,0,-,0,-,12,0,1,7,14.6,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,15,,工藤巧,3,□,□,□,,,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,2,0,1,0,0.0,1,0,0,0.0
2016-11-05,2016-11,11,東京ヴェルディ,16,,長澤朔,3,■,■,■,,,3,2,0,0.6666666666666666,0.6666666666666666,0.67,0,0,0,-,2,0.67,7,1,0,2,18.6,0,0,0,-
2016-11-05,2016-11,11,東京ヴェルディ,25,,與崎風人,1,,,□,,,1,1,0,1.0,1.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2016-11-05,2016-11,11,近畿クラブスフィーダ,2,,梶野喜宏,3,■,■,■,,,2,0,0,0.0,0.0,-,0,0,0,-,0,-,10,0,0,3,7.5,1,0,0,0.0
2016-11-05,2016-11,11,近畿クラブスフィーダ,3,,河戸俊亮,3,■,■,■,,,8,5,0,0.625,0.625,1.67,0,0,0,-,2,0.67,4,0,0,2,12.5,0,0,0,-
2016-11-05,2016-11,11,近畿クラブスフィーダ,7,,石田康祐,3,■,■,■,,,15,4,2,0.26666666666666666,0.13333333333333333,1.33,0,0,0,-,0,-,9,0,0,5,13.9,23,11,0,47.8
2016-11-05,2016-11,11,近畿クラブスフィーダ,9,,本多駿,3,■,■,■,,,24,11,1,0.4583333333333333,0.4166666666666667,3.67,2,1,0,50.0,0,-,10,1,4,1,12.5,13,5,0,38.5
