試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,2,,永山佳奈,3,■,■,■,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,4,1.33,12,1,0,4,15.0,0,0,0,-,6
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,3,,大島陽子,3,■,■,■,nan,nan,16,5,0,31.2,31.2,1.67,0,0,0,-,2,0.67,7,0,0,3,10.7,3,1,0,33.3,7
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,4,,加納麻美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,6,,足立留美,3,■,■,■,nan,nan,20,10,2,50.0,40.0,3.33,0,0,0,-,0,-,9,0,0,3,8.3,8,8,0,100.0,10
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,7,,川原恵,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,9,L,熊倉由美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,12,0,80.0,0
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,10,,金田智子,3,■,■,■,nan,nan,22,10,1,45.5,40.9,3.33,0,0,0,-,2,0.67,10,0,0,2,5.0,2,1,0,50.0,12
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,11,,山下祐美子,1,nan,nan,□,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,14,,鈴木洋美,3,■,■,■,nan,nan,31,16,4,51.6,38.7,5.33,0,0,0,-,1,0.33,9,0,0,3,8.3,20,15,0,75.0,17
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,16,,南井順子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,20,,松崎聖子,3,■,■,■,nan,nan,30,9,3,30.0,20.0,3.00,0,0,0,-,1,0.33,19,0,0,6,7.9,1,0,0,0.0,10
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,21,,本間江梨,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,0,0,0.0,0,0,0,-,0
2000-01-08,イトーヨーカドープリオール,日立リヴァーレ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,122,52,10,42.6,34.4,17.33,0,0,0,-,10,3.33,74,1,0,21,8.2,49,37,0,75.5,63
