月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,ウルフドッグス名古屋,12,,高松卓矢,6,2,2,2,0,0,51,33,1,64.7,62.7,5.5,12,8,0,66.7,3,0.5,21,0,5,7,2.4,31,17,8,67.7
11,ウルフドッグス名古屋,12,,高松卓矢,29,8,8,8,5,0,220,97,10,44.1,39.5,3.3,42,16,1,38.1,7,0.2,116,5,21,34,7.1,107,50,19,55.6
12,ウルフドッグス名古屋,12,,高松卓矢,21,6,5,5,3,2,161,78,4,48.4,46.0,3.7,38,17,0,44.7,0,0.0,74,3,17,16,3.7,103,37,27,49.0
01,ウルフドッグス名古屋,12,,高松卓矢,17,4,4,4,3,2,135,64,6,47.4,43.0,3.8,32,16,2,50.0,4,0.2,64,3,12,14,5.5,70,31,17,56.4
02,ウルフドッグス名古屋,12,,高松卓矢,19,5,5,5,2,2,188,82,4,43.6,41.5,4.3,30,19,1,63.3,3,0.2,63,4,11,19,9.5,69,22,18,44.9
