月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,ウルフドッグス名古屋,1,,山田脩造,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
11,ウルフドッグス名古屋,1,,山田脩造,5,0,0,0,0,0,11,5,0,45.5,45.5,1.0,2,1,0,50.0,1,0.2,8,0,3,2,-3.1,9,5,3,72.2
12,ウルフドッグス名古屋,1,,山田脩造,7,0,1,1,1,0,20,9,3,45.0,30.0,1.3,1,0,0,0.0,0,0.0,9,0,2,0,-5.6,26,6,8,38.5
01,ウルフドッグス名古屋,1,,山田脩造,9,2,2,1,2,0,59,31,2,52.5,49.2,3.4,14,8,0,57.1,1,0.1,26,0,2,4,1.9,23,5,7,37.0
02,ウルフドッグス名古屋,1,,山田脩造,22,5,5,5,4,2,126,55,8,43.7,37.3,2.5,19,8,2,42.1,4,0.2,91,6,14,21,8.5,184,80,52,57.6
