名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
イエリズバシャ,NECレッドロケッツ,3,78,622,245,51,39.4,31.2,103,36,7,37,241,11,17,65,12,8,0,293,35.0,3.1,0.5,9.5,66.7
カナニダニエルソン,トヨタ車体クインシーズ,23,69,831,281,43,33.8,28.6,126,43,6,12,206,5,17,47,110,67,0,298,34.1,4.1,0.2,6.1,60.9
パオリーニローレン,日立リヴァーレ,7,82,651,347,31,53.3,48.5,1,0,0,50,248,11,30,81,23,17,0,408,0.0,4.2,0.6,9.6,73.9
マーフィーケリー,埼玉上尾メディックス,15,80,1151,424,66,36.8,31.1,380,127,34,19,325,21,20,125,8,7,0,464,33.4,5.3,0.2,14.5,87.5
ミアイエルコフ,デンソーエアリービーズ,88,80,1337,512,92,38.3,31.4,275,91,32,22,271,12,28,88,164,101,0,546,33.1,6.4,0.3,10.0,61.6
ミハイロビッチブランキツァ,久光製薬スプリングス,9,10,91,35,5,38.5,33.0,17,7,1,5,23,3,6,9,1,1,0,43,41.2,3.5,0.5,16.3,100.0
三浦茉実,埼玉上尾メディックス,9,25,17,5,0,29.4,29.4,0,0,0,5,25,0,0,7,3,2,0,10,,0.2,0.2,7.0,66.7
上野香織,NECレッドロケッツ,15,49,185,68,13,36.8,29.7,23,8,3,13,146,4,19,36,18,12,0,85,34.8,1.4,0.3,5.7,66.7
下平夏奈,東レアローズ,12,16,0,0,0,,,0,0,0,0,16,0,1,3,0,0,0,0,,0.0,0.0,3.1,
中大路絢野,久光製薬スプリングス,24,13,5,3,0,60.0,60.0,0,0,0,0,40,0,2,14,1,0,0,3,,0.2,0.0,7.5,0.0
中村かおり,トヨタ車体クインシーズ,3,53,0,0,0,,,0,0,0,0,22,1,4,4,161,119,0,1,,0.0,0.0,4.5,73.9
中道瞳,東レアローズ,1,63,13,5,0,38.5,38.5,0,0,0,1,171,1,6,35,2,0,0,7,,0.1,0.0,4.8,0.0
丸元美緒,デンソーエアリービーズ,18,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
丸山亜季,岡山シーガルズ,20,77,0,0,0,,,0,0,0,0,0,0,0,0,270,188,0,0,,0.0,0.0,,69.6
丸山裕子,埼玉上尾メディックス,20,74,307,107,18,34.9,29.0,2,1,0,49,195,2,14,49,13,8,0,158,50.0,1.4,0.7,5.5,61.5
二見梓,東レアローズ,10,66,211,82,8,38.9,35.1,0,0,0,23,186,1,20,51,21,11,0,106,,1.2,0.3,4.7,52.4
井上奈々朱,日立リヴァーレ,3,40,96,50,7,52.1,44.8,0,0,0,18,96,4,21,27,5,2,0,72,,1.2,0.4,5.7,40.0
井上香織,デンソーエアリービーズ,8,80,263,89,12,33.8,29.3,0,0,0,43,200,1,23,28,20,15,0,133,,1.1,0.5,1.1,75.0
今野加奈子,岡山シーガルズ,3,15,58,16,1,27.6,25.9,1,0,0,1,25,0,3,8,36,10,0,17,0.0,1.1,0.1,5.0,27.8
伊藤望,東レアローズ,15,80,440,170,24,38.6,33.2,0,0,0,22,260,8,21,89,5,5,0,200,,2.1,0.3,9.6,100.0
伊関悠,日立リヴァーレ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木美麗,日立リヴァーレ,14,69,746,231,50,31.0,24.3,107,30,10,15,223,4,29,69,264,163,0,250,28.0,3.3,0.2,6.3,61.7
佐々木萌,岡山シーガルズ,7,76,942,276,32,29.3,25.9,13,1,1,19,263,7,4,63,510,319,0,302,7.7,3.6,0.2,8.3,62.5
佐川奈美,NECレッドロケッツ,18,47,126,45,6,35.7,31.0,0,0,0,4,77,1,9,22,11,9,0,50,,1.0,0.1,5.5,81.8
佐藤あり紗,日立リヴァーレ,5,75,0,0,0,,,0,0,0,0,0,0,0,0,343,231,0,0,,0.0,0.0,,67.3
佐藤澪,トヨタ車体クインシーズ,15,52,0,0,0,,,0,0,0,0,0,0,0,0,171,105,0,0,,0.0,0.0,,61.4
佐藤美弥,日立リヴァーレ,8,80,42,20,0,47.6,47.6,0,0,0,23,255,10,16,66,0,0,0,53,,0.2,0.3,8.8,
佐野優子,デンソーエアリービーズ,10,80,0,0,0,,,0,0,0,0,0,0,0,0,356,248,0,0,,0.0,0.0,,69.7
八幡美樹,NECレッドロケッツ,1,1,3,1,0,33.3,33.3,0,0,0,0,2,0,0,1,0,0,0,1,,1.0,0.0,12.5,
内瀬戸真実,日立リヴァーレ,10,63,480,155,15,32.3,29.2,48,9,1,13,208,4,17,64,325,220,0,172,18.8,2.5,0.2,7.6,67.7
冨永こよみ,埼玉上尾メディックス,24,67,16,6,0,37.5,37.5,0,0,0,12,109,6,8,38,0,0,0,24,,0.1,0.2,12.4,
南波美紅,久光製薬スプリングス,17,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
卜部里菜,岡山シーガルズ,22,30,59,25,2,42.4,39.0,1,0,0,2,57,1,0,19,54,28,0,28,0.0,0.8,0.1,10.1,51.9
古藤千鶴,久光製薬スプリングス,2,74,35,17,0,48.6,48.6,0,0,0,8,295,1,5,109,1,0,0,26,,0.2,0.1,9.2,0.0
古賀紗理那,NECレッドロケッツ,21,5,21,7,0,33.3,33.3,1,0,0,2,7,0,0,5,24,17,0,9,0.0,1.4,0.4,17.9,70.8
吉丸夏菜枝,久光製薬スプリングス,16,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
吉村志穂,埼玉上尾メディックス,3,36,296,106,17,35.8,30.1,29,5,3,8,115,3,26,29,268,184,0,117,17.2,2.9,0.2,3.3,68.7
吉田みなみ,岡山シーガルズ,1,16,5,1,0,20.0,20.0,0,0,0,0,10,0,0,4,9,3,0,1,,0.1,0.0,10.0,33.3
和田麻里江,日立リヴァーレ,2,58,192,65,8,33.9,29.7,0,0,0,25,189,4,12,52,11,7,0,94,,1.1,0.4,7.4,63.6
土田望未,埼玉上尾メディックス,1,67,23,9,0,39.1,39.1,2,1,0,4,218,7,13,70,2,0,0,20,50.0,0.1,0.1,9.7,0.0
坂本奈々香,デンソーエアリービーズ,3,2,5,3,1,60.0,40.0,0,0,0,0,4,0,0,3,0,0,0,3,,1.5,0.0,18.8,
堀川真理,東レアローズ,9,24,86,28,6,32.6,25.6,10,3,1,3,11,0,1,4,4,4,0,31,30.0,1.2,0.1,6.8,100.0
堀江彩,デンソーエアリービーズ,16,41,0,0,0,,,0,0,0,0,62,2,6,22,0,0,0,2,,0.0,0.0,9.7,
大内志織,埼玉上尾メディックス,13,4,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
大升知春,岡山シーガルズ,25,3,8,2,1,25.0,12.5,0,0,0,0,1,0,0,1,1,1,0,2,,0.7,0.0,25.0,100.0
大室璃紗,埼玉上尾メディックス,23,8,0,0,0,,,0,0,0,0,6,1,1,0,26,18,0,1,,0.0,0.0,12.5,69.2
大宮里美,デンソーエアリービーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹里歩,デンソーエアリービーズ,12,77,448,168,20,37.5,33.0,3,1,0,42,215,4,17,62,7,3,0,214,33.3,2.2,0.5,7.1,42.9
大野果奈,NECレッドロケッツ,12,27,121,44,9,36.4,28.9,25,6,6,7,78,2,6,23,2,2,0,53,24.0,1.6,0.3,8.0,100.0
大野果歩,東レアローズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宇賀神みずき,岡山シーガルズ,5,9,0,0,0,,,0,0,0,0,9,0,1,2,0,0,0,0,,0.0,0.0,2.8,
宮下遥,岡山シーガルズ,14,77,39,20,1,51.3,48.7,2,1,0,20,300,2,11,96,5,2,0,42,50.0,0.3,0.3,7.8,40.0
家高七央子,NECレッドロケッツ,17,16,42,17,5,40.5,28.6,0,0,0,3,19,1,2,9,3,2,0,21,,1.1,0.2,14.5,66.7
小山綾菜,NECレッドロケッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,東レアローズ,5,76,0,0,0,,,0,0,0,0,0,0,0,0,368,265,0,0,,0.0,0.0,,72.0
小笹奈津子,埼玉上尾メディックス,17,3,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,1,1,0,1,,0.3,0.0,0.0,100.0
居村杏奈,岡山シーガルズ,12,2,1,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
山口かなめ,NECレッドロケッツ,5,61,34,18,1,52.9,50.0,2,1,1,9,193,7,19,56,0,0,0,34,50.0,0.3,0.1,8.4,
山口舞,岡山シーガルズ,2,69,412,185,12,44.9,42.0,1,0,0,26,183,2,11,28,7,4,0,213,0.0,2.7,0.4,3.4,57.1
山岸あかね,埼玉上尾メディックス,7,61,0,0,0,,,0,0,0,0,19,0,0,8,230,151,0,0,,0.0,0.0,10.5,65.7
山田侑樹,トヨタ車体クインシーズ,9,4,0,0,0,,,0,0,0,0,4,0,1,1,8,4,0,0,,0.0,0.0,0.0,50.0
山田真里,トヨタ車体クインシーズ,12,67,472,124,28,26.3,20.3,11,2,1,22,194,4,18,60,442,270,0,150,18.2,1.9,0.3,7.5,61.1
山田美花,デンソーエアリービーズ,13,28,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,0,,0.0,0.0,12.5,
岡本祥佳,埼玉上尾メディックス,10,10,4,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
岩坂名奈,久光製薬スプリングス,4,83,317,157,14,49.5,45.1,3,0,0,47,293,5,15,99,55,38,0,209,0.0,1.9,0.6,8.9,69.1
岩崎紗也加,NECレッドロケッツ,10,79,0,0,0,,,0,0,0,0,0,0,0,0,455,315,0,0,,0.0,0.0,,69.2
峯村沙紀,東レアローズ,6,38,36,15,4,41.7,30.6,0,0,0,2,52,2,5,16,59,32,0,19,,0.4,0.1,9.1,54.2
島村春世,NECレッドロケッツ,8,79,601,230,22,38.3,34.6,57,18,4,33,266,15,28,81,34,22,0,278,31.6,2.9,0.4,10.6,64.7
川島亜依美,岡山シーガルズ,28,63,237,91,5,38.4,36.3,0,0,0,25,179,5,13,69,5,3,0,121,,1.4,0.4,10.6,60.0
川島里華,トヨタ車体クインシーズ,8,45,370,112,17,30.3,25.7,2,1,0,6,115,3,12,29,129,61,0,121,50.0,2.5,0.1,6.3,47.3
川村小捺,日立リヴァーレ,15,28,22,10,2,45.5,36.4,0,0,0,0,1,0,0,0,0,0,0,10,,0.4,0.0,0.0,
川畑夏希,岡山シーガルズ,24,17,0,0,0,,,0,0,0,0,24,1,2,10,21,11,0,1,,0.0,0.0,12.5,52.4
川畑愛希,岡山シーガルズ,8,73,877,282,33,32.2,28.4,5,1,0,17,261,9,1,85,299,185,0,308,20.0,3.9,0.2,11.5,61.9
平松美有紀,トヨタ車体クインシーズ,5,77,442,157,22,35.5,30.5,1,0,0,25,185,1,18,50,12,6,0,183,0.0,2.0,0.3,4.9,50.0
庄司夕起,トヨタ車体クインシーズ,13,44,173,49,6,28.3,24.9,0,0,0,11,142,4,7,48,12,9,0,64,,1.1,0.2,10.0,75.0
座安琴希,久光製薬スプリングス,10,79,0,0,0,,,0,0,0,0,0,0,0,0,290,215,0,0,,0.0,0.0,,74.1
引地舞,日立リヴァーレ,6,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
志智真梨奈,トヨタ車体クインシーズ,19,33,41,10,1,24.4,22.0,3,2,0,0,48,0,2,13,42,26,0,10,66.7,0.3,0.0,5.7,61.9
戸江真奈,久光製薬スプリングス,18,32,0,0,0,,,0,0,0,0,46,0,1,12,17,8,0,0,,0.0,0.0,6.0,47.1
斎田杏,日立リヴァーレ,17,11,0,0,0,,,0,0,0,0,0,0,0,0,52,33,0,0,,0.0,0.0,,63.5
新鍋理沙,久光製薬スプリングス,3,81,793,246,50,31.0,24.7,44,10,3,23,338,8,41,90,455,340,0,277,22.7,3.0,0.3,6.0,74.7
日隈佑,トヨタ車体クインシーズ,7,16,1,0,0,0.0,0.0,0,0,0,0,21,0,1,2,0,0,0,0,,0.0,0.0,1.2,
木村沙織,東レアローズ,3,82,879,295,53,33.6,27.5,55,11,6,31,331,10,30,112,582,409,0,336,20.0,3.6,0.4,9.2,70.3
木村美里,東レアローズ,8,20,0,0,0,,,0,0,0,0,0,0,0,0,72,50,0,0,,0.0,0.0,,69.4
杉原若葉,東レアローズ,16,4,12,5,0,41.7,41.7,0,0,0,0,5,0,1,1,0,0,0,5,,1.2,0.0,0.0,
村田しおり,久光製薬スプリングス,13,25,68,21,3,30.9,26.5,1,0,0,4,65,1,5,25,57,43,0,26,0.0,0.8,0.2,9.2,75.4
東万純,岡山シーガルズ,23,18,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,0,,0.0,0.0,,50.0
東原枝里,日立リヴァーレ,16,6,11,7,0,63.6,63.6,0,0,0,0,15,1,6,5,0,0,0,8,,1.2,0.0,5.0,
東谷幸子,埼玉上尾メディックス,2,14,11,4,0,36.4,36.4,0,0,0,0,11,0,1,3,5,3,0,4,,0.3,0.0,4.5,60.0
松崎美歌,NECレッドロケッツ,14,4,7,3,1,42.9,28.6,0,0,0,0,0,0,0,0,2,2,0,3,,0.8,0.0,,100.0
柳田光綺,NECレッドロケッツ,19,44,226,89,14,39.4,33.2,27,11,4,7,70,3,9,23,27,14,0,99,40.7,2.0,0.2,9.3,51.9
栄絵里香,デンソーエアリービーズ,4,42,1,1,0,100.0,100.0,0,0,0,0,49,0,2,12,1,0,0,1,,0.0,0.0,5.1,0.0
栗原恵,日立リヴァーレ,11,67,634,185,39,29.2,23.0,76,15,6,18,237,7,14,70,145,86,0,210,19.7,2.8,0.3,8.9,59.3
森田結香,岡山シーガルズ,27,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
森谷史佳,久光製薬スプリングス,14,51,182,70,5,38.5,35.7,2,0,0,17,132,5,11,54,35,25,0,92,0.0,1.4,0.3,11.9,71.4
橋本涼加,デンソーエアリービーズ,14,21,41,10,2,24.4,19.5,0,0,0,7,20,0,1,7,1,0,0,17,,0.5,0.3,7.5,0.0
比金桃子,トヨタ車体クインシーズ,18,2,1,1,0,100.0,100.0,0,0,0,0,3,0,0,1,0,0,0,1,,0.5,0.0,8.3,
水田祐未,久光製薬スプリングス,5,31,141,57,6,40.4,36.2,0,0,0,12,85,0,3,29,13,7,0,69,,1.8,0.4,7.6,53.8
泉夏子,岡山シーガルズ,55,13,15,6,0,40.0,40.0,0,0,0,0,17,1,5,2,15,6,0,7,,0.5,0.0,1.5,40.0
泉岡未来,デンソーエアリービーズ,1,16,75,22,7,29.3,20.0,4,1,2,1,41,1,7,15,0,0,0,24,25.0,1.4,0.1,7.3,
浅津ゆうこ,岡山シーガルズ,6,75,620,226,25,36.5,32.4,46,11,5,14,221,4,4,57,273,145,0,244,23.9,3.0,0.2,7.8,53.1
渡邊久惠,日立リヴァーレ,9,11,58,13,1,22.4,20.7,9,1,0,0,27,1,3,9,38,20,0,14,11.1,1.2,0.0,9.3,52.6
熊本比奈,トヨタ車体クインシーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
熊谷桜子,岡山シーガルズ,15,23,2,1,0,50.0,50.0,0,0,0,0,28,1,2,10,1,1,0,2,,0.0,0.0,10.7,100.0
狩野舞子,久光製薬スプリングス,11,2,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
田代佳奈美,東レアローズ,7,75,20,10,0,50.0,50.0,1,0,0,9,139,3,12,52,2,1,0,22,0.0,0.1,0.1,9.4,50.0
白垣里紗,NECレッドロケッツ,9,79,749,263,31,35.1,31.0,94,32,8,26,233,5,19,82,369,202,0,294,34.0,3.3,0.3,8.9,54.7
皆本明日香,埼玉上尾メディックス,16,16,82,16,5,19.5,13.4,2,0,0,4,40,2,3,11,53,29,0,22,0.0,1.0,0.2,10.0,54.7
真柴咲紀,デンソーエアリービーズ,7,65,0,0,0,,,0,0,0,0,94,3,8,32,82,57,0,3,,0.0,0.0,9.6,69.5
石井優希,久光製薬スプリングス,6,77,762,276,37,36.2,31.4,72,20,5,34,256,7,20,78,602,385,0,317,27.8,3.6,0.4,8.4,64.0
石井里沙,デンソーエアリービーズ,5,80,562,151,34,26.9,20.8,13,3,1,18,259,7,10,93,588,363,0,176,23.1,1.9,0.2,10.7,61.7
石橋里紗,久光製薬スプリングス,23,33,43,17,0,39.5,39.5,0,0,0,0,57,2,9,21,4,3,0,19,,0.5,0.0,8.8,75.0
石田小枝,日立リヴァーレ,13,24,0,0,0,,,0,0,0,0,37,1,3,14,1,1,0,1,,0.0,0.0,10.1,100.0
