名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
秋山美幸,NECレッドロケッツ,7,54,11,8,0,72.7,72.7,0,0,0,5,102,1,4,22,0,0,0,14,,0.1,0.1,5.4,
竹内あか里,トヨタ車体クインシーズ,11,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
竹内彩,トヨタ車体クインシーズ,17,44,255,82,13,32.2,27.1,14,2,2,3,73,5,4,14,52,38,0,90,14.3,1.9,0.1,10.3,73.1
竹田江里,埼玉上尾メディックス,5,8,0,0,0,,,0,0,0,0,13,0,2,9,0,0,0,0,,0.0,0.0,13.5,
竹田沙希,トヨタ車体クインシーズ,1,73,675,212,31,31.4,26.8,17,1,1,22,220,2,3,80,517,356,0,236,5.9,2.9,0.3,9.7,68.9
筒井さやか,久光製薬スプリングス,20,80,0,0,0,,,0,0,0,0,0,0,0,0,36,26,0,0,,0.0,0.0,,72.2
細川絢加,日立リヴァーレ,1,30,8,7,0,87.5,87.5,0,0,0,0,20,0,0,5,2,0,0,7,,0.2,0.0,6.2,0.0
荒木夕貴,埼玉上尾メディックス,19,58,384,110,26,28.6,21.9,24,2,3,15,176,5,7,66,300,176,0,130,8.3,1.9,0.3,11.2,58.7
荒木絵里香,埼玉上尾メディックス,12,76,400,181,18,45.2,40.8,0,0,0,61,259,16,13,86,36,20,0,258,,2.4,0.8,13.2,55.6
藤原亜紀,トヨタ車体クインシーズ,14,26,153,51,13,33.3,24.8,18,7,1,4,41,1,1,12,39,23,0,56,38.9,2.0,0.2,9.1,59.0
藤本果歩,東レアローズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤田夏未,トヨタ車体クインシーズ,4,81,28,10,0,35.7,35.7,1,1,0,12,284,10,19,104,2,0,0,32,100.0,0.1,0.1,11.0,0.0
衛藤智美,トヨタ車体クインシーズ,6,67,225,85,12,37.8,32.4,1,0,0,18,198,8,7,60,4,2,0,111,0.0,1.3,0.3,10.7,50.0
西堀育実,トヨタ車体クインシーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
辺野喜未来,埼玉上尾メディックス,18,2,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
近江あかり,NECレッドロケッツ,6,79,575,201,33,35.0,29.2,40,11,3,23,307,4,20,81,543,398,0,228,27.5,2.5,0.3,6.3,73.3
近藤志歩,埼玉上尾メディックス,4,74,600,179,28,29.8,25.2,36,4,2,15,228,8,18,59,536,333,0,202,11.1,2.4,0.2,8.0,62.1
迫田さおり,東レアローズ,4,82,893,317,53,35.5,29.6,227,101,22,26,255,5,12,97,2,2,0,348,44.5,3.9,0.3,10.3,100.0
遠井萌仁,日立リヴァーレ,12,68,448,151,30,33.7,27.0,35,8,4,14,262,6,26,79,516,332,0,171,22.9,2.2,0.2,7.3,64.3
野本梨佳,久光製薬スプリングス,8,18,11,3,2,27.3,9.1,3,1,1,0,1,0,0,0,0,0,0,3,33.3,0.2,0.0,0.0,
野村明日香,東レアローズ,13,42,80,26,4,32.5,27.5,0,0,0,11,113,4,9,44,8,5,0,41,,0.6,0.3,11.3,62.5
金田修佳,岡山シーガルズ,18,20,93,29,6,31.2,24.7,1,0,0,1,36,0,1,11,47,27,0,30,0.0,1.4,0.0,6.9,57.4
鈴木裕子,デンソーエアリービーズ,6,79,32,9,2,28.1,21.9,0,0,0,8,206,2,10,41,2,0,0,19,,0.1,0.1,4.7,0.0
鍋谷友理枝,デンソーエアリービーズ,15,80,524,182,20,34.7,30.9,24,5,2,25,325,10,20,107,413,227,0,217,20.8,2.3,0.3,9.8,55.0
長岡望悠,久光製薬スプリングス,1,78,883,393,38,44.5,40.2,245,93,14,20,235,6,17,71,8,5,0,419,38.0,5.0,0.3,8.3,62.5
関李香,岡山シーガルズ,4,33,107,47,4,43.9,40.2,0,0,0,5,64,0,4,20,3,2,0,52,,1.4,0.2,6.2,66.7
関舞,埼玉上尾メディックス,8,43,0,0,0,,,0,0,0,0,8,0,1,1,150,110,0,0,,0.0,0.0,0.0,73.3
青柳京古,埼玉上尾メディックス,11,29,97,34,4,35.1,30.9,1,0,0,5,57,0,5,24,2,1,0,39,0.0,1.2,0.2,8.3,50.0
香野晶子,岡山シーガルズ,11,23,71,24,1,33.8,32.4,0,0,0,3,40,1,5,8,5,2,0,28,,1.0,0.1,4.4,40.0
高田ありさ,東レアローズ,2,81,684,240,50,35.1,27.8,8,0,0,19,251,2,27,75,527,347,0,261,0.0,3.0,0.2,5.6,65.8
高野由里加,岡山シーガルズ,21,3,6,2,0,33.3,33.3,0,0,0,0,3,0,0,2,1,1,0,2,,0.7,0.0,16.7,100.0
鳥越未玖,NECレッドロケッツ,13,69,0,0,0,,,0,0,0,0,61,0,8,19,125,84,0,0,,0.0,0.0,4.5,67.2
黒河亜紀,岡山シーガルズ,19,2,6,2,2,33.3,0.0,2,0,2,0,2,0,0,0,4,1,0,2,0.0,1.0,0.0,0.0,25.0
