月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,ブレス浜松,1,,熊本比奈,25,7,7,7,4,0,333,105,25,31.5,24.0,4.2,52,16,9,30.8,11,0.4,87,3,8,26,8.6,199,108,45,65.6
12,ブレス浜松,1,,熊本比奈,24,6,6,6,4,2,336,103,27,30.7,22.6,4.3,14,4,2,28.6,8,0.3,95,2,6,23,6.6,188,87,44,58.0
01,ブレス浜松,1,,熊本比奈,3,1,1,1,0,0,46,11,3,23.9,17.4,3.7,6,2,2,33.3,0,0.0,6,0,0,1,4.2,15,11,1,76.7
