試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,1,,山田脩造,1,■,nan,nan,nan,nan,5,1,0,20.0,20.0,1.00,0,0,0,-,0,-,6,0,1,3,12.5,8,3,0,37.5,1
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,2,,山近哲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,4,,内山正平,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,5,,前田一誠,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,6,,近裕崇,3,■,■,■,nan,nan,10,6,1,60.0,50.0,2.00,0,0,0,-,0,-,8,0,2,5,15.6,0,0,0,-,6
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,10,L,古賀幸一郎,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,13,0,65.0,0
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,11,,傳田亮太,3,■,■,■,nan,nan,10,4,1,40.0,30.0,1.33,0,0,0,-,2,0.67,12,1,3,3,14.6,0,0,0,-,7
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,12,,高松卓矢,3,■,■,■,nan,nan,13,4,1,30.8,23.1,1.33,1,0,0,0.0,0,-,6,0,4,0,0.0,12,5,0,41.7,4
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,13,,岡本秀明,2,nan,■,■,nan,nan,8,2,0,25.0,25.0,1.00,0,0,0,-,0,-,6,0,2,4,16.7,19,10,0,52.6,2
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,14,,椿山竜介,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,15,,オムルチェンイゴール,3,■,■,■,nan,nan,44,23,3,52.3,45.5,7.67,25,12,3,48.0,1,0.33,13,1,2,7,21.2,0,0,0,-,25
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,16,,黒澤雄介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,20,,川口太一,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,3,0,75.0,0
2017-03-11,03,豊田合成トレフェルサ,ジェイテクトSTINGS,21,L,細中久里寿,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,1,,カジースキマテイ,3,■,■,■,nan,nan,35,17,1,48.6,45.7,5.67,4,2,1,50.0,2,0.67,13,2,6,7,25.8,14,4,0,28.6,21
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,2,,金丸晃大,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,4,1.33,11,1,0,5,18.6,0,0,0,-,7
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,4,,古田史郎,3,□,□,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,5,,清野真一,3,■,■,■,nan,nan,15,6,0,40.0,40.0,2.00,8,3,0,37.5,1,0.33,21,1,3,10,15.7,0,0,0,-,8
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,6,,高橋慎治,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,7,,高橋和人,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,10,,松原広輔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,12,L,興梠亮,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,6,0,60.0,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,16,,久保山尚,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,9,0,1,3,8.3,0,0,0,-,1
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,17,L,本間隆太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,19,,浅野博亮,3,■,■,■,nan,nan,15,7,1,46.7,40.0,2.33,1,0,0,0.0,1,0.33,9,0,0,2,5.6,18,9,0,50.0,8
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,21,,廣瀬優希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,22,,柳澤広平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-11,03,ジェイテクトSTINGS,豊田合成トレフェルサ,23,,福山汰一,3,■,■,■,nan,nan,6,5,0,83.3,83.3,1.67,0,0,0,-,0,-,10,1,0,3,15.5,0,0,0,-,6
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,1,,山田脩造,3,■,■,■,nan,nan,12,4,2,33.3,16.7,1.33,0,0,0,-,0,-,12,1,2,6,19.2,21,14,0,66.7,5
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,2,,山近哲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,4,,内山正平,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,9,1,0,1,13.9,0,0,0,-,1
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,5,,前田一誠,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,6,,近裕崇,3,■,■,■,nan,nan,6,4,0,66.7,66.7,1.33,0,0,0,-,2,0.67,15,0,0,6,10.0,0,0,0,-,6
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,10,L,古賀幸一郎,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,8,0,47.1,0
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,11,,傳田亮太,3,■,■,■,nan,nan,5,4,0,80.0,80.0,1.33,0,0,0,-,3,1.00,8,0,2,2,6.2,0,0,0,-,7
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,12,,高松卓矢,3,■,■,■,nan,nan,13,7,1,53.8,46.2,2.33,0,0,0,-,1,0.33,14,0,3,7,12.5,9,7,0,77.8,8
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,13,,岡本秀明,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,0,0,0.0,0
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,14,,椿山竜介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2017-03-12,03,豊田合成トレフェルサ,ジェイテクトSTINGS,15,,オムルチェンイゴール,3,■,■,■,nan,nan,44,24,4,54.5,45.5,8.00,19,9,3,47.4,4,1.33,15,1,1,8,18.7,0,0,0,-,29
