名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐々木侑,PFUブルーキャッツ,15,28,54,510,224,36,43.9,36.9,57,15,10,29,225,9,14,73,260,148,0,26.3,4.15,0.54,10.6,56.9
佐藤史依,埼玉上尾メディックス,3,28,57,388,141,29,36.3,28.9,2,1,1,11,211,8,22,78,531,356,0,50.0,2.47,0.19,10.4,67.0
佐藤奈美,PFUブルーキャッツ,11,28,54,118,49,14,41.5,29.7,0,0,0,27,165,6,24,61,1,0,0,,0.91,0.5,9.2,0.0
佐藤理栄子,柏エンゼルクロス,12,28,49,353,108,33,30.6,21.2,0,0,0,5,170,6,14,55,245,159,0,,2.2,0.1,9.6,64.9
内藤絵莉香,四国Eighty8Queen,4,28,54,13,1,0,7.7,7.7,1,0,0,3,138,4,8,42,4,1,0,0.0,0.02,0.06,9.1,25.0
加藤純功,埼玉上尾メディックス,9,28,27,7,0,2,0.0,-28.6,0,0,0,4,5,1,1,0,0,0,0,,0.0,0.15,15.0,
北島愛,健祥会レッドハーツ,8,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
友安里恵,大野石油広島オイラーズ,6,28,33,0,0,0,,,0,0,0,0,49,2,6,11,16,11,0,,0.0,0.0,6.6,68.8
友松杏子,KUROBEアクアフェアリーズ,6,28,33,13,5,2,38.5,23.1,0,0,0,7,85,4,5,18,1,1,0,,0.15,0.21,8.5,100.0
古藤千鶴,PFUブルーキャッツ,12,28,54,172,73,7,42.4,38.4,4,0,0,25,235,9,8,99,4,0,0,0.0,1.35,0.46,13.5,0.0
吉井希予栄,柏エンゼルクロス,11,4,7,15,4,1,26.7,20.0,0,0,0,2,22,1,1,4,0,0,0,,0.57,0.29,8.0,
吉田彩乃,KUROBEアクアフェアリーズ,11,28,37,0,0,0,,,0,0,0,0,0,0,0,0,227,123,0,,0.0,0.0,,54.2
和田絵美子,埼玉上尾メディックス,12,28,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
坂田亜弥,三洋電機レッドソア,10,28,59,281,106,7,37.7,35.2,2,1,0,43,184,4,8,50,14,6,0,50.0,1.8,0.73,7.9,42.9
城戸浩子,健祥会レッドハーツ,2,28,58,381,169,25,44.4,37.8,25,8,3,12,238,17,33,45,213,133,0,32.0,2.91,0.21,8.4,62.4
堀川知恵,柏エンゼルクロス,14,4,11,49,24,4,49.0,40.8,0,0,0,1,19,0,5,5,1,1,0,,2.18,0.09,0.0,100.0
塚原佳代子,PFUブルーキャッツ,5,28,25,9,2,0,22.2,22.2,0,0,0,1,0,0,0,0,0,0,0,,0.08,0.04,,
増渕朱里,柏エンゼルクロス,1,4,5,6,2,0,33.3,33.3,0,0,0,0,12,0,1,3,0,0,0,,0.4,0.0,4.2,
大久保梨紗,PFUブルーキャッツ,3,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大槻めぐみ,四国Eighty8Queen,3,28,56,453,181,25,40.0,34.4,0,0,0,18,172,12,7,42,264,184,0,,3.23,0.32,12.1,69.7
大端みゆき,PFUブルーキャッツ,7,28,54,152,67,7,44.1,39.5,1,0,1,19,180,7,9,80,59,40,0,0.0,1.24,0.35,13.8,67.8
妹尾菜々子,大野石油広島オイラーズ,12,28,4,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,,0.0,0.0,4.2,
宮島裕奈,PFUブルーキャッツ,6,28,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
富永真美,埼玉上尾メディックス,15,28,18,47,15,0,31.9,31.9,1,0,0,2,63,3,3,21,0,0,0,0.0,0.83,0.11,11.9,
寺沢美香,三洋電機レッドソア,9,26,8,25,5,3,20.0,8.0,0,0,0,4,29,0,2,5,0,0,0,,0.62,0.5,2.6,
小原真美,大野石油広島オイラーズ,7,28,54,179,79,10,44.1,38.5,1,1,0,32,169,12,17,49,9,4,0,100.0,1.46,0.59,11.8,44.4
小受加代子,大野石油広島オイラーズ,2,28,54,611,242,28,39.6,35.0,1,0,0,18,181,16,31,57,285,209,0,0.0,4.48,0.33,12.4,73.3
小坂恵里,三洋電機レッドソア,7,28,32,0,0,0,,,0,0,0,0,0,0,0,0,44,24,0,,0.0,0.0,,54.5
山元瞳,三洋電機レッドソア,1,28,55,526,175,19,33.3,29.7,0,0,0,20,243,13,17,104,86,40,0,,3.18,0.36,14.3,46.5
山崎かおり,KUROBEアクアフェアリーズ,4,28,7,0,0,0,,,0,0,0,0,3,0,0,1,11,6,0,,0.0,0.0,8.3,54.5
山田友香,三洋電機レッドソア,5,3,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山田真里恵,PFUブルーキャッツ,10,28,31,36,9,5,25.0,11.1,1,0,1,2,62,3,5,17,44,21,0,0.0,0.29,0.06,9.7,47.7
岡夏美,四国Eighty8Queen,11,28,31,0,0,0,,,0,0,0,1,48,2,4,13,5,2,0,,0.0,0.03,8.9,40.0
岡村貴衣,柏エンゼルクロス,3,12,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
岩本理恵,健祥会レッドハーツ,4,28,32,141,43,5,30.5,27.0,0,0,0,5,86,0,9,36,36,22,0,,1.34,0.16,7.8,61.1
岳衡,柏エンゼルクロス,6,28,50,375,166,22,44.3,38.4,4,1,2,27,142,5,6,42,11,4,0,25.0,3.32,0.54,9.9,36.4
川村彩菜,埼玉上尾メディックス,8,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平山麻里,四国Eighty8Queen,9,28,56,276,116,13,42.0,37.3,0,0,0,23,196,8,11,54,3,1,0,,2.07,0.41,9.6,33.3
彦坂香奈,四国Eighty8Queen,5,28,42,10,6,0,60.0,60.0,0,0,0,3,51,3,1,20,0,0,0,,0.14,0.07,15.2,
播磨春香,KUROBEアクアフェアリーズ,1,28,32,8,4,0,50.0,50.0,0,0,0,5,92,4,2,28,0,0,0,,0.12,0.16,11.4,
日高愛,健祥会レッドハーツ,9,28,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
春川裕美,大野石油広島オイラーズ,8,28,54,232,93,20,40.1,31.5,0,0,0,14,197,9,4,59,7,3,0,,1.72,0.26,11.5,42.9
時長真菜,PFUブルーキャッツ,4,28,19,0,0,0,,,0,0,0,0,19,2,1,4,0,0,0,,0.0,0.0,14.5,
服部晃佳,柏エンゼルクロス,16,28,33,234,63,23,26.9,17.1,0,0,0,10,79,4,10,22,139,79,0,,1.91,0.3,8.9,56.8
木村雅世,四国Eighty8Queen,6,20,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
村上秀子,柏エンゼルクロス,7,28,43,310,111,25,35.8,27.7,0,0,0,4,92,1,11,28,222,132,0,,2.58,0.09,5.7,59.5
村上菜央,KUROBEアクアフェアリーズ,15,28,52,352,123,33,34.9,25.6,0,0,0,43,181,4,8,60,55,32,0,,2.37,0.83,9.4,58.2
松本茜,大野石油広島オイラーズ,14,28,7,0,0,0,,,0,0,0,0,15,1,0,5,5,2,0,,0.0,0.0,15.0,40.0
松田亜也,四国Eighty8Queen,12,28,40,88,28,9,31.8,21.6,0,0,0,2,77,0,2,22,120,68,0,,0.7,0.05,6.5,56.7
松田直子,健祥会レッドハーツ,11,28,58,0,0,0,,,0,0,0,0,0,0,0,0,324,240,0,,0.0,0.0,,74.1
林弘美,三洋電機レッドソア,3,26,51,262,92,22,35.1,26.7,0,0,0,26,190,2,1,57,4,2,0,,1.8,0.51,8.4,50.0
林蓉子,三洋電機レッドソア,14,28,54,0,0,0,,,0,0,0,0,0,0,0,0,297,219,0,,0.0,0.0,,73.7
桑実磨里,大野石油広島オイラーズ,1,28,54,97,33,4,34.0,29.9,2,0,0,24,203,4,3,49,3,2,0,0.0,0.61,0.44,7.6,66.7
森田亜衣,大野石油広島オイラーズ,9,28,54,412,137,25,33.3,27.2,0,0,0,14,171,6,7,55,334,200,0,,2.54,0.26,10.5,59.9
槌谷優,三洋電機レッドソア,11,28,59,345,152,24,44.1,37.1,0,0,0,10,182,5,4,77,330,228,0,,2.58,0.17,12.8,69.1
横江千秋,三洋電機レッドソア,15,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
橋爪夢乃,柏エンゼルクロス,8,18,12,0,0,0,,,0,0,0,0,14,0,0,2,3,0,0,,0.0,0.0,3.6,0.0
河合真希,PFUブルーキャッツ,9,28,51,324,131,42,40.4,27.5,17,4,2,19,170,19,39,51,134,68,0,23.5,2.57,0.37,12.9,50.7
浦辺真希,四国Eighty8Queen,2,28,53,514,176,48,34.2,24.9,23,3,4,13,199,20,27,59,446,311,0,13.0,3.32,0.25,14.1,69.7
渋谷桃子,柏エンゼルクロス,10,4,2,16,2,3,12.5,-6.2,0,0,0,0,4,0,0,2,0,0,0,,1.0,0.0,12.5,
熊谷更紗,KUROBEアクアフェアリーズ,12,28,22,0,0,0,,,0,0,0,0,0,0,0,0,92,57,0,,0.0,0.0,,62.0
玉川佳奈,大野石油広島オイラーズ,5,28,54,375,140,19,37.3,32.3,95,20,7,15,175,3,5,52,15,9,0,21.1,2.59,0.28,8.4,60.0
田中三奈未,KUROBEアクアフェアリーズ,2,4,0,2,0,0,0.0,0.0,0,0,0,0,7,0,1,4,0,0,0,,,,10.7,
田巻由貴子,健祥会レッドハーツ,7,28,40,103,35,7,34.0,27.2,0,0,0,11,130,1,5,26,2,1,0,,0.88,0.28,4.8,50.0
田部井千夏,柏エンゼルクロス,2,28,49,0,0,0,,,0,0,0,0,5,0,1,0,293,206,0,,0.0,0.0,-5.0,70.3
畑中宏美,三洋電機レッドソア,4,28,58,620,217,40,35.0,28.5,0,0,0,14,180,2,9,55,303,186,0,,3.74,0.24,7.5,61.4
皆川恵里,柏エンゼルクロス,4,28,48,31,13,2,41.9,35.5,2,0,2,8,150,12,8,45,1,0,0,0.0,0.27,0.17,14.2,0.0
石田はるか,KUROBEアクアフェアリーズ,3,28,13,30,10,3,33.3,23.3,0,0,0,0,11,0,2,3,3,1,0,,0.77,0.0,2.3,33.3
福原智美,健祥会レッドハーツ,14,28,1,3,1,0,33.3,33.3,0,0,0,0,2,0,1,0,0,0,0,,1.0,0.0,-12.5,
福田みつ子,埼玉上尾メディックス,11,28,57,378,174,14,46.0,42.3,0,0,0,25,186,8,17,37,2,1,0,,3.05,0.44,7.0,50.0
稲増優季恵,柏エンゼルクロス,9,28,42,100,32,2,32.0,30.0,0,0,0,1,124,5,8,32,110,69,0,,0.76,0.02,8.9,62.7
竹村留美,PFUブルーキャッツ,14,28,54,0,0,0,,,0,0,0,0,0,0,0,0,330,222,0,,0.0,0.0,,67.3
笠松真梨奈,四国Eighty8Queen,8,28,48,359,162,26,45.1,37.9,1,1,0,9,171,9,7,59,71,35,0,100.0,3.38,0.19,12.9,49.3
笹崎莉愛,四国Eighty8Queen,10,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
緒方麻美,埼玉上尾メディックス,2,28,57,18,7,0,38.9,38.9,0,0,0,5,191,8,11,59,1,0,0,,0.12,0.09,10.5,0.0
色摩知巳,KUROBEアクアフェアリーズ,5,25,43,234,75,20,32.1,23.5,1,0,0,10,120,8,8,30,161,91,0,0.0,1.74,0.23,11.2,56.5
萩生田弘美,健祥会レッドハーツ,6,28,58,27,15,1,55.6,51.9,0,0,0,7,197,8,5,61,0,0,0,,0.26,0.12,11.2,
葛原良子,柏エンゼルクロス,13,16,12,33,11,4,33.3,21.2,0,0,0,4,29,1,0,7,0,0,0,,0.92,0.33,9.5,
谷口由美恵,健祥会レッドハーツ,1,28,58,526,225,26,42.8,37.8,3,1,0,24,233,12,16,90,248,170,0,33.3,3.88,0.41,13.1,68.5
重光啓代,大野石油広島オイラーズ,22,28,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
長野友紀,健祥会レッドハーツ,12,28,56,487,199,30,40.9,34.7,2,0,0,10,211,5,8,71,253,158,0,0.0,3.55,0.18,9.8,62.5
関根和子,埼玉上尾メディックス,5,28,13,0,0,0,,,0,0,0,0,8,0,1,1,8,2,0,,0.0,0.0,0.0,25.0
関舞,埼玉上尾メディックス,16,25,52,0,0,0,,,0,0,0,0,0,0,0,0,403,285,0,,0.0,0.0,,70.7
阪根範栄,大野石油広島オイラーズ,11,28,54,0,0,0,,,0,0,0,0,0,0,0,0,358,247,0,,0.0,0.0,,69.0
餅田千佳,PFUブルーキャッツ,1,28,52,460,207,25,45.0,39.6,18,5,2,11,159,0,2,43,172,125,0,27.8,3.98,0.21,6.4,72.7
馬場雅子,柏エンゼルクロス,5,28,27,66,14,5,21.2,13.6,1,0,1,5,35,0,1,10,27,10,0,0.0,0.52,0.19,6.4,37.0
高崎由佳梨,KUROBEアクアフェアリーズ,10,28,52,349,121,26,34.7,27.2,4,1,0,23,169,6,3,41,129,63,0,25.0,2.33,0.44,9.2,48.8
高橋めぐみ,健祥会レッドハーツ,10,28,58,428,171,22,40.0,34.8,0,0,0,46,169,6,8,51,26,10,0,,2.95,0.79,9.9,38.5
黒川朝加,三洋電機レッドソア,13,28,39,16,4,1,25.0,18.8,0,0,0,0,114,2,4,37,0,0,0,,0.1,0.0,9.0,
齊木美香,埼玉上尾メディックス,6,28,47,64,19,5,29.7,21.9,0,0,0,27,202,11,19,59,5,4,0,,0.4,0.57,10.4,80.0
