名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
伊藤智美,2008-03,KUROBEアクアフェアリーズ,17,12,15,126,35,18,27.8,13.5,0,0,0,2,50,4,1,12,72,49,0,,2.33,0.13,13.5,68.1
伊藤睦美,2008-01,KUROBEアクアフェアリーズ,9,4,14,76,24,8,31.6,21.1,0,0,0,3,35,0,1,3,5,3,0,,1.71,0.21,1.4,60.0
伊藤睦美,2008-02,KUROBEアクアフェアリーズ,9,10,16,76,16,13,21.1,3.9,0,0,0,4,37,2,1,8,7,3,0,,1.0,0.25,10.1,42.9
伊藤睦美,2008-03,KUROBEアクアフェアリーズ,9,12,15,80,22,6,27.5,20.0,0,0,0,9,38,0,3,6,36,26,0,,1.47,0.6,2.0,72.2
佐々木侑,2008-01,PFUブルーキャッツ,15,4,14,114,52,6,45.6,40.4,18,5,2,10,64,0,3,22,55,33,0,27.8,3.71,0.71,7.4,60.0
佐々木侑,2008-02,PFUブルーキャッツ,15,12,24,228,92,21,40.4,31.1,23,7,7,12,97,5,5,35,135,81,0,30.4,3.83,0.5,12.9,60.0
佐々木侑,2008-03,PFUブルーキャッツ,15,12,16,168,80,9,47.6,42.3,16,3,1,7,64,4,6,16,70,34,0,18.8,5.0,0.44,10.2,48.6
佐藤史依,2008-01,埼玉上尾メディックス,3,4,15,75,28,6,37.3,29.3,1,1,0,6,44,2,8,12,115,77,0,100.0,1.87,0.4,6.8,67.0
佐藤史依,2008-02,埼玉上尾メディックス,3,12,25,187,67,10,35.8,30.5,1,0,1,3,94,3,8,32,262,168,0,0.0,2.68,0.12,9.6,64.1
佐藤史依,2008-03,埼玉上尾メディックス,3,12,17,126,46,13,36.5,26.2,0,0,0,2,73,3,6,34,154,111,0,,2.71,0.12,13.7,72.1
佐藤奈美,2008-01,PFUブルーキャッツ,11,4,14,31,18,2,58.1,51.6,0,0,0,7,43,1,7,16,0,0,0,,1.29,0.5,7.6,
佐藤奈美,2008-02,PFUブルーキャッツ,11,12,24,45,16,6,35.6,22.2,0,0,0,15,70,3,9,23,1,0,0,,0.67,0.62,9.3,0.0
佐藤奈美,2008-03,PFUブルーキャッツ,11,12,16,42,15,6,35.7,21.4,0,0,0,5,52,2,8,22,0,0,0,,0.94,0.31,10.6,
佐藤理栄子,2008-01,柏エンゼルクロス,12,4,11,62,20,5,32.3,24.2,0,0,0,0,31,2,5,7,46,31,0,,1.82,0.0,8.1,67.4
佐藤理栄子,2008-02,柏エンゼルクロス,12,12,23,180,55,21,30.6,18.9,0,0,0,2,83,3,6,35,142,88,0,,2.39,0.09,12.3,62.0
佐藤理栄子,2008-03,柏エンゼルクロス,12,12,15,111,33,7,29.7,23.4,0,0,0,3,56,1,3,13,57,40,0,,2.2,0.2,6.2,70.2
内藤絵莉香,2008-01,四国Eighty8Queen,4,4,16,7,1,0,14.3,14.3,1,0,0,2,38,0,4,10,1,0,0,0.0,0.06,0.12,3.9,0.0
内藤絵莉香,2008-02,四国Eighty8Queen,4,12,22,5,0,0,0.0,0.0,0,0,0,0,44,4,2,16,1,0,0,,0.0,0.0,17.0,0.0
内藤絵莉香,2008-03,四国Eighty8Queen,4,12,16,1,0,0,0.0,0.0,0,0,0,1,56,0,2,16,2,1,0,,0.0,0.06,6.2,50.0
加藤純功,2008-01,埼玉上尾メディックス,9,4,5,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.2,,
加藤純功,2008-02,埼玉上尾メディックス,9,12,12,2,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.08,,
加藤純功,2008-03,埼玉上尾メディックス,9,12,10,5,0,2,0.0,-40.0,0,0,0,2,5,1,1,0,0,0,0,,0.0,0.2,15.0,
北島愛,2008-01,健祥会レッドハーツ,8,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
北島愛,2008-02,健祥会レッドハーツ,8,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
北島愛,2008-03,健祥会レッドハーツ,8,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
友安里恵,2008-01,大野石油広島オイラーズ,6,4,13,0,0,0,,,0,0,0,0,18,0,3,3,7,5,0,,0.0,0.0,0.0,71.4
友安里恵,2008-02,大野石油広島オイラーズ,6,12,12,0,0,0,,,0,0,0,0,17,0,1,8,6,5,0,,0.0,0.0,10.3,83.3
友安里恵,2008-03,大野石油広島オイラーズ,6,12,8,0,0,0,,,0,0,0,0,14,2,2,0,3,1,0,,0.0,0.0,10.7,33.3
友松杏子,2008-01,KUROBEアクアフェアリーズ,6,4,6,0,0,0,,,0,0,0,0,6,1,1,0,0,0,0,,0.0,0.0,12.5,
友松杏子,2008-02,KUROBEアクアフェアリーズ,6,12,12,12,4,2,33.3,16.7,0,0,0,2,38,3,2,10,1,1,0,,0.33,0.17,13.2,100.0
友松杏子,2008-03,KUROBEアクアフェアリーズ,6,12,15,1,1,0,100.0,100.0,0,0,0,5,41,0,2,8,0,0,0,,0.07,0.33,3.7,
古藤千鶴,2008-01,PFUブルーキャッツ,12,4,14,47,21,2,44.7,40.4,1,0,0,8,67,1,4,23,1,0,0,0.0,1.5,0.57,8.6,0.0
古藤千鶴,2008-02,PFUブルーキャッツ,12,12,24,79,31,4,39.2,34.2,2,0,0,13,113,6,2,53,2,0,0,0.0,1.29,0.54,16.6,0.0
古藤千鶴,2008-03,PFUブルーキャッツ,12,12,16,46,21,1,45.7,43.5,1,0,0,4,55,2,2,23,1,0,0,0.0,1.31,0.25,13.2,0.0
吉井希予栄,2008-01,柏エンゼルクロス,11,4,7,15,4,1,26.7,20.0,0,0,0,2,22,1,1,4,0,0,0,,0.57,0.29,8.0,
吉田彩乃,2008-01,KUROBEアクアフェアリーズ,11,4,3,0,0,0,,,0,0,0,0,0,0,0,0,14,10,0,,0.0,0.0,,71.4
吉田彩乃,2008-02,KUROBEアクアフェアリーズ,11,12,19,0,0,0,,,0,0,0,0,0,0,0,0,109,54,0,,0.0,0.0,,49.5
吉田彩乃,2008-03,KUROBEアクアフェアリーズ,11,12,15,0,0,0,,,0,0,0,0,0,0,0,0,104,59,0,,0.0,0.0,,56.7
和田絵美子,2008-01,埼玉上尾メディックス,12,4,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
和田絵美子,2008-02,埼玉上尾メディックス,12,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
和田絵美子,2008-03,埼玉上尾メディックス,12,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂田亜弥,2008-01,三洋電機レッドソア,10,4,14,65,18,3,27.7,23.1,0,0,0,13,43,0,2,13,1,1,0,,1.29,0.93,6.4,100.0
坂田亜弥,2008-02,三洋電機レッドソア,10,12,28,120,51,2,42.5,40.8,2,1,0,17,75,4,4,23,3,1,0,50.0,1.82,0.61,11.7,33.3
坂田亜弥,2008-03,三洋電機レッドソア,10,12,17,96,37,2,38.5,36.5,0,0,0,13,66,0,2,14,10,4,0,,2.18,0.76,4.5,40.0
城戸浩子,2008-01,健祥会レッドハーツ,2,4,16,99,49,4,49.5,45.5,7,4,2,0,77,7,13,14,37,23,0,57.1,3.06,0.0,9.4,62.2
城戸浩子,2008-02,健祥会レッドハーツ,2,12,27,170,75,14,44.1,35.9,9,2,0,7,91,5,13,12,116,69,0,22.2,2.78,0.26,5.2,59.5
城戸浩子,2008-03,健祥会レッドハーツ,2,12,15,112,45,7,40.2,33.9,9,2,1,5,70,5,7,19,60,41,0,22.2,3.0,0.33,11.4,68.3
堀川知恵,2008-01,柏エンゼルクロス,14,4,11,49,24,4,49.0,40.8,0,0,0,1,19,0,5,5,1,1,0,,2.18,0.09,0.0,100.0
塚原佳代子,2008-01,PFUブルーキャッツ,5,4,10,7,2,0,28.6,28.6,0,0,0,1,0,0,0,0,0,0,0,,0.2,0.1,,
塚原佳代子,2008-02,PFUブルーキャッツ,5,12,8,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
塚原佳代子,2008-03,PFUブルーキャッツ,5,12,7,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
増渕朱里,2008-01,柏エンゼルクロス,1,4,5,6,2,0,33.3,33.3,0,0,0,0,12,0,1,3,0,0,0,,0.4,0.0,4.2,
大久保梨紗,2008-01,PFUブルーキャッツ,3,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大久保梨紗,2008-02,PFUブルーキャッツ,3,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大久保梨紗,2008-03,PFUブルーキャッツ,3,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大槻めぐみ,2008-01,四国Eighty8Queen,3,4,16,111,41,5,36.9,32.4,0,0,0,2,47,3,3,5,68,46,0,,2.56,0.12,7.4,67.6
大槻めぐみ,2008-02,四国Eighty8Queen,3,12,24,191,68,11,35.6,29.8,0,0,0,12,76,6,2,27,122,79,0,,2.83,0.5,16.1,64.8
大槻めぐみ,2008-03,四国Eighty8Queen,3,12,16,151,72,9,47.7,41.7,0,0,0,4,49,3,2,10,74,59,0,,4.5,0.25,10.2,79.7
大端みゆき,2008-01,PFUブルーキャッツ,7,4,14,39,17,1,43.6,41.0,0,0,0,10,46,1,1,20,19,15,0,,1.21,0.71,12.5,78.9
大端みゆき,2008-02,PFUブルーキャッツ,7,12,24,74,31,3,41.9,37.8,0,0,0,4,77,4,3,38,19,9,0,,1.29,0.17,16.6,47.4
大端みゆき,2008-03,PFUブルーキャッツ,7,12,16,39,19,3,48.7,41.0,1,0,1,5,57,2,5,22,21,16,0,0.0,1.19,0.31,11.0,76.2
妹尾菜々子,2008-01,大野石油広島オイラーズ,12,4,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
妹尾菜々子,2008-02,大野石油広島オイラーズ,12,12,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
妹尾菜々子,2008-03,大野石油広島オイラーズ,12,12,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
宮島裕奈,2008-01,PFUブルーキャッツ,6,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
宮島裕奈,2008-02,PFUブルーキャッツ,6,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
宮島裕奈,2008-03,PFUブルーキャッツ,6,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
富永真美,2008-01,埼玉上尾メディックス,15,4,4,10,2,0,20.0,20.0,1,0,0,1,23,1,0,8,0,0,0,0.0,0.5,0.25,13.0,
富永真美,2008-02,埼玉上尾メディックス,15,12,5,7,3,0,42.9,42.9,0,0,0,0,8,0,1,3,0,0,0,,0.6,0.0,6.2,
富永真美,2008-03,埼玉上尾メディックス,15,12,9,30,10,0,33.3,33.3,0,0,0,1,32,2,2,10,0,0,0,,1.11,0.11,12.5,
寺沢美香,2008-01,三洋電機レッドソア,9,2,8,25,5,3,20.0,8.0,0,0,0,4,29,0,2,5,0,0,0,,0.62,0.5,2.6,
寺沢美香,2008-02,三洋電機レッドソア,9,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
寺沢美香,2008-03,三洋電機レッドソア,9,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小原真美,2008-01,大野石油広島オイラーズ,7,4,17,50,21,3,42.0,36.0,1,1,0,11,49,4,8,10,2,1,0,100.0,1.24,0.65,9.2,50.0
小原真美,2008-02,大野石油広島オイラーズ,7,12,20,69,28,4,40.6,34.8,0,0,0,14,72,5,7,29,3,1,0,,1.4,0.7,14.6,33.3
小原真美,2008-03,大野石油広島オイラーズ,7,12,17,60,30,3,50.0,45.0,0,0,0,7,48,3,2,10,4,2,0,,1.76,0.41,10.4,50.0
小受加代子,2008-01,大野石油広島オイラーズ,2,4,17,194,77,6,39.7,36.6,0,0,0,6,54,4,9,18,105,82,0,,4.53,0.35,11.6,78.1
小受加代子,2008-02,大野石油広島オイラーズ,2,12,20,218,84,11,38.5,33.5,0,0,0,8,73,9,13,20,92,65,0,,4.2,0.4,14.7,70.7
小受加代子,2008-03,大野石油広島オイラーズ,2,12,17,199,81,11,40.7,35.2,1,0,0,4,54,3,9,19,88,62,0,0.0,4.76,0.24,10.2,70.5
小坂恵里,2008-01,三洋電機レッドソア,7,4,8,0,0,0,,,0,0,0,0,0,0,0,0,6,2,0,,0.0,0.0,,33.3
小坂恵里,2008-02,三洋電機レッドソア,7,12,9,0,0,0,,,0,0,0,0,0,0,0,0,6,4,0,,0.0,0.0,,66.7
小坂恵里,2008-03,三洋電機レッドソア,7,12,15,0,0,0,,,0,0,0,0,0,0,0,0,32,18,0,,0.0,0.0,,56.2
山元瞳,2008-01,三洋電機レッドソア,1,4,14,158,63,7,39.9,35.4,0,0,0,7,60,4,4,17,16,8,0,,4.5,0.5,12.1,50.0
山元瞳,2008-02,三洋電機レッドソア,1,12,24,213,64,9,30.0,25.8,0,0,0,4,92,5,7,43,45,22,0,,2.67,0.17,15.2,48.9
山元瞳,2008-03,三洋電機レッドソア,1,12,17,155,48,3,31.0,29.0,0,0,0,9,91,4,6,44,25,10,0,,2.82,0.53,14.8,40.0
山崎かおり,2008-01,KUROBEアクアフェアリーズ,4,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山崎かおり,2008-02,KUROBEアクアフェアリーズ,4,12,4,0,0,0,,,0,0,0,0,2,0,0,1,7,4,0,,0.0,0.0,12.5,57.1
山崎かおり,2008-03,KUROBEアクアフェアリーズ,4,12,3,0,0,0,,,0,0,0,0,1,0,0,0,4,2,0,,0.0,0.0,0.0,50.0
山田友香,2008-01,三洋電機レッドソア,5,3,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山田真里恵,2008-01,PFUブルーキャッツ,10,4,9,11,6,3,54.5,27.3,1,0,1,0,16,2,1,4,9,5,0,0.0,0.67,0.0,17.2,55.6
山田真里恵,2008-02,PFUブルーキャッツ,10,12,15,16,2,0,12.5,12.5,0,0,0,2,33,1,2,10,20,10,0,,0.13,0.13,9.1,50.0
山田真里恵,2008-03,PFUブルーキャッツ,10,12,7,9,1,2,11.1,-11.1,0,0,0,0,13,0,2,3,15,6,0,,0.14,0.0,1.9,40.0
岡夏美,2008-01,四国Eighty8Queen,11,4,2,0,0,0,,,0,0,0,0,2,0,0,0,1,0,0,,0.0,0.0,0.0,0.0
岡夏美,2008-02,四国Eighty8Queen,11,12,16,0,0,0,,,0,0,0,1,28,1,2,12,4,2,0,,0.0,0.06,12.5,50.0
岡夏美,2008-03,四国Eighty8Queen,11,12,13,0,0,0,,,0,0,0,0,18,1,2,1,0,0,0,,0.0,0.0,4.2,
岡村貴衣,2008-03,柏エンゼルクロス,3,12,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
岩本理恵,2008-01,健祥会レッドハーツ,4,4,10,30,9,3,30.0,20.0,0,0,0,1,29,0,2,14,3,0,0,,0.9,0.1,10.3,0.0
岩本理恵,2008-02,健祥会レッドハーツ,4,12,13,34,11,0,32.4,32.4,0,0,0,2,37,0,7,16,2,2,0,,0.85,0.15,6.1,100.0
岩本理恵,2008-03,健祥会レッドハーツ,4,12,9,77,23,2,29.9,27.3,0,0,0,2,20,0,0,6,31,20,0,,2.56,0.22,7.5,64.5
岳衡,2008-01,柏エンゼルクロス,6,4,12,61,24,4,39.3,32.8,0,0,0,2,24,1,1,10,3,0,0,,2.0,0.17,13.5,0.0
岳衡,2008-02,柏エンゼルクロス,6,12,23,181,80,9,44.2,39.2,0,0,0,15,69,2,4,20,4,2,0,,3.48,0.65,8.7,50.0
岳衡,2008-03,柏エンゼルクロス,6,12,15,133,62,9,46.6,39.8,4,1,2,10,49,2,1,12,4,2,0,25.0,4.13,0.67,9.7,50.0
川村彩菜,2008-01,埼玉上尾メディックス,8,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川村彩菜,2008-02,埼玉上尾メディックス,8,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川村彩菜,2008-03,埼玉上尾メディックス,8,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平山麻里,2008-01,四国Eighty8Queen,9,4,16,83,25,3,30.1,26.5,0,0,0,5,41,1,0,6,0,0,0,,1.56,0.31,6.1,
平山麻里,2008-02,四国Eighty8Queen,9,12,24,108,50,7,46.3,39.8,0,0,0,9,93,2,5,31,3,1,0,,2.08,0.38,9.1,33.3
平山麻里,2008-03,四国Eighty8Queen,9,12,16,85,41,3,48.2,44.7,0,0,0,9,62,5,6,17,0,0,0,,2.56,0.56,12.5,
彦坂香奈,2008-01,四国Eighty8Queen,5,4,11,2,1,0,50.0,50.0,0,0,0,0,13,1,0,4,0,0,0,,0.09,0.0,15.4,
彦坂香奈,2008-02,四国Eighty8Queen,5,12,20,5,4,0,80.0,80.0,0,0,0,3,33,1,1,16,0,0,0,,0.2,0.15,14.4,
彦坂香奈,2008-03,四国Eighty8Queen,5,12,11,3,1,0,33.3,33.3,0,0,0,0,5,1,0,0,0,0,0,,0.09,0.0,20.0,
播磨春香,2008-01,KUROBEアクアフェアリーズ,1,4,14,3,1,0,33.3,33.3,0,0,0,2,39,1,2,8,0,0,0,,0.07,0.14,6.4,
播磨春香,2008-02,KUROBEアクアフェアリーズ,1,12,17,3,3,0,100.0,100.0,0,0,0,3,51,3,0,19,0,0,0,,0.18,0.18,15.2,
播磨春香,2008-03,KUROBEアクアフェアリーズ,1,12,1,2,0,0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
日高愛,2008-01,健祥会レッドハーツ,9,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
日高愛,2008-02,健祥会レッドハーツ,9,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
日高愛,2008-03,健祥会レッドハーツ,9,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
春川裕美,2008-01,大野石油広島オイラーズ,8,4,17,55,21,6,38.2,27.3,0,0,0,4,60,4,4,13,4,2,0,,1.24,0.24,10.4,50.0
春川裕美,2008-02,大野石油広島オイラーズ,8,12,20,90,41,5,45.6,40.0,0,0,0,7,74,1,0,24,2,1,0,,2.05,0.35,9.5,50.0
春川裕美,2008-03,大野石油広島オイラーズ,8,12,17,87,31,9,35.6,25.3,0,0,0,3,63,4,0,22,1,0,0,,1.82,0.18,15.1,0.0
時長真菜,2008-01,PFUブルーキャッツ,4,4,4,0,0,0,,,0,0,0,0,3,1,0,1,0,0,0,,0.0,0.0,41.7,
時長真菜,2008-02,PFUブルーキャッツ,4,12,7,0,0,0,,,0,0,0,0,6,0,1,3,0,0,0,,0.0,0.0,8.3,
時長真菜,2008-03,PFUブルーキャッツ,4,12,8,0,0,0,,,0,0,0,0,10,1,0,0,0,0,0,,0.0,0.0,10.0,
服部晃佳,2008-01,柏エンゼルクロス,16,4,12,71,21,11,29.6,14.1,0,0,0,2,35,2,5,8,72,41,0,,1.75,0.17,7.9,56.9
服部晃佳,2008-02,柏エンゼルクロス,16,12,15,125,35,10,28.0,20.0,0,0,0,8,31,2,5,10,48,27,0,,2.33,0.53,10.5,56.2
服部晃佳,2008-03,柏エンゼルクロス,16,12,6,38,7,2,18.4,13.2,0,0,0,0,13,0,0,4,19,11,0,,1.17,0.0,7.7,57.9
木村雅世,2008-01,四国Eighty8Queen,6,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村雅世,2008-02,四国Eighty8Queen,6,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村雅世,2008-03,四国Eighty8Queen,6,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
村上秀子,2008-01,柏エンゼルクロス,7,4,12,89,22,14,24.7,9.0,0,0,0,3,36,0,3,17,56,35,0,,1.83,0.25,9.7,62.5
村上秀子,2008-02,柏エンゼルクロス,7,12,16,98,41,7,41.8,34.7,0,0,0,0,31,0,4,7,81,44,0,,2.56,0.0,2.4,54.3
村上秀子,2008-03,柏エンゼルクロス,7,12,15,123,48,4,39.0,35.8,0,0,0,1,25,1,4,4,85,53,0,,3.2,0.07,4.0,62.4
村上菜央,2008-01,KUROBEアクアフェアリーズ,15,4,14,110,45,9,40.9,32.7,0,0,0,6,46,2,2,11,12,5,0,,3.21,0.43,9.2,41.7
村上菜央,2008-02,KUROBEアクアフェアリーズ,15,12,23,160,54,16,33.8,23.8,0,0,0,24,84,1,3,32,22,12,0,,2.35,1.04,9.8,54.5
村上菜央,2008-03,KUROBEアクアフェアリーズ,15,12,15,82,24,8,29.3,19.5,0,0,0,13,51,1,3,17,21,15,0,,1.6,0.87,8.8,71.4
松本茜,2008-01,大野石油広島オイラーズ,14,4,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
松本茜,2008-02,大野石油広島オイラーズ,14,12,5,0,0,0,,,0,0,0,0,12,1,0,4,5,2,0,,0.0,0.0,16.7,40.0
松本茜,2008-03,大野石油広島オイラーズ,14,12,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
