名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
シッティラックオヌマー,2014-11,JTマーヴェラス,6,33,11,113,46,7,40.7,34.5,22,6,2,5,42,4,8,13,0,0,0,27.3,4.18,0.45,12.5,
シッティラックオヌマー,2014-12,JTマーヴェラス,6,12,3,40,17,4,42.5,32.5,8,4,0,0,15,1,2,11,0,0,0,50.0,5.67,0.0,21.7,
シッティラックオヌマー,2015-01,JTマーヴェラス,6,5,16,163,73,9,44.8,39.3,38,11,2,5,72,5,11,26,1,0,0,28.9,4.56,0.31,12.2,0.0
シッティラックオヌマー,2015-02,JTマーヴェラス,6,12,20,213,90,15,42.3,35.2,51,14,1,7,89,8,7,41,1,1,0,27.5,4.5,0.35,18.5,100.0
シッティラックオヌマー,2015-03,JTマーヴェラス,6,9,11,112,54,12,48.2,37.5,33,10,3,7,52,2,9,23,1,0,0,30.3,4.91,0.64,10.6,0.0
ドリスジェニファー,2014-11,PFUブルーキャッツ,2,33,9,45,26,2,57.8,53.3,0,0,0,17,23,0,2,11,1,0,0,,2.89,1.89,9.8,0.0
ドリスジェニファー,2014-12,PFUブルーキャッツ,2,24,6,42,27,1,64.3,61.9,0,0,0,5,15,1,0,4,0,0,0,,4.5,0.83,13.3,
ドリスジェニファー,2015-01,PFUブルーキャッツ,2,5,17,146,81,2,55.5,54.1,0,0,0,13,41,0,0,15,0,0,0,,4.76,0.76,9.1,
ドリスジェニファー,2015-02,PFUブルーキャッツ,2,10,17,130,67,5,51.5,47.7,0,0,0,12,37,1,0,18,0,0,0,,3.94,0.71,14.9,
ドリスジェニファー,2015-03,PFUブルーキャッツ,2,9,10,48,27,0,56.2,56.2,0,0,0,10,31,1,0,15,0,0,0,,2.7,1.0,15.3,
三橋聡恵,2014-11,PFUブルーキャッツ,8,33,9,56,17,6,30.4,19.6,3,1,1,3,32,3,4,10,51,35,0,33.3,1.89,0.33,14.1,68.6
三橋聡恵,2014-12,PFUブルーキャッツ,8,24,6,59,21,2,35.6,32.2,3,0,0,5,25,0,2,6,31,16,0,0.0,3.5,0.83,4.0,51.6
三橋聡恵,2015-01,PFUブルーキャッツ,8,5,17,145,55,6,37.9,33.8,4,0,1,8,68,3,10,23,127,85,0,0.0,3.24,0.47,9.2,66.9
三橋聡恵,2015-02,PFUブルーキャッツ,8,10,17,147,54,10,36.7,29.9,5,1,1,10,67,4,11,16,89,58,0,20.0,3.18,0.59,7.8,65.2
三橋聡恵,2015-03,PFUブルーキャッツ,8,9,10,75,40,4,53.3,48.0,2,0,0,3,58,4,4,17,52,36,0,0.0,4.0,0.3,12.5,69.2
