試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2014-11-15,11,PFUブルーキャッツ,1,,川上真央,3,■,■,■,nan,nan,41,12,0,0.2926829268292683,0.2926829268292683,4.00,8,1,0,12.5,1,0.33,12,0,0,6,12.5,3,2,0,66.7
2014-11-15,11,PFUブルーキャッツ,2,,ドリスジェニファー,3,■,■,■,nan,nan,21,10,2,0.47619047619047616,0.38095238095238093,3.33,0,0,0,-,4,1.33,6,0,0,3,12.5,0,0,0,-
2014-11-15,11,PFUブルーキャッツ,3,,栗田琴恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2014-11-15,11,PFUブルーキャッツ,5,,札場多恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2014-11-15,11,PFUブルーキャッツ,6,,佐々木夏希,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,0,3,10.7,0,0,0,-
2014-11-15,11,PFUブルーキャッツ,7,,彌永衣利,3,■,■,■,nan,nan,22,9,0,0.4090909090909091,0.4090909090909091,3.00,0,0,0,-,1,0.33,10,0,1,5,12.5,13,5,0,38.5
2014-11-15,11,PFUブルーキャッツ,8,,三橋聡恵,3,■,■,■,nan,nan,21,4,2,0.19047619047619047,0.09523809523809523,1.33,0,0,0,-,2,0.67,10,1,0,3,17.5,15,8,0,53.3
2014-11-15,11,PFUブルーキャッツ,9,,松浦寛子,3,■,■,■,nan,nan,4,3,0,0.75,0.75,1.00,0,0,0,-,3,1.00,18,1,1,6,12.8,0,0,0,-
2014-11-15,11,PFUブルーキャッツ,10,,坂下麻衣子,1,nan,nan,□,nan,nan,3,2,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2014-11-15,11,PFUブルーキャッツ,11,,矢野美子,3,■,■,■,nan,nan,10,4,0,0.4,0.4,1.33,0,0,0,-,4,1.33,7,1,1,4,28.6,1,1,0,100.0
