試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,1,,渡邊徹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,2,L,米村尊,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,17,0,81.0,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,3,,松島真,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,3,0.75,15,0,2,3,5.0,0,0,0,-,4
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,4,,下町浩二,4,■,■,■,■,nan,14,9,0,64.3,64.3,2.25,0,0,0,-,2,0.50,9,0,1,2,5.6,1,0,0,0.0,11
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,5,,清水久雄,4,■,■,■,■,nan,10,3,0,30.0,30.0,0.75,1,0,0,0.0,0,-,20,2,1,3,13.8,32,23,0,71.9,5
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,6,,岩田晃祐,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,7,,野口将秀,4,■,■,■,■,nan,36,17,3,47.2,38.9,4.25,6,3,0,50.0,3,0.75,18,0,4,2,2.8,11,6,0,54.5,20
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,8,L,丹下雅行,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,9,,河田浩忠,4,■,■,■,■,nan,40,20,3,50.0,42.5,5.00,6,2,1,33.3,0,-,11,0,2,1,2.3,8,7,0,87.5,20
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,12,,古牧佑太,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,14,,久堀雄世,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,15,,山下博史,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,0,0.0,0,0,0,-,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,16,,小寺秀哉,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,17,,碩幸輝,4,■,■,■,■,nan,7,4,0,57.1,57.1,1.00,0,0,0,-,2,0.50,10,0,0,1,2.5,0,0,0,-,6
2016-02-14,奈良ドリーマーズ,兵庫デルフィーノ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,109,54,6,49.5,44.0,13.50,13,5,1,38.5,10,2.50,91,2,10,13,5.8,73,53,0,72.6,66
