試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,1,,渡邊徹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,2,L,米村尊,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,27,0,93.1,0
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,3,,松島真,5,■,■,■,■,■,4,3,0,75.0,75.0,0.60,0,0,0,-,4,0.80,18,0,2,3,4.2,0,0,0,-,7
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,4,,下町浩二,4,■,■,□,nan,■,8,3,1,37.5,25.0,0.75,0,0,0,-,2,0.50,2,0,0,1,12.5,0,0,0,-,5
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,5,,清水久雄,5,■,■,■,■,■,25,10,3,40.0,28.0,2.00,0,0,0,-,1,0.20,20,1,1,5,10.2,40,37,0,92.5,12
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,6,,岩田晃祐,5,■,■,■,■,■,16,7,2,43.8,31.2,1.40,0,0,0,-,1,0.20,14,0,3,3,5.4,22,14,0,63.6,8
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,7,,野口将秀,5,■,■,■,■,■,94,31,13,33.0,19.1,6.20,25,7,4,28.0,1,0.20,16,1,1,0,5.0,1,1,0,100.0,33
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,8,L,丹下雅行,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,12,,古牧佑太,5,□,□,■,■,□,6,2,0,33.3,33.3,0.40,0,0,0,-,0,-,7,1,1,0,14.3,0,0,0,-,3
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,14,,久堀雄世,5,■,■,■,■,■,15,7,1,46.7,40.0,1.40,0,0,0,-,4,0.80,17,0,1,4,5.9,1,1,0,100.0,11
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,15,,山下博史,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,5,0,1,2,10.0,0,0,0,-,0
2016-01-31,奈良ドリーマーズ,東京トヨペットグリーンスパークル,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,168,63,20,37.5,25.6,12.60,25,7,4,28.0,13,2.60,99,3,10,18,7.2,93,80,0,86.0,79
