名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アンジェルコチュク,豊田合成トレフェルサ,10,3,32,15,1,46.9,43.8,13,10,0,1,9,0,3,1,1,1,0,76.9,5.0,0.3,-5.6,100.0
エンダキエムブレイ,堺ブレイザーズ,7,3,40,22,4,55.0,45.0,18,11,1,0,14,1,1,5,0,0,0,61.1,7.3,0.0,14.3,
タヴァレスジョンパウロ,パナソニックパンサーズ,11,3,26,16,0,61.5,61.5,9,4,0,2,14,0,2,3,19,11,0,44.4,5.3,0.7,1.8,57.9
ボヨビッチデヤン,東レアローズ,12,3,23,18,0,78.3,78.3,8,7,0,1,9,0,2,2,0,0,0,87.5,6.0,0.3,0.0,
丸山祥二,豊田合成トレフェルサ,18,2,7,1,2,14.3,-14.3,0,0,0,0,4,0,1,0,0,0,0,,0.5,0.0,-6.2,
井上崇昭,豊田合成トレフェルサ,8,3,22,7,3,31.8,18.2,5,2,2,1,9,0,0,5,8,6,0,40.0,2.3,0.3,13.9,75.0
井上裕介,堺ブレイザーズ,2,3,0,0,0,,,0,0,0,0,0,0,0,0,17,11,0,,0.0,0.0,,64.7
今村駿,堺ブレイザーズ,19,3,1,1,0,100.0,100.0,0,0,0,0,15,0,4,4,0,0,0,,0.3,0.0,0.0,
今田祐介,東レアローズ,14,3,11,6,1,54.5,45.5,2,1,0,1,17,3,2,5,13,9,0,50.0,2.0,0.3,22.1,69.2
伊藤信博,堺ブレイザーズ,15,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
勝野裕士,東レアローズ,15,3,0,0,0,,,0,0,0,0,0,0,0,0,24,17,0,,0.0,0.0,,70.8
北島武,堺ブレイザーズ,4,3,21,8,1,38.1,33.3,2,2,0,2,9,0,3,2,31,24,0,100.0,2.7,0.7,-2.8,77.4
北川祐介,豊田合成トレフェルサ,2,3,12,6,2,50.0,33.3,0,0,0,0,7,0,0,0,3,3,0,,2.0,0.0,0.0,100.0
古田史郎,東レアローズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古賀幸一郎,豊田合成トレフェルサ,7,2,0,0,0,,,0,0,0,0,0,0,0,0,21,13,0,,0.0,0.0,,61.9
名田篤史,堺ブレイザーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂梨朋彦,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹貴久,パナソニックパンサーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大道大輔,堺ブレイザーズ,18,3,6,4,0,66.7,66.7,0,0,0,0,9,0,0,0,2,1,0,,1.3,0.0,0.0,50.0
宇佐美大輔,パナソニックパンサーズ,2,3,0,0,0,,,0,0,0,2,10,0,0,1,0,0,0,,0.0,0.7,2.5,
富松崇彰,東レアローズ,1,3,3,2,0,66.7,66.7,0,0,0,3,8,0,2,3,0,0,0,,0.7,1.0,3.1,
小糸敬夫,パナソニックパンサーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小西健太,パナソニックパンサーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本隆弘,パナソニックパンサーズ,5,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本秀明,豊田合成トレフェルサ,13,3,2,0,0,0.0,0.0,0,0,0,0,3,1,1,0,3,3,0,,0.0,0.0,25.0,100.0
川村慎二,パナソニックパンサーズ,8,3,0,0,0,,,0,0,0,0,5,0,1,1,0,0,0,,0.0,0.0,0.0,
川浦博昭,豊田合成トレフェルサ,9,1,1,1,0,100.0,100.0,0,0,0,0,3,0,0,0,0,0,0,,1.0,0.0,0.0,
木内学,堺ブレイザーズ,10,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
松本慶彦,堺ブレイザーズ,1,3,7,2,2,28.6,0.0,0,0,0,1,6,0,1,3,0,0,0,,0.7,0.3,8.3,
枩田優介,パナソニックパンサーズ,13,3,6,3,0,50.0,50.0,0,0,0,0,14,2,0,3,0,0,0,,1.0,0.0,19.6,
森佑之,豊田合成トレフェルサ,11,1,0,0,0,,,0,0,0,0,0,0,0,0,9,6,0,,0.0,0.0,,66.7
森田亜貴斗,パナソニックパンサーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
横田一義,堺ブレイザーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
永野健,パナソニックパンサーズ,17,3,0,0,0,,,0,0,0,0,0,0,0,0,15,12,0,,0.0,0.0,,80.0
河雲栄樹,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
清水邦広,パナソニックパンサーズ,1,3,26,14,4,53.8,38.5,14,8,1,2,13,0,3,4,1,1,0,57.1,4.7,0.7,1.9,100.0
白澤健児,パナソニックパンサーズ,6,3,8,3,1,37.5,25.0,0,0,0,4,5,0,0,1,0,0,0,,1.0,1.3,5.0,
盛重龍,豊田合成トレフェルサ,1,2,4,3,0,75.0,75.0,1,0,0,1,4,1,0,1,7,3,0,0.0,1.5,0.5,31.2,42.9
相澤寿,東レアローズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石島雄介,堺ブレイザーズ,3,3,17,6,2,35.3,23.5,4,1,1,2,12,1,2,3,19,12,0,25.0,2.0,0.7,10.4,63.2
福島政則,豊田合成トレフェルサ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福澤達哉,パナソニックパンサーズ,15,3,21,10,2,47.6,38.1,9,4,2,1,17,0,3,6,21,14,0,44.4,3.3,0.3,4.4,66.7
篠田歩,東レアローズ,17,3,9,6,0,66.7,66.7,0,0,0,4,13,1,1,4,0,0,0,,2.0,1.3,13.5,
米山裕太,東レアローズ,5,3,19,8,0,42.1,42.1,0,0,0,1,12,0,0,5,7,6,0,,2.7,0.3,10.4,85.7
西尾太作,堺ブレイザーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
角田辰徳,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷村孝,パナソニックパンサーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
越谷章,東レアローズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
近藤茂,東レアローズ,4,1,0,0,0,,,0,0,0,0,7,0,0,1,0,0,0,,0.0,0.0,3.6,
近裕崇,豊田合成トレフェルサ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
重村健太,豊田合成トレフェルサ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
金井修也,堺ブレイザーズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木悠二,東レアローズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
阿部裕太,東レアローズ,9,3,1,1,0,100.0,100.0,0,0,0,2,8,0,0,0,0,0,0,,0.3,0.7,0.0,
高橋和人,豊田合成トレフェルサ,15,2,8,2,2,25.0,0.0,3,1,2,0,3,0,0,1,14,8,0,33.3,1.0,0.0,8.3,57.1
高橋幸造,豊田合成トレフェルサ,21,3,1,1,0,100.0,100.0,0,0,0,1,10,0,2,3,0,0,0,,0.3,0.3,2.5,
