試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,1,,盛重龍,2,nan,□,■,nan,nan,4,3,0,75.0,75.0,1.50,1,0,0,0.0,1,0.50,4,1,0,1,31.2,7,3,0,42.9,5
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,2,,北川祐介,3,■,■,■,nan,nan,12,6,2,50.0,33.3,2.00,0,0,0,-,0,-,7,0,0,0,0.0,3,3,0,100.0,6
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,3,,重村健太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,5,,福島政則,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,6,,近裕崇,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,7,L,古賀幸一郎,2,●,●,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,13,0,61.9,0
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,8,,井上崇昭,3,■,■,■,nan,nan,22,7,3,31.8,18.2,2.33,5,2,2,40.0,1,0.33,9,0,0,5,13.9,8,6,0,75.0,8
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,9,,川浦博昭,1,■,nan,nan,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,1
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,10,,アンジェルコチュク,3,■,■,■,nan,nan,32,15,1,46.9,43.8,5.00,13,10,0,76.9,1,0.33,9,0,3,1,2.8,1,1,0,100.0,16
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,11,L,森佑之,1,nan,nan,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,6,0,66.7,0
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,13,,岡本秀明,3,□,□,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,3,1,1,0,26.7,3,3,0,100.0,1
2010-04-11,04,豊田合成トレフェルサ,東レアローズ,15,,高橋和人,2,■,■,nan,nan,nan,8,2,2,25.0,0.0,1.00,3,1,2,33.3,0,-,3,0,0,1,8.3,14,8,0,57.1,2
