名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カントルサンドロ,2002-12,パナソニックパンサーズ,22,48,16,125,63,13,50.4,40.0,23,13,3,6,67,8,15,21,87,61,0,77,56.5,3.94,0.38,14.2,70.1
カントルサンドロ,2003-01,パナソニックパンサーズ,22,7,29,203,117,12,57.6,51.7,35,15,6,7,112,9,22,44,124,101,0,133,42.9,4.03,0.24,12.9,81.5
カントルサンドロ,2003-02,パナソニックパンサーズ,22,16,33,279,127,23,45.5,37.3,59,30,4,8,127,14,20,57,164,117,0,149,50.8,3.85,0.24,18.3,71.3
カントルサンドロ,2003-03,パナソニックパンサーズ,22,3,5,34,20,3,58.8,50.0,12,7,1,3,21,2,2,7,15,12,0,25,58.3,4.0,0.6,15.5,80.0
サベリエフイリア,2002-12,JTサンダーズ,21,48,15,136,69,4,50.7,47.8,32,15,2,5,74,7,12,36,75,43,0,81,46.9,4.6,0.33,17.6,57.3
サベリエフイリア,2003-01,JTサンダーズ,21,7,25,237,133,15,56.1,49.8,70,35,6,8,102,6,15,46,141,104,0,147,50.0,5.32,0.32,13.5,73.8
サベリエフイリア,2003-02,JTサンダーズ,21,16,33,266,145,14,54.5,49.2,79,47,7,12,144,15,29,47,197,139,0,172,59.5,4.39,0.36,13.5,70.6
サベリエフイリア,2003-03,JTサンダーズ,21,3,5,38,25,4,65.8,55.3,4,3,0,4,12,1,1,6,27,20,0,30,75.0,5.0,0.8,18.8,74.1
ジルソンベルナルド,2002-12,サントリーサンバーズ,16,48,15,239,118,28,49.4,37.7,91,46,12,7,76,7,14,36,3,1,0,132,50.5,7.87,0.47,16.4,33.3
ジルソンベルナルド,2003-01,サントリーサンバーズ,16,7,28,346,174,43,50.3,37.9,158,84,24,7,130,20,30,45,4,1,0,201,53.2,6.21,0.25,18.3,25.0
ジルソンベルナルド,2003-02,サントリーサンバーズ,16,16,27,364,194,29,53.3,45.3,166,89,17,9,132,31,34,41,7,1,0,234,53.6,7.19,0.33,24.8,14.3
ジルソンベルナルド,2003-03,サントリーサンバーズ,16,6,8,127,60,19,47.2,32.3,44,24,8,2,31,5,11,12,3,2,0,67,54.5,7.5,0.25,16.9,66.7
フォーミンドミトリー,2002-12,東レアローズ,9,48,17,172,76,12,44.2,37.2,70,33,10,7,64,8,8,20,4,1,0,91,47.1,4.47,0.41,17.2,25.0
フォーミンドミトリー,2003-01,東レアローズ,9,4,11,123,56,9,45.5,38.2,54,30,1,11,45,3,3,20,1,0,0,70,55.6,5.09,1.0,16.1,0.0
フォーミンドミトリー,2003-02,東レアローズ,9,16,17,65,39,3,60.0,55.4,30,17,3,2,41,7,8,13,1,1,0,48,56.7,2.29,0.12,20.1,100.0
フォーミンドミトリー,2003-03,東レアローズ,9,3,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
フルタードブルーノ,2002-12,堺ブレイザーズ,18,48,14,157,84,16,53.5,43.3,65,37,8,12,50,4,17,14,40,21,0,100,56.9,6.0,0.86,6.5,52.5
フルタードブルーノ,2003-01,堺ブレイザーズ,18,7,30,369,182,61,49.3,32.8,160,78,25,13,106,15,29,36,5,1,0,210,48.8,6.07,0.43,15.8,20.0
フルタードブルーノ,2003-02,堺ブレイザーズ,18,16,26,283,153,32,54.1,42.8,125,68,20,5,83,9,25,21,6,1,0,167,54.4,5.88,0.19,9.6,16.7
ペレイラマックス,2002-12,豊田合成トレフェルサ,10,48,15,155,63,24,40.6,25.2,67,27,13,4,56,5,11,17,3,0,0,72,40.3,4.2,0.27,11.6,0.0
ペレイラマックス,2003-01,豊田合成トレフェルサ,10,7,27,342,163,34,47.7,37.7,156,77,19,7,120,25,24,29,0,0,0,195,49.4,6.04,0.26,21.9,
ペレイラマックス,2003-02,豊田合成トレフェルサ,10,16,28,318,142,33,44.7,34.3,152,73,21,11,104,13,26,34,2,0,0,166,48.0,5.07,0.39,14.4,0.0
ペレイラマックス,2003-03,豊田合成トレフェルサ,10,6,6,62,30,9,48.4,33.9,29,13,6,3,26,3,8,10,2,0,0,36,44.8,5.0,0.5,13.5,0.0
ロドリゲスアンデルソン,2002-12,NECブルーロケッツ,18,48,16,168,81,26,48.2,32.7,65,30,13,8,64,9,19,17,26,17,0,98,46.2,5.06,0.5,13.3,65.4
ロドリゲスアンデルソン,2003-01,NECブルーロケッツ,18,7,30,340,173,38,50.9,39.7,150,80,19,7,128,18,39,44,6,1,0,198,53.3,5.77,0.23,15.0,16.7
ロドリゲスアンデルソン,2003-02,NECブルーロケッツ,18,16,33,369,194,39,52.6,42.0,145,82,22,12,139,21,45,36,0,0,0,227,56.6,5.88,0.36,13.5,
ロドリゲスアンデルソン,2003-03,NECブルーロケッツ,18,6,6,77,37,13,48.1,31.2,31,19,5,1,23,2,8,6,2,1,0,40,61.3,6.17,0.17,6.5,50.0
上田剛史,2002-12,サントリーサンバーズ,14,12,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
上田芳裕,2002-12,サントリーサンバーズ,9,12,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
上田芳裕,2003-02,サントリーサンバーズ,9,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上野敦史,2003-01,豊田合成トレフェルサ,18,1,1,1,0,1,0.0,-100.0,1,0,1,0,0,0,0,0,3,2,0,0,0.0,0.0,0.0,,66.7
