試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2002-12-14,12,サントリーサンバーズ,2,,佐々木太一,4,■,■,■,■,nan,11,6,1,0.5454545454545454,0.45454545454545453,1.50,1,0,1,0.0,3,0.75,13,0,2,1,1.9,4,4,0,100.0
2002-12-14,12,サントリーサンバーズ,3,,坂本雄一郎,4,■,■,■,■,nan,6,3,0,0.5,0.5,0.75,0,0,0,-,1,0.25,6,0,1,0,0.0,1,1,0,100.0
2002-12-14,12,サントリーサンバーズ,4,,清水雅之,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,15,0,0,2,3.3,0,0,0,-
2002-12-14,12,サントリーサンバーズ,5,,小坂慎吾,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,1,0,2,18.6,0,0,0,-
2002-12-14,12,サントリーサンバーズ,6,,栗原圭介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2002-12-14,12,サントリーサンバーズ,8,,西田靖宏,2,nan,nan,□,■,nan,6,5,0,0.8333333333333334,0.8333333333333334,2.50,1,1,0,100.0,0,-,6,2,1,1,34.2,3,1,0,33.3
2002-12-14,12,サントリーサンバーズ,10,,荻野正二,3,■,■,■,nan,nan,9,2,0,0.2222222222222222,0.2222222222222222,0.67,0,0,0,-,1,0.33,8,1,1,2,16.2,20,14,0,70.0
2002-12-14,12,サントリーサンバーズ,11,L,津曲勝利,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,20,0,74.1
2002-12-14,12,サントリーサンバーズ,12,,木原丈裕,4,■,■,■,■,nan,22,10,2,0.45454545454545453,0.36363636363636365,2.50,5,2,1,40.0,1,0.25,15,0,4,3,5.0,21,13,0,61.9
2002-12-14,12,サントリーサンバーズ,15,,栗原功武,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2002-12-14,12,サントリーサンバーズ,16,,ジルソンベルナルド,4,■,■,■,■,nan,57,23,5,0.40350877192982454,0.3157894736842105,5.75,18,5,2,27.8,2,0.50,13,1,5,3,11.9,2,1,0,50.0
2002-12-14,12,サントリーサンバーズ,19,,桑田鎮典,3,□,□,□,nan,nan,2,1,0,0.5,0.5,0.33,0,0,0,-,0,-,1,0,1,0,0.0,5,3,0,60.0
2002-12-14,12,東レアローズ,1,,青山繁,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-
2002-12-14,12,東レアローズ,5,,笠原紀久,4,□,■,■,■,nan,20,11,1,0.55,0.5,2.75,0,0,0,-,1,0.25,18,1,1,5,12.5,8,4,0,50.0
2002-12-14,12,東レアローズ,6,,山口誠,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,1,0.25,14,0,0,0,0.0,0,0,0,-
2002-12-14,12,東レアローズ,7,,齋藤信治,4,■,■,■,■,nan,7,5,1,0.7142857142857143,0.5714285714285714,1.25,0,0,0,-,1,0.25,12,1,0,3,12.9,0,0,0,-
2002-12-14,12,東レアローズ,8,,泉川正幸,1,■,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,3,0,0,0,0.0,1,1,0,100.0
2002-12-14,12,東レアローズ,9,,フォーミンドミトリー,4,■,■,■,■,nan,35,17,2,0.4857142857142857,0.42857142857142855,4.25,14,7,2,50.0,1,0.25,14,2,1,4,20.0,0,0,0,-
2002-12-14,12,東レアローズ,10,,越谷章,4,■,■,■,■,nan,22,12,1,0.5454545454545454,0.5,3.00,1,1,0,100.0,4,1.00,15,3,6,2,22.0,29,21,0,72.4
2002-12-14,12,東レアローズ,11,,小林敦,4,■,■,■,■,nan,14,7,0,0.5,0.5,1.75,0,0,0,-,3,0.75,10,0,2,1,2.5,0,0,0,-
2002-12-14,12,東レアローズ,15,,清水喬嗣,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-
