名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐藤宝男,NECブルーロケッツ,1,2,12,4,2,33.3,16.7,0,0,0,1,7,0,1,1,14,5,0,5,,2.0,0.5,0.0,35.7
内冨寛法,JTサンダーズ,17,2,4,1,1,25.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,,0.5,0.0,0.0,
前田悟,JTサンダーズ,11,70,44,28,2,63.6,59.1,1,1,0,21,263,19,58,63,6,1,0,68,100.0,0.4,0.3,7.7,16.7
北川祐介,パナソニックパンサーズ,9,83,179,101,16,56.4,47.5,1,0,0,68,163,2,8,22,7,5,0,171,0.0,1.2,0.8,3.4,71.4
千葉進也,堺ブレイザーズ,6,69,270,114,27,42.2,32.2,50,23,3,14,251,15,29,64,325,197,0,143,46.0,1.7,0.2,9.5,60.6
南克幸,旭化成スパーキッズ,23,72,194,85,15,43.8,36.1,1,1,0,23,260,26,75,50,15,13,0,134,100.0,1.2,0.3,7.6,86.7
古田博幸,旭化成スパーキッズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
坂本雄一郎,サントリーサンバーズ,3,63,104,50,5,48.1,43.3,1,0,0,35,125,6,14,20,3,3,0,91,0.0,0.8,0.6,6.0,100.0
増成一志,堺ブレイザーズ,12,37,3,0,0,0.0,0.0,0,0,0,3,102,1,4,18,1,0,0,4,,0.0,0.1,4.4,0.0
増村雅尚,堺ブレイザーズ,3,33,40,23,2,57.5,52.5,10,5,0,3,21,2,4,3,0,0,0,28,50.0,0.7,0.1,8.3,
増野彰,堺ブレイザーズ,11,20,0,0,0,,,0,0,0,0,0,0,0,0,128,85,0,0,,0.0,0.0,,66.4
大久保茂和,堺ブレイザーズ,2,61,0,0,0,,,0,0,0,0,0,0,0,0,398,266,0,0,,0.0,0.0,,66.8
大坪史明,旭化成スパーキッズ,14,40,223,105,18,47.1,39.0,95,47,12,15,109,10,14,32,5,3,0,130,49.5,2.6,0.4,13.3,60.0
大村悟,NECブルーロケッツ,16,73,275,141,28,51.3,41.1,34,17,5,32,214,3,15,38,321,197,0,176,50.0,1.9,0.4,4.1,61.4
大森陽祐,NECブルーロケッツ,3,81,0,0,0,,,0,0,0,0,0,0,0,0,453,331,0,0,,0.0,0.0,,73.1
奥谷信彦,NECブルーロケッツ,20,33,6,3,2,50.0,16.7,1,0,1,0,46,3,6,12,3,2,0,6,0.0,0.1,0.0,9.8,66.7
宇佐美大輔,NECブルーロケッツ,8,84,40,23,1,57.5,55.0,0,0,0,40,305,14,85,90,5,1,0,77,,0.3,0.5,5.0,20.0
安原貴之,豊田合成トレフェルサ,13,54,2,1,0,50.0,50.0,2,1,0,0,82,6,12,24,0,0,0,7,50.0,0.0,0.0,11.0,
宮下雅寛,JTサンダーズ,1,69,159,86,7,54.1,49.7,1,1,0,28,294,19,46,90,8,4,0,133,100.0,1.2,0.4,10.2,50.0
小坂慎吾,サントリーサンバーズ,5,36,0,0,0,,,0,0,0,0,44,3,8,9,0,0,0,3,,0.0,0.0,7.4,
小川吉,サントリーサンバーズ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
小林敦,東レアローズ,11,79,213,117,12,54.9,49.3,0,0,0,42,246,9,22,59,2,1,0,168,,1.5,0.5,7.4,50.0
小森誠治,JTサンダーズ,15,3,0,0,0,,,0,0,0,0,0,0,0,0,34,19,0,0,,0.0,0.0,,55.9
小糸敬夫,パナソニックパンサーズ,6,85,0,0,0,,,0,0,0,0,0,0,0,0,571,389,0,0,,0.0,0.0,,68.1
小西健太,堺ブレイザーズ,0,34,57,26,3,45.6,40.4,0,0,0,17,104,3,15,22,3,2,0,46,,0.8,0.5,4.6,66.7
尾上健司,JTサンダーズ,20,76,160,88,8,55.0,50.0,0,0,0,74,226,2,8,21,7,5,0,164,,1.2,1.0,2.3,71.4
山中正博,旭化成スパーキッズ,4,55,433,198,37,45.7,37.2,155,65,19,10,204,8,32,52,7,5,0,216,41.9,3.6,0.2,6.4,71.4
山中秀晃,豊田合成トレフェルサ,5,31,5,3,0,60.0,60.0,0,0,0,1,88,1,5,8,0,0,0,5,,0.1,0.0,2.0,
山口誠,東レアローズ,6,78,14,7,1,50.0,42.9,2,0,0,18,313,7,14,67,4,2,0,32,0.0,0.1,0.2,6.5,50.0
山崎典行,旭化成スパーキッズ,2,12,5,1,1,20.0,0.0,0,0,0,1,28,1,2,7,1,1,0,3,,0.1,0.1,8.0,100.0
山本健之,JTサンダーズ,12,78,0,0,0,,,0,0,0,0,0,0,0,0,386,271,0,0,,0.0,0.0,,70.2
山本太二,東レアローズ,20,9,3,1,0,33.3,33.3,0,0,0,2,14,1,0,1,0,0,0,4,,0.1,0.2,8.9,
山本隆弘,パナソニックパンサーズ,5,83,699,314,92,44.9,31.8,319,145,50,25,337,43,100,117,28,8,0,382,45.5,3.8,0.3,14.0,28.6
山村宏太,サントリーサンバーズ,1,48,76,35,5,46.1,39.5,0,0,0,18,71,3,11,10,2,1,0,56,,0.7,0.4,3.9,50.0
山田博文,旭化成スパーキッズ,1,21,7,1,1,14.3,0.0,0,0,0,0,6,0,1,1,137,86,0,1,,0.0,0.0,0.0,62.8
岸本一馬,パナソニックパンサーズ,1,50,31,10,6,32.3,12.9,12,6,2,3,12,0,5,3,6,1,0,13,50.0,0.2,0.1,-4.2,16.7
島野俊一,豊田合成トレフェルサ,19,39,5,3,0,60.0,60.0,0,0,0,6,102,1,6,19,1,0,0,10,,0.1,0.2,4.2,0.0
川村慎二,パナソニックパンサーズ,8,85,312,136,26,43.6,35.3,13,6,1,14,362,31,54,115,439,285,0,181,46.2,1.6,0.2,12.8,64.9
川浦博昭,豊田合成トレフェルサ,9,76,186,95,5,51.1,48.4,1,0,0,53,192,6,29,43,11,8,0,154,0.0,1.2,0.7,4.9,72.7
市橋祐之,堺ブレイザーズ,5,59,15,8,2,53.3,40.0,0,0,0,9,211,6,15,41,5,0,0,23,,0.1,0.2,5.9,0.0
平野信孝,JTサンダーズ,2,24,103,47,11,45.6,35.0,30,16,1,2,58,4,3,16,23,15,0,53,53.3,2.0,0.1,12.5,65.2
徳元幸人,JTサンダーズ,8,78,321,134,26,41.7,33.6,9,1,1,25,271,4,8,27,487,374,0,163,11.1,1.7,0.3,3.2,76.8
掛川厚志,東レアローズ,21,26,0,0,0,,,0,0,0,0,0,0,0,0,229,147,0,0,,0.0,0.0,,64.2
服部亮二,豊田合成トレフェルサ,6,0,8,0,3,0.0,-37.5,0,0,0,1,16,0,1,4,2,2,0,1,,,inf,4.7,100.0
朝長孝介,豊田合成トレフェルサ,15,14,3,0,0,0.0,0.0,1,0,0,2,37,0,1,4,1,0,0,2,0.0,0.0,0.1,2.0,0.0
木下文博,豊田合成トレフェルサ,8,20,48,29,5,60.4,50.0,1,0,0,4,43,0,3,2,87,57,0,33,0.0,1.4,0.2,-0.6,65.5
木原丈裕,サントリーサンバーズ,12,74,263,120,22,45.6,37.3,27,8,5,18,273,8,31,54,406,236,0,146,29.6,1.6,0.2,5.0,58.1
木村正憲,パナソニックパンサーズ,15,3,4,3,0,75.0,75.0,1,0,0,0,5,0,0,1,11,10,0,3,0.0,1.0,0.0,5.0,90.9
末次志朗,旭化成スパーキッズ,10,47,97,54,1,55.7,54.6,0,0,0,12,66,1,3,1,5,3,0,67,,1.1,0.3,0.8,60.0
村上龍介,サントリーサンバーズ,13,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
栗原功武,サントリーサンバーズ,15,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗原圭介,サントリーサンバーズ,6,3,0,0,0,,,0,0,0,2,6,0,2,1,0,0,0,2,,0.0,0.7,-4.2,
桑田鎮典,サントリーサンバーズ,19,37,107,49,13,45.8,33.6,13,3,2,7,81,0,27,7,184,128,0,56,23.1,1.3,0.2,-6.2,69.6
沖隆夫,豊田合成トレフェルサ,2,8,11,3,2,27.3,9.1,7,2,1,0,16,3,7,3,0,0,0,6,28.6,0.4,0.0,12.5,
河野裕輔,JTサンダーズ,4,52,300,128,35,42.7,31.0,107,48,15,9,136,7,22,30,11,10,0,144,44.9,2.5,0.2,6.6,90.9
泉川正幸,東レアローズ,8,50,441,190,34,43.1,35.4,156,84,17,13,191,6,12,42,50,31,0,209,53.8,3.8,0.3,7.1,62.0
津曲勝利,サントリーサンバーズ,11,78,0,0,0,,,0,0,0,0,0,0,0,0,527,364,0,0,,0.0,0.0,,69.1
浅倉勇,パナソニックパンサーズ,3,41,46,23,3,50.0,43.5,2,1,0,3,61,0,23,13,45,24,0,26,50.0,0.6,0.1,-4.1,53.3
浅川敏,東レアローズ,18,53,0,0,0,,,0,0,0,0,0,0,0,0,407,304,0,0,,0.0,0.0,,74.7
浜口知良,東レアローズ,19,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
清水喬嗣,東レアローズ,15,59,1,1,0,100.0,100.0,0,0,0,5,1,0,0,0,0,0,0,6,,0.0,0.1,0.0,
清水雅之,サントリーサンバーズ,4,77,19,8,2,42.1,31.6,3,0,1,20,312,5,10,40,2,1,0,33,0.0,0.1,0.3,4.0,50.0
渡邉正堂,NECブルーロケッツ,11,12,24,16,1,66.7,62.5,0,0,0,5,25,1,3,3,0,0,0,22,,1.3,0.4,4.0,
渡邊友嗣,堺ブレイザーズ,7,61,250,124,26,49.6,39.2,31,11,5,12,203,11,35,42,383,271,0,147,35.5,2.0,0.2,6.3,70.8
澤畠雄一郎,堺ブレイザーズ,1,64,207,117,13,56.5,50.2,1,0,0,22,208,8,36,43,8,6,0,147,0.0,1.8,0.3,4.7,75.0
熊谷豪,旭化成スパーキッズ,6,68,7,5,0,71.4,71.4,0,0,0,5,199,6,23,24,5,0,0,16,,0.1,0.1,3.1,0.0
牛尾正和,パナソニックパンサーズ,10,39,8,6,0,75.0,75.0,2,2,0,2,76,5,9,13,0,0,0,13,100.0,0.2,0.1,7.9,
田辺修,東レアローズ,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
甲斐祐之,堺ブレイザーズ,10,40,164,65,20,39.6,27.4,38,15,9,15,151,11,25,36,189,121,0,91,39.5,1.6,0.4,9.1,64.0
盛重龍,豊田合成トレフェルサ,1,33,173,68,19,39.3,28.3,30,10,5,16,91,2,23,26,257,157,0,86,33.3,2.1,0.5,3.0,61.1
直弘龍治,JTサンダーズ,10,59,191,84,17,44.0,35.1,78,34,10,18,99,0,2,7,3,0,0,102,43.6,1.4,0.3,1.3,0.0
真鍋政義,パナソニックパンサーズ,18,75,41,27,1,65.9,63.4,0,0,0,10,241,4,10,48,3,0,0,41,,0.4,0.1,5.6,0.0
竹内実,NECブルーロケッツ,6,74,299,137,23,45.8,38.1,40,17,3,26,319,17,53,73,474,321,0,180,42.5,1.9,0.4,6.9,67.7
竹本勝匡,旭化成スパーキッズ,16,8,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
笠原紀久,東レアローズ,5,14,69,31,5,44.9,37.7,3,1,1,5,57,2,2,16,58,33,0,38,33.3,2.2,0.4,9.6,56.9
篠田歩,東レアローズ,17,8,2,1,0,50.0,50.0,0,0,0,2,3,0,2,0,0,0,0,3,,0.1,0.2,-16.7,
紫和昌修,パナソニックパンサーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
細川延由,NECブルーロケッツ,2,77,197,94,15,47.7,40.1,25,7,5,10,205,9,17,68,240,161,0,113,28.0,1.2,0.1,10.6,67.1
脇戸新之助,NECブルーロケッツ,9,2,0,0,0,,,0,0,0,0,7,0,0,1,0,0,0,0,,0.0,0.0,3.6,
臺光章,JTサンダーズ,6,43,0,0,0,,,0,0,0,1,65,1,4,11,1,0,0,2,,0.0,0.0,4.2,0.0
舩越健太郎,旭化成スパーキッズ,11,72,0,0,0,,,0,0,0,0,10,0,3,2,524,376,0,0,,0.0,0.0,-2.5,71.8
苅谷淳司,JTサンダーズ,3,36,58,29,3,50.0,44.8,0,0,0,13,97,3,22,24,1,1,0,45,,0.8,0.4,3.6,100.0
荻野正二,サントリーサンバーズ,10,61,189,79,17,41.8,32.8,18,4,2,14,217,8,16,40,335,227,0,101,22.2,1.3,0.2,6.5,67.8
菊地洋之,NECブルーロケッツ,7,85,161,92,11,57.1,50.3,0,0,0,45,195,0,9,25,2,2,0,137,,1.1,0.5,2.1,100.0
西澤吉邦,パナソニックパンサーズ,7,11,26,13,2,50.0,42.3,0,0,0,3,26,1,1,4,1,1,0,17,,1.2,0.3,6.7,100.0
西田靖宏,サントリーサンバーズ,8,53,16,7,4,43.8,18.8,4,1,3,1,76,10,22,18,9,1,0,18,25.0,0.1,0.0,11.8,11.1
諸隈直樹,豊田合成トレフェルサ,3,76,432,193,29,44.7,38.0,90,34,12,9,274,13,56,50,304,179,0,215,37.8,2.5,0.1,4.2,58.9
越谷章,東レアローズ,10,78,425,193,35,45.4,37.2,70,36,6,26,309,32,77,72,405,268,0,251,51.4,2.5,0.3,10.0,66.2
足立和弘,NECブルーロケッツ,17,2,9,3,0,33.3,33.3,1,0,0,1,8,0,0,2,11,8,0,4,0.0,1.5,0.5,6.2,72.7
金井修也,堺ブレイザーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木孝政,旭化成スパーキッズ,8,36,33,13,3,39.4,30.3,2,0,1,1,54,2,11,15,50,27,0,16,0.0,0.4,0.0,5.6,54.0
鈴木康晋,豊田合成トレフェルサ,16,45,40,11,2,27.5,22.5,0,0,0,15,98,0,4,11,1,0,0,26,,0.2,0.3,1.8,0.0
鈴木聡,東レアローズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鎌田修,NECブルーロケッツ,14,38,0,0,0,,,0,0,0,0,46,2,8,11,0,0,0,2,,0.0,0.0,6.0,
長屋裕,豊田合成トレフェルサ,11,73,0,0,0,,,0,0,0,0,0,0,0,0,515,370,0,0,,0.0,0.0,,71.8
阿南卓,サントリーサンバーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
青山晃,旭化成スパーキッズ,17,11,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
青山繁,東レアローズ,1,71,263,106,16,40.3,34.2,17,4,3,24,253,4,13,67,256,197,0,134,23.5,1.5,0.3,6.9,77.0
青木一平,NECブルーロケッツ,10,75,219,126,6,57.5,54.8,0,0,0,31,226,0,7,35,0,0,0,157,,1.7,0.4,3.1,
高杉洋平,東レアローズ,16,77,21,14,4,66.7,47.6,14,10,2,1,128,6,14,38,0,0,0,21,71.4,0.2,0.0,9.4,
高橋智則,旭化成スパーキッズ,5,77,461,215,34,46.6,39.3,74,37,9,27,267,16,54,78,259,168,0,258,50.0,2.8,0.4,8.2,64.9
鳥居聖史,豊田合成トレフェルサ,12,53,112,44,9,39.3,31.2,6,1,1,10,119,2,13,20,309,193,0,56,16.7,0.8,0.2,3.2,62.5
黒川敏彦,旭化成スパーキッズ,18,4,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
齋藤信治,東レアローズ,7,79,257,156,17,60.7,54.1,1,1,0,58,190,6,35,46,0,0,0,220,100.0,2.0,0.7,4.6,
