名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
今村直美,武富士バンブー,10,78,0,0,0,,,0,0,0,0,3,0,0,0,491,332,0,0,,0.0,0.0,0.0,67.6
今西郁瑠,トヨタ車体クインシーズ,2,101,931,315,89,33.8,24.3,30,11,7,23,263,12,58,58,371,240,0,350,36.7,3.12,0.23,4.6,64.7
今野加奈子,パイオニアレッドウィングス,8,3,6,3,1,50.0,33.3,3,1,1,0,6,0,0,0,0,0,0,3,33.3,1.0,0.0,0.0,
位田愛,JTマーヴェラス,15,92,208,58,10,27.9,23.1,1,0,0,11,181,10,5,46,286,197,0,79,0.0,0.63,0.12,11.2,68.9
佐々木みき,パイオニアレッドウィングス,0,80,526,173,29,32.9,27.4,58,17,7,21,174,0,7,31,279,199,0,194,29.3,2.16,0.26,3.4,71.3
佐藤絵美,トヨタ車体クインシーズ,6,4,1,1,0,100.0,100.0,0,0,0,0,2,0,0,0,0,0,0,1,,0.25,0.0,0.0,
佐藤美耶,東レアローズ,12,37,68,16,5,23.5,16.2,0,0,0,3,33,1,8,6,7,3,0,20,,0.43,0.08,1.5,42.9
佐野優子,久光製薬スプリングス,10,107,0,0,0,,,0,0,0,0,0,0,0,0,541,434,0,0,,0.0,0.0,,80.2
先野久美子,久光製薬スプリングス,4,104,547,253,19,46.3,42.8,0,0,0,62,360,11,15,111,6,4,0,326,,2.43,0.6,9.7,66.7
八田奈都己,トヨタ車体クインシーズ,11,108,0,0,0,,,0,0,0,0,0,0,0,0,430,295,0,0,,0.0,0.0,,68.6
内山みなみ,NECレッドロケッツ,12,39,15,4,0,26.7,26.7,0,0,0,1,55,3,9,16,62,33,0,8,,0.1,0.03,8.6,53.2
内田役子,パイオニアレッドウィングス,16,50,18,8,0,44.4,44.4,0,0,0,13,162,5,7,42,1,0,0,26,,0.16,0.26,8.5,0.0
内田暁子,NECレッドロケッツ,21,82,498,180,27,36.1,30.7,6,2,0,10,246,7,7,98,455,272,0,197,33.3,2.2,0.12,12.1,59.8
内藤香菜子,武富士バンブー,7,105,489,205,29,41.9,36.0,1,0,0,45,258,3,13,56,9,8,0,253,0.0,1.95,0.43,5.3,88.9
冨田寧寧,東レアローズ,4,38,119,51,4,42.9,39.5,0,0,0,12,74,2,5,15,1,0,0,65,,1.34,0.32,6.1,0.0
前田見奈子,トヨタ車体クインシーズ,7,23,38,15,3,39.5,31.6,0,0,0,6,72,1,5,16,2,2,0,22,,0.65,0.26,5.2,100.0
加藤千尋,JTマーヴェラス,17,14,11,2,0,18.2,18.2,0,0,0,4,13,0,3,3,0,0,0,6,,0.14,0.29,0.0,
南早希,パイオニアレッドウィングス,6,33,0,0,0,,,0,0,0,0,52,1,5,16,0,0,0,1,,0.0,0.0,7.2,
原田美樹,トヨタ車体クインシーズ,3,38,132,32,9,24.2,17.4,3,0,0,4,44,0,5,20,28,16,0,36,0.0,0.84,0.11,8.5,57.1
及川英香,トヨタ車体クインシーズ,17,112,394,161,22,40.9,35.3,1,0,0,42,306,11,15,76,10,8,0,214,0.0,1.44,0.38,8.6,80.0
吉澤智恵,武富士バンブー,1,99,674,274,48,40.7,33.5,27,3,5,15,331,7,14,86,297,209,0,296,11.1,2.77,0.15,7.6,70.4
吉田あい,久光製薬スプリングス,14,3,0,0,0,,,0,0,0,0,0,0,0,0,18,13,0,0,,0.0,0.0,,72.2
吉田みなみ,岡山シーガルズ,1,47,2,2,0,100.0,100.0,0,0,0,1,22,0,3,10,156,88,0,3,,0.04,0.02,8.0,56.4
吉田真未,パイオニアレッドウィングス,20,106,0,0,0,,,0,0,0,0,0,0,0,0,545,400,0,0,,0.0,0.0,,73.4
向井久子,東レアローズ,1,64,328,120,14,36.6,32.3,30,13,2,9,137,3,7,41,46,28,0,132,43.3,1.88,0.14,8.4,60.9
和久山志恵里,武富士バンブー,33,71,0,0,0,,,0,0,0,0,5,0,1,1,243,139,0,0,,0.0,0.0,0.0,57.2
坂下麻衣子,JTマーヴェラス,1,104,457,184,30,40.3,33.7,5,2,1,54,284,7,31,85,14,5,0,245,40.0,1.77,0.52,7.2,35.7
城美鈴,日立リヴァーレ,15,34,175,52,9,29.7,24.6,0,0,0,1,64,1,7,19,65,35,0,54,,1.53,0.03,6.2,53.8
堀崎智恵美,トヨタ車体クインシーズ,15,99,72,27,5,37.5,30.6,0,0,0,6,83,2,4,24,239,159,0,35,,0.27,0.06,8.4,66.5
堀田理恵,岡山シーガルズ,55,41,90,34,6,37.8,31.1,0,0,0,0,60,1,9,26,64,39,0,35,,0.83,0.0,8.8,60.9
多治見麻子,パイオニアレッドウィングス,5,106,529,225,39,42.5,35.2,1,0,0,86,335,6,13,79,32,22,0,317,0.0,2.12,0.81,6.7,68.8
大山未希,東レアローズ,9,39,1,0,0,0.0,0.0,0,0,0,3,15,2,0,6,0,0,0,5,,0.0,0.08,23.3,
大村加奈子,久光製薬スプリングス,8,104,363,162,20,44.6,39.1,0,0,0,62,234,8,21,74,32,19,0,232,,1.56,0.6,9.1,59.4
大槻真弥,デンソーエアリービーズ,14,53,0,0,0,,,0,0,0,0,72,3,3,21,69,40,0,3,,0.0,0.0,10.4,58.0
大貫美奈子,NECレッドロケッツ,3,82,37,21,1,56.8,54.1,1,1,0,13,154,6,34,37,1,0,0,40,100.0,0.26,0.16,4.4,0.0
宝来麻紀子,JTマーヴェラス,9,106,374,152,15,40.6,36.6,0,0,0,70,329,4,14,86,14,8,0,226,,1.43,0.66,6.7,57.1
宣美幸,武富士バンブー,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小山修加,久光製薬スプリングス,5,5,37,10,5,27.0,13.5,4,1,1,1,10,0,2,3,2,0,0,11,25.0,2.0,0.2,2.5,0.0
小松留美,武富士バンブー,16,3,1,1,0,100.0,100.0,0,0,0,0,4,0,1,1,0,0,0,1,,0.33,0.0,0.0,
小林亜里沙,岡山シーガルズ,17,37,65,16,2,24.6,21.5,3,1,0,8,74,2,8,23,12,9,0,26,33.3,0.43,0.22,7.8,75.0
小濱ゆみ,パイオニアレッドウィングス,12,69,24,7,1,29.2,25.0,0,0,0,13,222,5,13,47,0,0,0,25,,0.1,0.19,6.1,
小菅真弓,岡山シーガルズ,41,68,3,2,0,66.7,66.7,0,0,0,3,53,0,2,5,0,0,0,5,,0.03,0.04,1.4,
小酒翔子,JTマーヴェラス,11,80,0,0,0,,,0,0,0,0,32,0,3,11,341,234,0,0,,0.0,0.0,6.2,68.6
小野優美子,岡山シーガルズ,5,3,0,0,0,,,0,0,0,0,4,0,1,2,5,2,0,0,,0.0,0.0,6.2,40.0
山口舞,岡山シーガルズ,2,106,596,247,23,41.4,37.6,6,3,0,53,420,7,4,93,449,263,0,307,50.0,2.33,0.5,7.0,58.6
山城未沙,日立リヴァーレ,10,71,624,204,34,32.7,27.2,0,0,0,12,237,10,12,77,509,315,0,226,,2.87,0.17,11.1,61.9
岡野弘子,岡山シーガルズ,15,105,34,13,1,38.2,35.3,0,0,0,27,296,10,10,99,3,1,0,50,,0.12,0.26,10.9,33.3
岡野知子,デンソーエアリービーズ,5,98,775,257,35,33.2,28.6,8,1,1,32,216,5,9,72,530,387,0,294,12.5,2.62,0.33,9.6,73.0
川井梅香,岡山シーガルズ,25,1,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平井真栄,武富士バンブー,11,43,0,0,0,,,0,0,0,0,53,1,2,15,0,0,0,1,,0.0,0.0,8.0,
平井香菜子,久光製薬スプリングス,9,64,53,23,7,43.4,30.2,0,0,0,8,26,0,1,10,2,2,0,31,,0.36,0.12,8.7,100.0
庄司夕起,パイオニアレッドウィングス,4,106,425,172,23,40.5,35.1,0,0,0,81,379,11,24,88,25,14,0,264,,1.62,0.76,7.1,56.0
張紫音,日立リヴァーレ,18,74,438,145,31,33.1,26.0,0,0,0,30,155,6,11,49,63,28,0,181,,1.96,0.41,10.0,44.4
徳川恵理,久光製薬スプリングス,15,3,10,7,0,70.0,70.0,0,0,0,1,10,0,0,4,0,0,0,8,,2.33,0.33,10.0,
成田郁久美,NECレッドロケッツ,6,110,0,0,0,,,0,0,0,0,0,0,0,0,653,487,0,0,,0.0,0.0,,74.6
有田沙織,NECレッドロケッツ,9,106,814,314,49,38.6,32.6,37,6,5,33,371,16,20,106,369,216,0,363,16.2,2.96,0.31,10.1,58.5
服部鮎弥,トヨタ車体クインシーズ,16,39,179,67,7,37.4,33.5,3,0,0,4,88,4,10,14,154,100,0,75,0.0,1.72,0.1,5.7,64.9
木村智香子,デンソーエアリービーズ,10,27,156,55,3,35.3,33.3,1,0,0,3,63,2,4,29,117,65,0,60,0.0,2.04,0.11,13.1,55.6
木村有希,久光製薬スプリングス,19,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
木村沙織,東レアローズ,11,84,779,285,56,36.6,29.4,50,14,9,31,279,16,30,85,560,404,0,332,28.0,3.39,0.37,10.7,72.1
杉山祥子,NECレッドロケッツ,2,113,568,256,31,45.1,39.6,5,2,0,106,385,8,10,101,11,3,0,370,40.0,2.27,0.94,8.0,27.3
杉本早希,パイオニアレッドウィングス,2,8,14,6,0,42.9,42.9,3,0,0,0,11,0,3,2,7,6,0,6,0.0,0.75,0.0,-2.3,85.7
村田奈都美,岡山シーガルズ,12,93,956,310,63,32.4,25.8,5,0,1,25,294,5,20,70,326,199,0,340,0.0,3.33,0.27,6.0,61.0
東山由香,東レアローズ,10,3,0,0,0,,,0,0,0,0,5,0,2,0,0,0,0,0,,0.0,0.0,-10.0,
松尾留比子,日立リヴァーレ,3,13,109,25,11,22.9,12.8,0,0,0,0,25,1,3,8,37,24,0,26,,1.92,0.0,9.0,64.9
松崎さ代子,NECレッドロケッツ,4,106,784,252,50,32.1,25.8,95,29,14,40,218,16,34,63,16,8,0,308,30.5,2.38,0.38,10.7,50.0
板橋恵,日立リヴァーレ,2,89,34,18,3,52.9,44.1,0,0,0,2,229,15,27,96,1,0,0,35,,0.2,0.02,14.1,0.0
栗原恵,パイオニアレッドウィングス,1,106,1107,383,75,34.6,27.8,237,69,31,42,411,26,53,91,387,252,0,451,29.1,3.61,0.4,8.6,65.1
梅尾千草,トヨタ車体クインシーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森和代,岡山シーガルズ,21,106,771,323,34,41.9,37.5,4,0,1,66,351,4,8,95,267,140,0,393,0.0,3.05,0.62,7.3,52.4
榛澤舞子,久光製薬スプリングス,2,34,95,35,5,36.8,31.6,0,0,0,3,86,4,11,26,77,53,0,42,,1.03,0.09,9.0,68.8
横山雅美,デンソーエアリービーズ,6,101,40,17,1,42.5,40.0,0,0,0,28,406,7,7,115,1,0,0,52,,0.17,0.28,8.4,0.0
橋本直子,久光製薬スプリングス,17,105,64,37,2,57.8,54.7,1,0,0,10,349,13,21,102,4,0,0,60,0.0,0.35,0.1,9.5,0.0
櫻井由香,デンソーエアリービーズ,9,91,0,0,0,,,0,0,0,0,45,3,2,9,313,235,0,3,,0.0,0.0,10.6,75.1
水口友見,日立リヴァーレ,6,61,0,0,0,,,0,0,0,0,89,4,9,28,54,31,0,4,,0.0,0.0,9.8,57.4
江口理代,パイオニアレッドウィングス,17,96,427,153,34,35.8,27.9,3,0,0,20,274,2,6,66,411,262,0,175,0.0,1.59,0.21,6.2,63.7
江畑幸子,日立リヴァーレ,20,20,58,22,4,37.9,31.0,0,0,0,3,18,1,3,4,7,3,0,26,,1.1,0.15,6.9,42.9
池浦文香,武富士バンブー,6,30,89,24,8,27.0,18.0,0,0,0,5,60,2,7,20,4,3,0,31,,0.8,0.17,8.8,75.0
河村聖子,JTマーヴェラス,10,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
泉夏子,NECレッドロケッツ,19,11,63,24,5,38.1,30.2,3,1,0,2,32,2,8,7,51,21,0,28,33.3,2.18,0.18,5.5,41.2
浅津ゆうこ,久光製薬スプリングス,16,3,21,9,1,42.9,38.1,2,0,1,1,4,0,1,0,0,0,0,10,0.0,3.0,0.33,-6.2,
海老原めぐみ,日立リヴァーレ,11,4,0,0,0,,,0,0,0,0,6,0,1,2,0,0,0,0,,0.0,0.0,4.2,
渡辺真由美,久光製薬スプリングス,12,37,2,2,0,100.0,100.0,0,0,0,0,60,2,4,27,0,0,0,4,,0.05,0.0,12.9,
渡邊絢子,NECレッドロケッツ,8,50,1,0,0,0.0,0.0,1,0,0,0,57,1,2,15,72,39,0,1,0.0,0.0,0.0,7.5,54.2
滝沢ななえ,パイオニアレッドウィングス,25,60,0,0,0,,,0,0,0,0,82,4,4,24,58,35,0,4,,0.0,0.0,11.0,60.3
澤畠文子,武富士バンブー,3,3,8,1,0,12.5,12.5,0,0,0,0,3,0,0,0,5,2,0,1,,0.33,0.0,0.0,40.0
濱口華菜里,東レアローズ,7,97,0,0,0,,,0,0,0,0,0,0,0,0,458,322,0,0,,0.0,0.0,,70.3
片下恭子,デンソーエアリービーズ,16,85,0,0,0,,,0,0,0,0,71,2,8,29,275,193,0,2,,0.0,0.0,10.2,70.2
狩野美雪,久光製薬スプリングス,7,102,745,275,43,36.9,31.1,19,3,1,33,401,12,20,134,772,563,0,320,15.8,2.7,0.32,10.1,72.9
狩野舞子,久光製薬スプリングス,20,66,219,84,14,38.4,32.0,25,10,2,18,197,15,21,85,134,88,0,117,40.0,1.27,0.27,15.7,65.7
田中弓貴,日立リヴァーレ,4,66,78,29,6,37.2,29.5,0,0,0,4,94,1,9,30,278,188,0,34,,0.44,0.06,6.6,67.6
田原香理,日立リヴァーレ,13,92,545,229,35,42.0,35.6,0,0,0,56,258,3,25,54,5,4,0,288,,2.49,0.61,4.0,80.0
田口恵,NECレッドロケッツ,5,83,233,92,7,39.5,36.5,0,0,0,27,161,2,16,33,5,4,0,121,,1.11,0.33,3.9,80.0
田向友美,武富士バンブー,13,29,0,0,0,,,0,0,0,0,35,3,7,11,3,1,0,3,,0.0,0.0,11.4,33.3
田辺友紀,トヨタ車体クインシーズ,14,70,1,0,0,0.0,0.0,0,0,0,0,102,4,7,41,0,0,0,4,,0.0,0.0,12.3,
眞恵子,デンソーエアリービーズ,1,67,295,105,11,35.6,31.9,21,3,1,33,89,1,20,19,18,10,0,139,14.3,1.57,0.49,0.8,55.6
矢野美子,デンソーエアリービーズ,2,90,280,128,9,45.7,42.5,0,0,0,57,373,14,39,129,9,5,0,199,,1.42,0.63,9.8,55.6
石川友紀,武富士バンブー,8,89,342,134,22,39.2,32.7,2,0,0,32,244,4,14,67,10,7,0,170,0.0,1.51,0.36,7.1,70.0
石田さやか,デンソーエアリービーズ,7,15,24,12,0,50.0,50.0,1,0,0,0,27,0,3,10,43,32,0,12,0.0,0.8,0.0,6.5,74.4
石田瑞穂,武富士バンブー,22,100,777,273,46,35.1,29.2,136,47,12,30,353,17,42,131,428,212,0,320,34.6,2.73,0.3,11.1,49.5
砂田遥,武富士バンブー,18,3,16,3,2,18.8,6.2,1,0,0,2,7,0,2,4,8,1,0,5,0.0,1.0,0.67,7.1,12.5
神本千佳,JTマーヴェラス,16,26,9,2,3,22.2,-11.1,0,0,0,1,8,0,5,0,1,1,0,3,,0.08,0.04,-15.6,100.0
神田千絵,岡山シーガルズ,7,88,776,282,34,36.3,32.0,1,0,0,38,192,3,7,67,67,38,0,323,0.0,3.2,0.43,9.4,56.7
福田舞,デンソーエアリービーズ,3,16,42,26,1,61.9,59.5,1,0,1,6,35,2,4,17,3,1,0,34,0.0,1.62,0.38,15.0,33.3
秋山美幸,NECレッドロケッツ,10,81,20,7,4,35.0,15.0,1,0,1,9,201,7,13,75,3,1,0,23,0.0,0.09,0.11,11.2,33.3
竹下佳江,JTマーヴェラス,7,106,34,13,2,38.2,32.4,1,0,1,16,473,16,14,161,2,0,0,45,0.0,0.12,0.15,11.2,0.0
筒井視穂子,久光製薬スプリングス,18,57,11,2,3,18.2,-9.1,0,0,0,0,90,4,6,18,38,28,0,6,,0.04,0.0,7.8,73.7
米村信子,岡山シーガルズ,3,58,277,80,7,28.9,26.4,1,0,0,10,121,2,1,34,160,96,0,92,0.0,1.38,0.17,8.5,60.0
細川麻美,パイオニアレッドウィングス,15,52,74,37,3,50.0,45.9,0,0,0,1,22,0,4,6,5,2,0,38,,0.71,0.02,2.3,40.0
細田絵理,デンソーエアリービーズ,4,88,811,279,22,34.4,31.7,2,0,0,33,350,16,33,115,500,312,0,328,0.0,3.17,0.38,10.4,62.4
羽根翠,トヨタ車体クインシーズ,5,106,823,347,38,42.2,37.5,0,0,0,36,367,24,19,137,262,154,0,407,,3.27,0.34,14.6,58.8
船崎恵視,トヨタ車体クインシーズ,4,112,39,14,1,35.9,33.3,0,0,0,10,377,16,34,134,4,1,0,40,,0.12,0.09,10.9,25.0
芝田安希,東レアローズ,2,95,452,157,17,34.7,31.0,1,0,0,43,327,8,13,128,681,425,0,208,0.0,1.65,0.45,11.2,62.4
若浦貴子,岡山シーガルズ,33,40,353,95,15,26.9,22.7,0,0,0,8,83,0,4,10,40,21,0,103,,2.38,0.2,1.8,52.5
荒木絵里香,東レアローズ,6,97,501,274,33,54.7,48.1,4,3,1,100,374,11,18,133,10,8,0,385,75.0,2.82,1.03,10.6,80.0
菅山かおる,JTマーヴェラス,5,85,0,0,0,,,0,0,0,0,0,0,0,0,342,245,0,0,,0.0,0.0,,71.6
藤崎朱里,日立リヴァーレ,9,8,43,13,5,30.2,18.6,1,1,0,1,23,1,3,2,31,19,0,15,100.0,1.62,0.12,3.3,61.3
西堀育実,パイオニアレッドウィングス,7,10,0,0,0,,,0,0,0,0,6,0,0,0,0,0,0,0,,0.0,0.0,0.0,
西山慶樹,JTマーヴェラス,12,11,4,3,1,75.0,50.0,0,0,0,0,3,0,0,1,7,3,0,3,,0.27,0.0,8.3,42.9
西山由樹,JTマーヴェラス,6,25,2,0,1,0.0,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
西脇万里子,東レアローズ,3,77,292,146,25,50.0,41.4,1,0,0,26,187,6,17,57,4,2,0,178,0.0,1.9,0.34,8.6,50.0
谷口雅美,JTマーヴェラス,2,106,980,377,55,38.5,32.9,112,40,14,49,341,13,20,113,365,211,0,439,35.7,3.56,0.46,10.6,57.8
足立留美,武富士バンブー,5,92,335,100,20,29.9,23.9,6,1,0,12,250,8,20,93,138,80,0,120,16.7,1.09,0.13,10.5,58.0
迫田さおり,東レアローズ,15,26,18,7,2,38.9,27.8,2,1,0,2,3,0,0,0,0,0,0,9,50.0,0.27,0.08,0.0,
遠井萌仁,日立リヴァーレ,12,59,287,98,19,34.1,27.5,2,0,0,14,116,3,16,31,160,95,0,115,0.0,1.66,0.24,5.8,59.4
遠藤りつこ,JTマーヴェラス,14,10,1,0,0,0.0,0.0,0,0,0,0,9,0,0,4,0,0,0,0,,0.0,0.0,11.1,
都築有美子,トヨタ車体クインシーズ,1,111,944,363,42,38.5,34.0,2,0,2,36,468,27,33,117,804,557,0,426,0.0,3.27,0.32,10.3,69.3
野村まり,岡山シーガルズ,4,43,55,23,2,41.8,38.2,0,0,0,14,50,3,3,11,3,1,0,40,,0.53,0.33,10.0,33.3
金森純子,岡山シーガルズ,18,96,0,0,0,,,0,0,0,0,14,1,0,3,233,148,0,1,,0.0,0.0,12.5,63.5
関李香,デンソーエアリービーズ,11,14,32,14,1,43.8,40.6,0,0,0,5,31,0,7,11,0,0,0,19,,1.0,0.36,3.2,
高島成美,日立リヴァーレ,16,23,67,19,2,28.4,25.4,1,1,0,3,23,0,2,8,25,14,0,22,100.0,0.83,0.13,6.5,56.0
高崎紗緒梨,NECレッドロケッツ,17,7,17,3,3,17.6,0.0,0,0,0,0,3,0,0,0,6,4,0,3,,0.43,0.0,0.0,66.7
高木理江,JTマーヴェラス,8,99,559,195,34,34.9,28.8,4,2,1,18,281,17,10,105,773,511,0,230,50.0,1.97,0.18,14.5,66.1
高松未,岡山シーガルズ,13,92,240,60,7,25.0,22.1,8,1,1,27,296,10,7,88,336,196,0,97,12.5,0.65,0.29,10.2,58.3
高橋みゆき,NECレッドロケッツ,1,100,736,253,57,34.4,26.6,10,2,1,15,421,26,33,119,525,371,0,294,20.0,2.53,0.15,11.3,70.7
高橋智子,日立リヴァーレ,5,22,80,28,5,35.0,28.7,0,0,0,3,34,0,0,10,4,3,0,31,,1.27,0.14,7.4,75.0
高橋潤子,デンソーエアリービーズ,12,3,1,0,1,0.0,-100.0,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
高橋美帆,パイオニアレッドウィングス,18,3,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
高田ありさ,東レアローズ,13,48,30,13,3,43.3,33.3,1,0,1,0,82,1,2,30,54,32,0,14,0.0,0.27,0.0,9.8,59.3
鶴田桂子,武富士バンブー,4,0,38,19,0,50.0,50.0,0,0,0,9,352,7,11,109,2,0,0,35,,inf,inf,8.9,0.0
黒羽桂子,日立リヴァーレ,1,59,17,5,0,29.4,29.4,0,0,0,4,97,0,3,10,0,0,0,9,,0.08,0.07,1.8,
齋藤泰子,久光製薬スプリングス,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
