試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,1,,島村春世,2,nan,■,■,nan,nan,15,8,0,53.3,53.3,4.00,0,0,0,-,1,0.50,4,0,0,0,0.0,0,0,0,-,9,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,2,,古賀紗理那,3,■,■,■,nan,nan,40,8,1,20.0,17.5,2.67,6,1,0,16.7,1,0.33,7,1,1,4,25.0,31,5,9,30.6,10,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,3,,塚田しおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,4,,柳田光綺,3,■,■,■,nan,nan,26,8,2,30.8,23.1,2.67,4,1,0,25.0,0,-,11,0,1,5,9.1,18,5,6,44.4,8,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,5,,大野果奈,2,■,■,nan,nan,nan,8,2,0,25.0,25.0,1.00,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,2,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,6,,上野香織,1,nan,nan,■,nan,nan,4,2,0,50.0,50.0,2.00,0,0,0,-,0,-,2,0,1,0,-12.5,1,0,0,0.0,2,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,7,,山口かなめ,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,1,4,9.4,0,0,0,-,0,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,9,,廣瀬七海,2,nan,□,■,nan,nan,16,2,2,12.5,0.0,1.00,4,0,1,0.0,1,0.50,8,0,1,0,-3.1,0,0,0,-,3,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,10,L,岩崎紗也加,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,5,2,54.5,0,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,11,,篠原沙耶香,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,14,,荒谷栞,2,■,■,nan,nan,nan,18,3,0,16.7,16.7,1.50,3,0,0,0.0,0,-,4,0,0,2,12.5,0,0,0,-,3,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,15,,アルハッサンラーマット,1,■,nan,nan,nan,nan,7,2,1,28.6,14.3,2.00,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,2,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,16,,小島満菜美,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,2,66.7,0,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,18,,古谷ちなみ,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0,,,,,,,,
2019-03-16,NECレッドロケッツ,デンソーエアリービーズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,134,35,6,26.1,21.6,11.67,17,2,1,11.8,3,1.00,56,1,7,18,6.7,64,16,19,39.8,39,123,48,7,39.0,5,1.67,15.5,45.9
