試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,1,,島村春世,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,2,,古賀紗理那,2,■,■,nan,nan,nan,13,4,0,30.8,30.8,2.00,1,0,0,0.0,0,-,6,0,0,3,12.5,4,1,2,50.0,4
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,3,,塚田しおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,4,,柳田光綺,2,nan,□,■,nan,nan,8,1,0,12.5,12.5,0.50,3,1,0,33.3,0,-,4,0,0,1,6.2,5,1,3,50.0,1
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,5,,大野果奈,3,■,■,■,nan,nan,14,5,0,35.7,35.7,1.67,0,0,0,-,0,-,15,0,0,3,5.0,0,0,0,-,5
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,6,,上野香織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,7,,山口かなめ,3,■,■,■,nan,nan,1,0,1,0.0,-100.0,-,0,0,0,-,0,-,9,1,1,3,16.7,0,0,0,-,1
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,9,,廣瀬七海,3,■,■,■,nan,nan,46,17,4,37.0,28.3,5.67,13,3,2,23.1,1,0.33,8,1,3,3,12.5,0,0,0,-,19
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,10,L,岩崎紗也加,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,7,6,52.6,0
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,11,,篠原沙耶香,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,0
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,14,,荒谷栞,3,■,■,■,nan,nan,21,7,0,33.3,33.3,2.33,3,0,0,0.0,0,-,11,2,0,5,29.5,32,7,8,34.4,9
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,15,,アルハッサンラーマット,3,■,■,■,nan,nan,13,7,0,53.8,53.8,2.33,0,0,0,-,2,0.67,4,0,1,0,-6.2,0,0,0,-,9
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,16,,小島満菜美,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,0,2,33.3,0
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,17,,峯村沙紀,1,nan,nan,□,nan,nan,9,1,0,11.1,11.1,1.00,0,0,0,-,0,-,2,0,0,0,0.0,4,1,1,37.5,1
2019-03-24,NECレッドロケッツ,久光製薬スプリングス,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,125,42,5,33.6,29.6,14.00,20,4,2,20.0,3,1.00,61,4,6,18,11.5,67,17,22,41.8,49
