試合日,年月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,1,,土田望未,3,■,■,■,,,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,6,0,0,2,8.3,0,0,0,-,1
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,2,L,東谷幸子,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,4,,近藤志歩,3,■,■,■,,,23,5,1,21.7,17.4,1.67,2,0,0,0.0,0,-,12,0,1,2,4.2,27,24,0,88.9,5
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,6,,有田沙織,2,,□,□,,,9,3,0,33.3,33.3,1.50,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-,4
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,7,L,山岸あかね,3,●,●,●,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,10,0,100.0,0
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,8,,関舞,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,9,,三浦茉実,1,□,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,11,,青柳京古,1,□,,,,,5,0,0,0.0,0.0,-,1,0,0,0.0,0,-,2,0,0,0,0.0,0,0,0,-,0
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,12,,荒木絵里香,3,■,■,■,,,12,7,0,58.3,58.3,2.33,1,0,0,0.0,1,0.33,13,1,0,5,15.8,2,2,0,100.0,9
2015-03-28,2015-03,埼玉上尾メディックス,NECレッドロケッツ,15,,マーフィーケリー,3,■,■,■,,,44,14,2,31.8,27.3,4.67,10,4,1,40.0,0,-,11,0,3,3,6.8,1,1,0,100.0,14
