大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION3 MEN,トヨタモビリティ東京スパークル,3,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタモビリティ東京スパークル,3,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION3 MEN 2018-19,東京トヨペットグリーンスパークル,12,9,8,1,1,12.5,0,0,0,-,0.11,0,-,17,0,0,0,5,7.4,7,4,1,64.3,1,0,0,1
レギュラーラウンド,東京トヨペットグリーンスパークル,12,9,8,1,1,12.5,0,0,0,-,0.11,0,-,17,0,0,0,5,7.4,7,4,1,64.3,1,0,0,1
Ｖ・チャレンジリーグⅡ男子 2017/18,東京トヨペットグリーンスパークル,5,6,21,1,2,4.8,0,0,0,-,0.17,0,-,18,0,1,2,5,9.7,10,5,0,50.0,1,0,1,2
レギュラーラウンド,東京トヨペットグリーンスパークル,5,6,21,1,2,4.8,0,0,0,-,0.17,0,-,18,0,1,2,5,9.7,10,5,0,50.0,1,0,1,2
Ｖ・チャレンジリーグⅡ男子 2016/17,東京トヨペットグリーンスパークル,14,37,0,0,0,-,0,0,0,-,-,0,-,9,0,0,0,1,2.8,297,146,0,49.2,0,0,0,0
レギュラーラウンド,東京トヨペットグリーンスパークル,14,37,0,0,0,-,0,0,0,-,-,0,-,9,0,0,0,1,2.8,297,146,0,49.2,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2015/16,東京トヨペットグリーンスパークル,17,54,87,24,18,27.6,0,0,0,-,0.44,2,0.04,81,1,0,7,29,10.2,285,119,0,41.8,24,2,1,27
レギュラーラウンド,東京トヨペットグリーンスパークル,17,54,87,24,18,27.6,0,0,0,-,0.44,2,0.04,81,1,0,7,29,10.2,285,119,0,41.8,24,2,1,27
Ｖ・チャレンジリーグ男子 2014/15,東京トヨペットグリーンスパークル,22,48,162,41,14,25.3,1,0,0,0.0,0.85,4,0.08,69,0,0,12,19,6.9,313,158,0,50.5,41,4,0,45
レギュラーラウンド,東京トヨペットグリーンスパークル,22,48,162,41,14,25.3,1,0,0,0.0,0.85,4,0.08,69,0,0,12,19,6.9,313,158,0,50.5,41,4,0,45
Ｖ・チャレンジリーグ男子 2013/14,東京トヨペットグリーンスパークル,17,37,22,6,2,27.3,0,0,0,-,0.16,2,0.05,51,0,1,10,13,7.9,54,23,0,42.6,6,2,1,9
レギュラーラウンド,東京トヨペットグリーンスパークル,17,37,22,6,2,27.3,0,0,0,-,0.16,2,0.05,51,0,1,10,13,7.9,54,23,0,42.6,6,2,1,9
Ｖ・チャレンジリーグ男子 2012/13,東京トヨペットグリーンスパークル,20,59,1,0,0,0.0,0,0,0,-,-,0,-,24,1,0,0,6,10.4,224,107,0,47.8,0,0,1,1
レギュラーラウンド,東京トヨペットグリーンスパークル,20,59,1,0,0,0.0,0,0,0,-,-,0,-,24,1,0,0,6,10.4,224,107,0,47.8,0,0,1,1
Ｖ・チャレンジリーグ男子 2011/12,東京トヨペットグリーンスパークル,14,29,1,0,0,0.0,0,0,0,-,-,0,-,7,0,0,3,0,0.0,168,83,0,49.4,0,0,0,0
レギュラーラウンド,東京トヨペットグリーンスパークル,10,24,0,0,0,-,0,0,0,-,-,0,-,4,0,0,2,0,0.0,157,79,0,50.3,0,0,0,0
下位リーグ,東京トヨペットグリーンスパークル,4,5,1,0,0,0.0,0,0,0,-,-,0,-,3,0,0,1,0,0.0,11,4,0,36.4,0,0,0,0
レギュラーシーズン通算,,120,274,301,73,37,24.3,1,0,0,0.0,0.27,8,0.03,273,2,2,33,78,5.6,1347,641,1,47.6,73,8,4,85
通算,,124,279,302,73,37,24.2,1,0,0,0.0,0.26,8,0.03,276,2,2,34,78,5.4,1358,645,1,47.5,73,8,4,85
