大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION3 MEN,トヨタモビリティ東京スパークル,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタモビリティ東京スパークル,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION3 MEN 2018-19,東京トヨペットグリーンスパークル,4,9,9,4,0,44.4,0,0,0,-,0.44,1,0.11,17,1,1,0,3,16.2,1,1,0,100.0,4,1,2,7
レギュラーラウンド,東京トヨペットグリーンスパークル,4,9,9,4,0,44.4,0,0,0,-,0.44,1,0.11,17,1,1,0,3,16.2,1,1,0,100.0,4,1,2,7
Ｖ・チャレンジリーグⅡ男子 2017/18,東京トヨペットグリーンスパークル,16,14,18,4,1,22.2,0,0,0,-,0.29,3,0.21,27,0,0,2,3,0.9,0,0,0,-,4,3,0,7
レギュラーラウンド,東京トヨペットグリーンスパークル,16,14,18,4,1,22.2,0,0,0,-,0.29,3,0.21,27,0,0,2,3,0.9,0,0,0,-,4,3,0,7
Ｖ・チャレンジリーグⅡ男子 2016/17,東京トヨペットグリーンスパークル,19,54,124,34,12,27.4,1,0,0,0.0,0.63,13,0.24,137,0,1,8,32,6.4,10,7,0,70.0,34,13,1,48
レギュラーラウンド,東京トヨペットグリーンスパークル,19,54,124,34,12,27.4,1,0,0,0.0,0.63,13,0.24,137,0,1,8,32,6.4,10,7,0,70.0,34,13,1,48
レギュラーシーズン通算,,41,77,151,42,13,27.8,1,0,0,0.0,0.55,17,0.22,181,1,2,10,38,5.5,11,8,0,72.7,42,17,3,62
通算,,41,77,151,42,13,27.8,1,0,0,0.0,0.55,17,0.22,181,1,2,10,38,5.5,11,8,0,72.7,42,17,3,62
