大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION3 MEN,トヨタモビリティ東京スパークル,15,31,50,12,2,24.0,0,0,0,-,0.39,9,0.29,83,1,0,3,18,5.7,1,0,1,50.0,12,9,1,22
レギュラーラウンド,トヨタモビリティ東京スパークル,15,31,50,12,2,24.0,0,0,0,-,0.39,9,0.29,83,1,0,3,18,5.7,1,0,1,50.0,12,9,1,22
V.LEAGUE DIVISION3 MEN 2018-19,東京トヨペットグリーンスパークル,20,68,127,41,5,32.3,0,0,0,-,0.60,29,0.43,196,1,2,11,17,2.3,6,5,1,91.7,41,29,3,73
レギュラーラウンド,東京トヨペットグリーンスパークル,20,68,127,41,5,32.3,0,0,0,-,0.60,29,0.43,196,1,2,11,17,2.3,6,5,1,91.7,41,29,3,73
Ｖ・チャレンジリーグⅡ男子 2017/18,東京トヨペットグリーンスパークル,18,32,92,34,3,37.0,0,0,0,-,1.06,19,0.59,89,1,1,3,9,3.9,5,2,1,50.0,34,19,2,55
レギュラーラウンド,東京トヨペットグリーンスパークル,18,32,92,34,3,37.0,0,0,0,-,1.06,19,0.59,89,1,1,3,9,3.9,5,2,1,50.0,34,19,2,55
Ｖ・チャレンジリーグⅡ男子 2016/17,東京トヨペットグリーンスパークル,21,25,34,9,2,26.5,0,0,0,-,0.36,10,0.40,39,0,0,0,7,4.5,0,0,0,-,9,10,0,19
レギュラーラウンド,東京トヨペットグリーンスパークル,21,25,34,9,2,26.5,0,0,0,-,0.36,10,0.40,39,0,0,0,7,4.5,0,0,0,-,9,10,0,19
Ｖ・チャレンジリーグⅡ男子 2015/16,東京トヨペットグリーンスパークル,18,63,139,51,13,36.7,0,0,0,-,0.81,20,0.32,227,1,1,8,34,4.5,2,0,0,0.0,51,20,2,73
レギュラーラウンド,東京トヨペットグリーンスパークル,18,63,139,51,13,36.7,0,0,0,-,0.81,20,0.32,227,1,1,8,34,4.5,2,0,0,0.0,51,20,2,73
Ｖ・チャレンジリーグ男子 2014/15,東京トヨペットグリーンスパークル,22,62,106,28,9,26.4,0,0,0,-,0.45,13,0.21,136,0,2,8,24,5.6,4,1,0,25.0,28,13,2,43
レギュラーラウンド,東京トヨペットグリーンスパークル,22,62,106,28,9,26.4,0,0,0,-,0.45,13,0.21,136,0,2,8,24,5.6,4,1,0,25.0,28,13,2,43
Ｖ・チャレンジリーグ男子 2013/14,東京トヨペットグリーンスパークル,20,43,67,20,7,29.9,0,0,0,-,0.47,3,0.07,72,0,2,4,17,8.1,2,1,0,50.0,20,3,2,25
レギュラーラウンド,東京トヨペットグリーンスパークル,20,43,67,20,7,29.9,0,0,0,-,0.47,3,0.07,72,0,2,4,17,8.1,2,1,0,50.0,20,3,2,25
Ｖ・チャレンジリーグ男子 2012/13,東京トヨペットグリーンスパークル,20,44,117,52,5,44.4,1,0,1,0.0,1.18,6,0.14,89,0,2,3,29,9.9,10,4,0,40.0,52,6,2,60
レギュラーラウンド,東京トヨペットグリーンスパークル,20,44,117,52,5,44.4,1,0,1,0.0,1.18,6,0.14,89,0,2,3,29,9.9,10,4,0,40.0,52,6,2,60
Ｖ・チャレンジリーグ男子 2011/12,東京トヨペットグリーンスパークル,14,3,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,東京トヨペットグリーンスパークル,10,3,0,0,0,-,0,0,0,-,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
下位リーグ,東京トヨペットグリーンスパークル,4,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ男子 2008/09,東京トヨペットグリーンスパークル,11,32,22,8,1,36.4,0,0,0,-,0.25,2,0.06,34,0,1,2,8,8.2,2,1,0,50.0,8,2,1,11
レギュラーラウンド,東京トヨペットグリーンスパークル,11,32,22,8,1,36.4,0,0,0,-,0.25,2,0.06,34,0,1,2,8,8.2,2,1,0,50.0,8,2,1,11
レギュラーシーズン通算,,175,403,754,255,47,33.8,1,0,1,0.0,0.63,111,0.28,966,4,11,42,163,4.7,32,14,3,48.4,255,111,15,381
通算,,179,403,754,255,47,33.8,1,0,1,0.0,0.63,111,0.28,966,4,11,42,163,4.7,32,14,3,48.4,255,111,15,381
