名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
大山加奈,東レアローズ,12,9,99,35,9,35.4,26.3,8,4,2,4,24,1,3,6,4,3,0,40,50.0,3.89,0.44,7.3,75.0
大山未希,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大村加奈子,久光製薬スプリングス,8,16,168,53,8,31.5,26.8,6,2,0,4,34,0,5,8,5,4,0,57,33.3,3.31,0.25,2.2,80.0
大槻めぐみ,東レアローズ,9,2,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
大貫美奈子,NECレッドロケッツ,3,14,1,0,1,0.0,-100.0,0,0,0,1,42,5,4,11,0,0,0,6,,0.0,0.07,16.1,
小山修加,久光製薬スプリングス,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小玉佐知子,東レアローズ,2,22,11,4,0,36.4,36.4,1,0,0,2,83,0,2,30,1,0,0,6,0.0,0.18,0.09,8.4,0.0
山本愛,NECレッドロケッツ,7,14,68,38,5,55.9,48.5,0,0,0,10,43,5,7,15,1,0,0,53,,2.71,0.71,16.3,0.0
島崎みゆき,パイオニアレッドウィングス,6,17,5,1,0,20.0,20.0,0,0,0,2,1,0,0,0,0,0,0,3,,0.06,0.12,0.0,
庄司夕起,パイオニアレッドウィングス,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
成田郁久美,久光製薬スプリングス,2,16,121,43,11,35.5,26.4,0,0,0,8,55,2,9,15,56,32,0,53,,2.69,0.5,6.4,57.1
斎藤真由美,パイオニアレッドウィングス,8,20,137,51,13,37.2,27.7,0,0,0,7,71,0,6,20,153,114,0,58,,2.55,0.35,4.9,74.5
有田佳織,NECレッドロケッツ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
有田沙織,NECレッドロケッツ,17,14,87,35,6,40.2,33.3,0,0,0,5,42,5,10,11,40,22,0,45,,2.5,0.36,12.5,55.0
杉山祥子,NECレッドロケッツ,5,14,71,30,6,42.3,33.8,1,1,0,4,61,2,3,16,0,0,0,36,100.0,2.14,0.29,8.6,
松崎さ代子,NECレッドロケッツ,10,10,5,3,1,60.0,40.0,0,0,0,0,0,0,0,0,0,0,0,3,,0.3,0.0,,
栗原恵,NECレッドロケッツ,18,14,108,30,8,27.8,20.4,1,0,1,7,41,2,8,11,58,31,0,39,0.0,2.14,0.5,6.7,53.4
梅尾千草,NECレッドロケッツ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
榛澤舞子,パイオニアレッドウィングス,9,4,0,0,0,,,0,0,0,0,4,0,0,2,5,2,0,0,,0.0,0.0,12.5,40.0
武田菜穂子,東レアローズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
江口理代,久光製薬スプリングス,7,16,0,0,0,,,0,0,0,0,0,0,0,0,91,50,0,0,,0.0,0.0,,54.9
河村めぐみ,NECレッドロケッツ,15,12,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
津雲博子,NECレッドロケッツ,2,14,0,0,0,,,0,0,0,0,0,0,0,0,100,58,0,0,,0.0,0.0,,58.0
渡辺真由美,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
満永ひとみ,久光製薬スプリングス,11,16,53,19,5,35.8,26.4,0,0,0,2,55,2,6,20,62,37,0,23,,1.19,0.12,10.0,59.7
濱口華菜里,東レアローズ,14,22,0,0,0,,,0,0,0,0,0,0,0,0,160,100,0,0,,0.0,0.0,,62.5
芝田安希,東レアローズ,4,19,106,37,9,34.9,26.4,5,1,0,11,51,0,3,12,72,48,0,48,20.0,1.95,0.58,4.4,66.7
荒木絵里香,東レアローズ,13,22,70,31,5,44.3,37.1,0,0,0,14,89,4,7,27,4,2,0,49,,1.41,0.64,10.1,50.0
落合真理,久光製薬スプリングス,3,2,3,0,0,0.0,0.0,0,0,0,0,4,0,0,2,1,1,0,0,,0.0,0.0,12.5,100.0
西畑美希,パイオニアレッドウィングス,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西脇万里子,東レアローズ,5,4,2,1,0,50.0,50.0,0,0,0,0,1,0,1,0,0,0,0,1,,0.25,0.0,-25.0,
野田昌代,久光製薬スプリングス,1,14,0,0,0,,,0,0,0,0,28,1,4,7,0,0,0,1,,0.0,0.0,6.2,
関井陽子,久光製薬スプリングス,5,12,0,0,0,,,0,0,0,0,19,1,2,5,33,19,0,1,,0.0,0.0,9.2,57.6
高橋みゆき,NECレッドロケッツ,1,14,92,33,8,35.9,27.2,1,0,0,2,60,3,11,18,50,33,0,38,0.0,2.36,0.14,7.9,66.0
鶴田桂子,久光製薬スプリングス,10,16,9,4,0,44.4,44.4,0,0,0,0,56,3,1,20,3,0,0,7,,0.25,0.0,13.8,0.0
