名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐々木萌,岡山シーガルズ,7,87,504,151,24,30.0,25.2,25,5,2,3,177,4,9,54,374,255,0,158,20.0,1.74,0.03,8.6,68.2
佐藤円,パイオニアレッドウィングス,18,81,0,0,0,,,0,0,0,0,117,2,4,42,73,34,0,2,,0.0,0.0,9.8,46.6
八幡美樹,NECレッドロケッツ,1,32,135,36,7,26.7,21.5,2,0,0,1,55,0,6,7,95,60,0,37,0.0,1.12,0.03,0.5,63.2
内田暁子,NECレッドロケッツ,4,108,918,289,44,31.5,26.7,59,14,5,27,373,9,25,129,650,381,0,325,23.7,2.68,0.25,9.4,58.6
冨永こよみ,パイオニアレッドウィングス,14,30,43,15,3,34.9,27.9,0,0,0,7,114,2,9,35,2,1,0,24,,0.5,0.23,7.5,50.0
千葉智枝美,JTマーヴェラス,6,77,96,23,8,24.0,15.6,2,0,1,1,123,7,15,38,158,106,0,31,0.0,0.3,0.01,10.4,67.1
南美寿希,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
卜部里菜,岡山シーガルズ,22,25,18,5,0,27.8,27.8,0,0,0,1,28,0,2,5,10,5,0,6,,0.2,0.04,2.7,50.0
古藤千鶴,久光製薬スプリングス,2,112,44,20,0,45.5,45.5,2,1,0,24,392,15,7,138,10,0,0,59,50.0,0.18,0.21,12.2,0.0
吉澤智恵,JTマーヴェラス,4,106,960,317,65,33.0,26.2,42,8,5,28,325,19,37,69,649,427,0,364,19.0,2.99,0.26,8.3,65.8
吉田みなみ,岡山シーガルズ,1,36,23,9,2,39.1,30.4,0,0,0,0,37,1,2,11,53,18,0,10,,0.25,0.0,8.8,34.0
吉田真未,パイオニアレッドウィングス,20,116,0,0,0,,,0,0,0,0,0,0,0,0,476,346,0,0,,0.0,0.0,,72.7
和田麻里江,東レアローズ,5,14,37,13,2,35.1,29.7,0,0,0,4,25,0,2,2,0,0,0,17,,0.93,0.29,0.0,
堀川真理,東レアローズ,13,55,84,24,5,28.6,22.6,3,0,0,7,13,0,2,4,1,0,0,31,0.0,0.44,0.13,3.8,0.0
大竹里歩,デンソーエアリービーズ,3,45,209,86,4,41.1,39.2,0,0,0,14,163,5,13,57,5,4,0,105,,1.91,0.31,9.8,80.0
大野果奈,NECレッドロケッツ,15,89,327,130,18,39.8,34.3,0,0,0,23,280,5,14,69,17,13,0,158,,1.46,0.26,6.7,76.5
大野果歩,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮下遥,岡山シーガルズ,14,115,40,23,1,57.5,55.0,1,0,0,52,344,4,9,121,7,3,0,79,0.0,0.2,0.45,9.3,42.9
宮田由佳里,東レアローズ,8,57,115,51,8,44.3,37.4,0,0,0,11,157,4,12,48,3,2,0,66,,0.89,0.19,8.3,66.7
小平花織,東レアローズ,9,104,776,263,39,33.9,28.9,30,5,5,44,267,7,11,71,503,341,0,314,16.7,2.53,0.42,8.2,67.8
小林亜里沙,岡山シーガルズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口かなめ,JTマーヴェラス,13,110,79,42,3,53.2,49.4,0,0,0,23,369,8,23,114,2,1,0,73,,0.38,0.21,8.3,50.0
山口舞,岡山シーガルズ,2,69,307,113,11,36.8,33.2,2,0,0,21,195,1,3,34,77,53,0,135,0.0,1.64,0.3,4.5,68.8
山本愛,JTマーヴェラス,3,79,474,193,21,40.7,36.3,1,0,0,39,187,5,32,68,22,13,0,237,0.0,2.44,0.49,7.5,59.1
山本陽子,トヨタ車体クインシーズ,3,6,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
山田真里,トヨタ車体クインシーズ,12,87,505,179,26,35.4,30.3,2,0,0,15,310,4,24,97,521,340,0,198,0.0,2.06,0.17,7.2,65.3
山田美花,デンソーエアリービーズ,10,68,0,0,0,,,0,0,0,0,86,2,2,32,84,59,0,2,,0.0,0.0,11.0,70.2
岡野弘子,岡山シーガルズ,15,25,1,0,0,0.0,0.0,1,0,0,0,37,1,1,9,3,3,0,1,0.0,0.0,0.0,8.1,100.0
岩坂名奈,久光製薬スプリングス,4,79,256,114,7,44.5,41.8,1,1,0,54,283,5,38,99,32,24,0,173,100.0,1.44,0.68,7.2,75.0
峯村沙紀,東レアローズ,10,80,403,129,21,32.0,26.8,29,9,3,12,184,5,6,70,278,190,0,146,31.0,1.61,0.15,11.4,68.3
島村春世,NECレッドロケッツ,8,98,531,224,23,42.2,37.9,0,0,0,45,351,17,27,120,19,9,0,286,,2.29,0.46,11.5,47.4
川島亜依美,岡山シーガルズ,28,99,330,116,13,35.2,31.2,1,0,0,33,287,9,22,88,15,13,0,158,0.0,1.17,0.33,8.9,86.7
川畑愛希,岡山シーガルズ,8,65,537,162,18,30.2,26.8,0,0,0,10,164,5,7,56,186,108,0,177,,2.49,0.15,10.5,58.1
平井香菜子,久光製薬スプリングス,9,99,487,225,19,46.2,42.3,0,0,0,59,312,13,12,121,16,10,0,297,,2.27,0.6,12.9,62.5
平松美有紀,トヨタ車体クインシーズ,5,20,96,43,3,44.8,41.7,0,0,0,6,50,1,6,10,0,0,0,50,,2.15,0.3,4.0,
座安琴希,久光製薬スプリングス,10,113,0,0,0,,,0,0,0,0,0,0,0,0,513,382,0,0,,0.0,0.0,,74.5
張紫音,NECレッドロケッツ,11,52,2,0,0,0.0,0.0,0,0,0,0,42,3,6,18,0,0,0,3,,0.0,0.0,14.3,
持丸結美子,パイオニアレッドウィングス,16,61,5,0,1,0.0,-20.0,0,0,0,0,86,0,6,24,47,22,0,0,,0.0,0.0,5.2,46.8
新鍋理沙,久光製薬スプリングス,3,100,948,318,44,33.5,28.9,85,25,5,23,463,20,22,144,629,444,0,361,29.4,3.18,0.23,10.9,70.6
日隈佑,トヨタ車体クインシーズ,7,12,3,1,0,33.3,33.3,0,0,0,0,18,1,1,3,0,0,0,2,,0.08,0.0,8.3,
早坂梢依,JTマーヴェラス,15,62,5,1,1,20.0,0.0,0,0,0,0,4,0,0,0,0,0,0,1,,0.02,0.0,0.0,
星野絵美,トヨタ車体クインシーズ,10,61,1,0,0,0.0,0.0,0,0,0,0,91,7,12,24,7,4,0,7,,0.0,0.0,11.0,57.1
服部晃佳,パイオニアレッドウィングス,5,66,548,183,33,33.4,27.4,17,1,1,15,169,2,10,39,413,248,0,200,5.9,2.77,0.23,5.5,60.0
服部梨花,パイオニアレッドウィングス,12,14,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木島綾菜,デンソーエアリービーズ,19,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
木村美里,東レアローズ,12,13,0,0,0,,,0,0,0,0,3,0,1,0,16,9,0,0,,0.0,0.0,-8.3,56.2
杉山祥子,NECレッドロケッツ,2,90,440,185,15,42.0,38.6,0,0,0,48,164,1,9,42,10,5,0,234,,2.06,0.53,5.6,50.0
村田しおり,久光製薬スプリングス,13,10,0,0,0,,,0,0,0,0,5,0,0,2,10,7,0,0,,0.0,0.0,10.0,70.0
村田奈都美,岡山シーガルズ,12,28,257,72,14,28.0,22.6,0,0,0,2,73,9,7,14,101,68,0,83,,2.57,0.07,14.7,67.3
松浦麻琴,NECレッドロケッツ,5,84,11,4,0,36.4,36.4,0,0,0,8,245,5,20,75,4,0,0,17,,0.05,0.1,7.7,0.0
林蓉子,パイオニアレッドウィングス,6,34,0,0,0,,,0,0,0,0,22,0,3,5,54,38,0,0,,0.0,0.0,2.3,70.4
栄絵里香,デンソーエアリービーズ,18,69,2,2,0,100.0,100.0,0,0,0,0,107,6,8,45,2,1,0,8,,0.03,0.0,14.3,50.0
栗原恵,岡山シーガルズ,11,72,826,280,59,33.9,26.8,26,5,3,21,229,21,8,72,331,198,0,322,19.2,3.89,0.29,16.2,59.8
梶原雪路,トヨタ車体クインシーズ,11,114,0,0,0,,,0,0,0,0,0,0,0,0,514,333,0,0,,0.0,0.0,,64.8
森田結香,岡山シーガルズ,27,41,0,0,0,,,0,0,0,0,44,0,2,12,1,0,0,0,,0.0,0.0,5.7,0.0
森谷史佳,パイオニアレッドウィングス,15,116,547,203,23,37.1,32.9,1,0,0,45,396,24,34,159,44,31,0,272,0.0,1.75,0.39,14.0,70.5
横江千秋,JTマーヴェラス,17,11,0,0,0,,,0,0,0,0,0,0,0,0,50,34,0,0,,0.0,0.0,,68.0
横田千里,パイオニアレッドウィングス,3,83,20,8,0,40.0,40.0,0,0,0,6,323,4,17,91,1,0,0,18,,0.1,0.07,7.0,0.0
橋本涼加,デンソーエアリービーズ,4,7,2,0,0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,3,,0.0,0.43,,
水田祐未,久光製薬スプリングス,5,45,194,83,2,42.8,41.8,0,0,0,22,146,2,6,45,13,6,0,107,,1.84,0.49,8.0,46.2
江口友里香,デンソーエアリービーズ,22,27,0,0,0,,,0,0,0,0,10,0,0,4,57,39,0,0,,0.0,0.0,10.0,68.4
泉岡未来,デンソーエアリービーズ,12,84,750,273,35,36.4,31.7,196,55,16,1,210,13,14,65,4,1,0,287,28.1,3.25,0.01,12.3,25.0
浅津ゆうこ,パイオニアレッドウィングス,10,115,1096,410,50,37.4,32.8,135,37,13,45,326,4,20,100,38,12,0,459,27.4,3.57,0.39,7.4,31.6
渡辺美穂,NECレッドロケッツ,13,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
渡邉和香里,パイオニアレッドウィングス,17,50,7,2,0,28.6,28.6,0,0,0,5,67,0,1,14,0,0,0,7,,0.04,0.1,4.9,
滝口奈美,NECレッドロケッツ,10,16,0,0,0,,,0,0,0,0,0,0,0,0,133,69,0,0,,0.0,0.0,,51.9
濱口華菜里,東レアローズ,2,112,0,0,0,,,0,0,0,0,0,0,0,0,467,324,0,0,,0.0,0.0,,69.4
熊谷桜子,デンソーエアリービーズ,5,104,39,20,2,51.3,46.2,2,2,0,11,297,13,21,107,5,0,0,44,100.0,0.19,0.11,11.6,0.0
狩野舞子,久光製薬スプリングス,11,24,2,0,0,0.0,0.0,0,0,0,0,17,0,1,7,0,0,0,0,,0.0,0.0,8.8,
田代佳奈美,東レアローズ,11,101,15,7,0,46.7,46.7,0,0,0,7,162,4,15,55,2,0,0,18,,0.07,0.07,8.6,0.0
田原香理,トヨタ車体クインシーズ,15,8,19,9,2,47.4,36.8,0,0,0,2,14,0,0,2,0,0,0,11,,1.12,0.25,3.6,
田村翔子,パイオニアレッドウィングス,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
白垣里紗,NECレッドロケッツ,9,103,551,170,34,30.9,24.7,153,48,16,19,148,1,6,45,4,2,0,190,31.4,1.65,0.18,7.3,50.0
眞恵子,トヨタ車体クインシーズ,18,47,220,63,8,28.6,25.0,2,0,1,7,81,4,5,15,24,12,0,74,0.0,1.34,0.15,8.0,50.0
真柴咲紀,デンソーエアリービーズ,20,101,0,0,0,,,0,0,0,0,0,0,0,0,486,357,0,0,,0.0,0.0,,73.5
矢野美子,トヨタ車体クインシーズ,2,113,535,232,24,43.4,38.9,0,0,0,44,340,7,24,100,13,11,0,283,,2.05,0.39,7.6,84.6
石井優希,久光製薬スプリングス,6,84,865,309,52,35.7,29.7,63,18,7,19,295,11,28,112,589,387,0,339,28.6,3.68,0.23,10.8,65.7
石井美樹,JTマーヴェラス,16,63,507,169,25,33.3,28.4,29,10,2,9,210,9,13,61,377,263,0,187,34.5,2.68,0.14,10.0,69.8
石井里沙,デンソーエアリービーズ,16,103,893,263,38,29.5,25.2,6,2,1,23,312,6,16,99,698,420,0,292,33.3,2.55,0.22,8.6,60.2
石坂円,デンソーエアリービーズ,24,1,7,0,2,0.0,-28.6,0,0,0,0,1,0,0,1,6,2,0,0,,0.0,0.0,25.0,33.3
石川友紀,JTマーヴェラス,9,81,420,149,20,35.5,30.7,0,0,0,38,265,8,31,73,29,18,0,195,,1.84,0.47,7.0,62.1
石橋里紗,久光製薬スプリングス,23,17,39,16,2,41.0,35.9,0,0,0,3,45,0,5,20,6,3,0,19,,0.94,0.18,8.3,50.0
石田瑞穂,久光製薬スプリングス,22,55,551,200,39,36.3,29.2,96,25,4,14,167,11,11,65,150,97,0,225,26.0,3.64,0.25,14.7,64.7
福田舞,岡山シーガルズ,5,103,962,402,30,41.8,38.7,11,3,1,15,282,11,21,81,332,186,0,428,27.3,3.9,0.15,9.2,56.0
秋山美幸,NECレッドロケッツ,7,61,9,5,2,55.6,33.3,0,0,0,6,200,3,12,63,1,0,0,14,,0.08,0.1,7.9,0.0
竹内彩,トヨタ車体クインシーズ,17,2,0,0,0,,,0,0,0,0,3,1,0,2,2,2,0,1,,0.0,0.0,50.0,100.0
竹田沙希,トヨタ車体クインシーズ,1,108,893,263,46,29.5,24.3,17,4,0,22,312,5,24,106,668,444,0,290,23.5,2.44,0.2,8.2,66.5
竹田麻衣,岡山シーガルズ,9,22,0,0,0,,,0,0,0,0,34,0,4,12,9,4,0,0,,0.0,0.0,5.9,44.4
筒井さやか,久光製薬スプリングス,20,14,0,0,0,,,0,0,0,0,0,0,0,0,21,12,0,0,,0.0,0.0,,57.1
筒井視穂子,久光製薬スプリングス,7,17,1,0,0,0.0,0.0,1,0,0,0,5,0,0,1,21,11,0,0,0.0,0.0,0.0,5.0,52.4
臼井千景,JTマーヴェラス,14,9,0,0,0,,,0,0,0,0,1,0,1,0,22,13,0,0,,0.0,0.0,-25.0,59.1
芥川愛加,JTマーヴェラス,1,49,159,58,9,36.5,30.8,0,0,0,18,127,3,14,42,10,8,0,79,,1.18,0.37,7.9,80.0
芦野真未,パイオニアレッドウィングス,19,3,0,0,0,,,0,0,0,0,3,0,1,1,0,0,0,0,,0.0,0.0,0.0,
荒木絵里香,東レアローズ,1,108,514,256,39,49.8,42.2,2,1,0,104,331,21,27,132,14,10,0,381,50.0,2.37,0.96,14.3,71.4
藤原亜紀,トヨタ車体クインシーズ,14,62,522,182,30,34.9,29.1,51,20,3,14,141,5,8,45,44,26,0,201,39.2,2.94,0.23,10.1,59.1
藤田夏未,トヨタ車体クインシーズ,4,114,63,32,4,50.8,44.4,1,1,0,14,424,7,24,123,4,0,0,53,100.0,0.28,0.12,7.5,0.0
衛藤智美,トヨタ車体クインシーズ,6,94,401,159,15,39.7,35.9,0,0,0,32,268,10,25,83,8,4,0,201,,1.69,0.34,9.1,50.0
西山慶樹,JTマーヴェラス,12,5,0,0,0,,,0,0,0,0,5,0,1,0,4,2,0,0,,0.0,0.0,-5.0,50.0
谷口雅美,JTマーヴェラス,2,94,875,309,53,35.3,29.3,194,58,23,17,327,22,48,85,9,8,0,348,29.9,3.29,0.18,9.6,88.9
赤阪瑠美,トヨタ車体クインシーズ,8,34,0,0,0,,,0,0,0,0,45,1,6,15,0,0,0,1,,0.0,0.0,7.2,
近江あかり,NECレッドロケッツ,6,114,867,316,34,36.4,32.5,25,4,0,50,447,14,25,132,643,419,0,380,16.0,2.77,0.44,9.1,65.2
迫田さおり,東レアローズ,6,93,1052,426,59,40.5,34.9,275,112,21,38,300,11,11,98,4,3,0,475,40.7,4.58,0.41,10.9,75.0
野口彩佳,岡山シーガルズ,16,28,0,0,0,,,0,0,0,0,1,0,1,0,16,12,0,0,,0.0,0.0,-25.0,75.0
野本梨佳,久光製薬スプリングス,8,1,1,1,0,100.0,100.0,1,1,0,0,0,0,0,0,0,0,0,1,100.0,1.0,0.0,,
金子早織,NECレッドロケッツ,14,25,0,0,0,,,0,0,0,0,43,2,8,21,0,0,0,2,,0.0,0.0,12.2,
鈴木裕子,デンソーエアリービーズ,6,86,509,148,20,29.1,25.1,0,0,0,14,244,7,16,91,571,336,0,169,,1.72,0.16,10.6,58.8
鍋谷友理枝,デンソーエアリービーズ,7,72,590,168,24,28.5,24.4,12,1,0,15,222,6,20,79,435,239,0,189,8.3,2.33,0.21,9.3,54.9
長岡望悠,久光製薬スプリングス,1,94,814,359,38,44.1,39.4,168,72,16,31,372,21,10,121,11,6,0,411,42.9,3.82,0.33,13.1,54.5
関李香,岡山シーガルズ,4,108,414,153,11,37.0,34.3,0,0,0,55,247,4,17,81,14,7,0,212,,1.42,0.51,8.1,50.0
香野晶子,パイオニアレッドウィングス,2,116,575,204,45,35.5,27.7,0,0,0,37,316,7,16,99,33,19,0,248,,1.76,0.32,8.8,57.6
高本佳澄,トヨタ車体クインシーズ,9,3,25,7,3,28.0,16.0,0,0,0,0,5,0,1,1,0,0,0,7,,2.33,0.0,0.0,
高橋咲妃惠,トヨタ車体クインシーズ,13,72,0,0,0,,,0,0,0,0,30,0,2,5,129,92,0,0,,0.0,0.0,2.5,71.3
高橋昌美,JTマーヴェラス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高田ありさ,東レアローズ,4,98,689,259,48,37.6,30.6,30,12,2,18,358,8,40,87,595,390,0,285,40.0,2.64,0.18,5.5,65.5
鳥越未玖,NECレッドロケッツ,16,107,0,0,0,,,0,0,0,0,7,0,1,3,668,456,0,0,,0.0,0.0,7.1,68.3
