名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
中村亜友美,2013-03,JTマーヴェラス,20,7,44,13,0,29.5,29.5,8,1,0,0,19,1,4,7,0,0,0,14,12.5,1.86,0.0,9.2,
中道瞳,2012-11,東レアローズ,3,14,1,1,0,100.0,100.0,0,0,0,0,38,2,0,17,0,0,0,3,,0.07,0.0,16.4,
中道瞳,2012-12,東レアローズ,3,19,2,0,0,0.0,0.0,0,0,0,2,56,1,3,17,0,0,0,3,,0.0,0.11,8.0,
中道瞳,2013-01,東レアローズ,3,13,0,0,0,,,0,0,0,0,47,0,1,16,0,0,0,0,,0.0,0.0,8.0,
中道瞳,2013-02,東レアローズ,3,24,5,3,0,60.0,60.0,0,0,0,0,56,2,3,21,0,0,0,5,,0.12,0.0,11.6,
中道瞳,2013-03,東レアローズ,3,28,9,5,0,55.6,55.6,0,0,0,3,116,1,4,28,0,0,0,9,,0.18,0.11,6.0,
丸山亜季,2012-11,岡山シーガルズ,20,17,0,0,0,,,0,0,0,0,0,0,0,0,39,22,0,0,,0.0,0.0,,56.4
丸山亜季,2012-12,岡山シーガルズ,20,17,0,0,0,,,0,0,0,0,0,0,0,0,52,38,0,0,,0.0,0.0,,73.1
丸山亜季,2013-01,岡山シーガルズ,20,23,0,0,0,,,0,0,0,0,0,0,0,0,72,53,0,0,,0.0,0.0,,73.6
丸山亜季,2013-02,岡山シーガルズ,20,24,0,0,0,,,0,0,0,0,0,0,0,0,79,53,0,0,,0.0,0.0,,67.1
丸山亜季,2013-03,岡山シーガルズ,20,32,0,0,0,,,0,0,0,0,0,0,0,0,112,77,0,0,,0.0,0.0,,68.8
二見梓,2012-11,東レアローズ,14,17,77,32,4,41.6,36.4,0,0,0,7,60,0,6,27,3,1,0,39,,1.88,0.41,8.8,33.3
二見梓,2012-12,東レアローズ,14,18,60,26,4,43.3,36.7,1,0,0,9,50,2,2,9,3,2,0,37,0.0,1.44,0.5,7.5,66.7
二見梓,2013-01,東レアローズ,14,20,64,25,3,39.1,34.4,0,0,0,13,72,2,8,22,0,0,0,40,,1.25,0.65,7.6,
二見梓,2013-02,東レアローズ,14,20,54,20,2,37.0,33.3,0,0,0,8,59,2,5,18,1,1,0,30,,1.0,0.4,8.9,100.0
二見梓,2013-03,東レアローズ,14,12,42,14,2,33.3,28.6,0,0,0,7,46,1,5,14,0,0,0,22,,1.17,0.58,7.1,
井上奈々朱,2012-11,デンソーエアリービーズ,11,16,69,29,6,42.0,33.3,1,0,0,7,50,3,7,17,3,2,0,39,0.0,1.81,0.44,11.0,66.7
井上奈々朱,2012-12,デンソーエアリービーズ,11,15,61,22,5,36.1,27.9,0,0,0,18,41,2,7,12,1,0,0,42,,1.47,1.2,7.9,0.0
井上奈々朱,2013-01,デンソーエアリービーズ,11,24,109,51,6,46.8,41.3,0,0,0,10,70,3,8,29,2,1,0,64,,2.12,0.42,11.8,50.0
井上奈々朱,2013-02,デンソーエアリービーズ,11,21,58,26,4,44.8,37.9,0,0,0,7,42,1,5,14,0,0,0,34,,1.24,0.33,7.7,
井上奈々朱,2013-03,デンソーエアリービーズ,11,18,64,29,4,45.3,39.1,0,0,0,9,56,0,9,18,0,0,0,38,,1.61,0.5,4.0,
井上琴絵,2012-11,JTマーヴェラス,10,17,0,0,0,,,0,0,0,0,0,0,0,0,65,44,0,0,,0.0,0.0,,67.7
井上琴絵,2012-12,JTマーヴェラス,10,14,0,0,0,,,0,0,0,0,0,0,0,0,45,34,0,0,,0.0,0.0,,75.6
井上琴絵,2013-01,JTマーヴェラス,10,23,0,0,0,,,0,0,0,0,0,0,0,0,83,61,0,0,,0.0,0.0,,73.5
井上琴絵,2013-02,JTマーヴェラス,10,25,0,0,0,,,0,0,0,0,0,0,0,0,103,71,0,0,,0.0,0.0,,68.9
井上琴絵,2013-03,JTマーヴェラス,10,20,0,0,0,,,0,0,0,0,0,0,0,0,81,62,0,0,,0.0,0.0,,76.5
井上香織,2012-11,デンソーエアリービーズ,8,15,46,16,4,34.8,26.1,0,0,0,6,35,0,1,10,0,0,0,22,,1.07,0.4,6.4,
井上香織,2012-12,デンソーエアリービーズ,8,15,57,27,2,47.4,43.9,0,0,0,12,59,0,0,22,3,2,0,39,,1.8,0.8,9.3,66.7
井上香織,2013-01,デンソーエアリービーズ,8,22,95,43,2,45.3,43.2,0,0,0,16,67,1,2,20,9,4,0,60,,1.95,0.73,8.2,44.4
井上香織,2013-02,デンソーエアリービーズ,8,25,103,42,2,40.8,38.8,0,0,0,11,65,1,3,19,0,0,0,54,,1.68,0.44,7.7,
井上香織,2013-03,デンソーエアリービーズ,8,29,144,56,10,38.9,31.9,0,0,0,19,53,1,4,8,2,1,0,76,,1.93,0.66,3.8,50.0
今野加奈子,2012-11,パイオニアレッドウィングス,8,5,47,14,2,29.8,25.5,18,5,2,1,11,1,0,3,4,2,0,16,27.8,2.8,0.2,15.9,50.0
今野加奈子,2012-12,パイオニアレッドウィングス,8,4,49,13,5,26.5,16.3,7,4,0,0,9,0,2,2,10,4,0,13,57.1,3.25,0.0,0.0,40.0
今野加奈子,2013-01,パイオニアレッドウィングス,8,2,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,0.0,,
今野加奈子,2013-02,パイオニアレッドウィングス,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
今野加奈子,2013-03,パイオニアレッドウィングス,8,7,11,4,0,36.4,36.4,0,0,0,0,4,0,2,2,2,0,0,4,,0.57,0.0,0.0,0.0
位田愛,2012-11,JTマーヴェラス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
位田愛,2012-12,JTマーヴェラス,5,7,0,0,0,,,0,0,0,0,10,0,0,3,3,1,0,0,,0.0,0.0,7.5,33.3
佐々木侑,2012-11,岡山シーガルズ,3,17,79,33,0,41.8,41.8,4,0,0,4,60,0,2,23,80,42,0,37,0.0,1.94,0.24,8.8,52.5
佐々木侑,2012-12,岡山シーガルズ,3,15,69,28,3,40.6,36.2,2,0,1,1,48,1,2,9,56,30,0,30,0.0,1.87,0.07,5.7,53.6
佐々木侑,2013-01,岡山シーガルズ,3,20,108,45,1,41.7,40.7,4,0,0,6,53,0,5,20,56,23,0,51,0.0,2.25,0.3,7.1,41.1
佐々木侑,2013-02,岡山シーガルズ,3,23,133,48,5,36.1,32.3,1,0,0,1,76,0,6,19,98,56,0,49,0.0,2.09,0.04,4.3,57.1
佐々木侑,2013-03,岡山シーガルズ,3,32,193,64,6,33.2,30.1,5,1,0,9,91,1,4,12,94,64,0,74,20.0,2.0,0.28,3.3,68.1
佐々木萌,2012-11,岡山シーガルズ,7,11,14,3,0,21.4,21.4,3,1,0,0,21,0,1,6,21,10,0,3,33.3,0.27,0.0,6.0,47.6
佐々木萌,2012-12,岡山シーガルズ,7,10,35,12,1,34.3,31.4,3,0,0,0,14,0,2,4,34,20,0,12,0.0,1.2,0.0,3.6,58.8
佐々木萌,2013-01,岡山シーガルズ,7,16,24,6,2,25.0,16.7,3,1,1,0,20,2,1,8,38,26,0,8,33.3,0.38,0.0,18.8,68.4
佐々木萌,2013-02,岡山シーガルズ,7,17,92,27,5,29.3,23.9,2,1,0,2,24,0,1,9,69,46,0,29,50.0,1.59,0.12,8.3,66.7
佐々木萌,2013-03,岡山シーガルズ,7,33,339,103,16,30.4,25.7,14,2,1,1,98,2,4,27,212,153,0,106,14.3,3.12,0.03,7.9,72.2
佐藤円,2012-11,パイオニアレッドウィングス,18,14,0,0,0,,,0,0,0,0,19,0,1,10,3,1,0,0,,0.0,0.0,11.8,33.3
佐藤円,2012-12,パイオニアレッドウィングス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐藤円,2013-01,パイオニアレッドウィングス,18,13,0,0,0,,,0,0,0,0,19,1,1,8,3,2,0,1,,0.0,0.0,14.5,66.7
佐藤円,2013-02,パイオニアレッドウィングス,18,26,0,0,0,,,0,0,0,0,42,0,2,15,37,17,0,0,,0.0,0.0,7.7,45.9
佐藤円,2013-03,パイオニアレッドウィングス,18,28,0,0,0,,,0,0,0,0,37,1,0,9,30,14,0,1,,0.0,0.0,8.8,46.7
八幡美樹,2012-11,NECレッドロケッツ,1,3,8,1,0,12.5,12.5,0,0,0,0,7,0,0,1,10,5,0,1,,0.33,0.0,3.6,50.0
八幡美樹,2012-12,NECレッドロケッツ,1,10,27,7,2,25.9,18.5,0,0,0,0,17,0,3,3,17,11,0,7,,0.7,0.0,0.0,64.7
八幡美樹,2013-01,NECレッドロケッツ,1,5,14,3,0,21.4,21.4,0,0,0,0,5,0,1,2,14,9,0,3,,0.6,0.0,5.0,64.3
八幡美樹,2013-02,NECレッドロケッツ,1,2,5,2,1,40.0,20.0,0,0,0,0,1,0,0,0,2,0,0,2,,1.0,0.0,0.0,0.0
八幡美樹,2013-03,NECレッドロケッツ,1,12,81,23,4,28.4,23.5,2,0,0,1,25,0,2,1,52,35,0,24,0.0,1.92,0.08,-1.0,67.3
内田暁子,2012-11,NECレッドロケッツ,4,15,120,37,6,30.8,25.8,9,3,1,4,40,1,1,12,86,53,0,42,33.3,2.47,0.27,9.4,61.6
内田暁子,2012-12,NECレッドロケッツ,4,16,127,37,7,29.1,23.6,12,2,2,4,69,1,6,28,102,61,0,42,16.7,2.31,0.25,9.4,59.8
内田暁子,2013-01,NECレッドロケッツ,4,25,227,75,10,33.0,28.6,7,1,0,4,81,2,8,27,150,79,0,81,14.3,3.0,0.16,8.3,52.7
内田暁子,2013-02,NECレッドロケッツ,4,26,206,69,6,33.5,30.6,14,4,0,5,90,4,3,33,173,96,0,78,28.6,2.65,0.19,12.8,55.5
内田暁子,2013-03,NECレッドロケッツ,4,26,238,71,15,29.8,23.5,17,4,2,10,93,1,7,29,139,92,0,82,23.5,2.73,0.38,7.0,66.2
冨永こよみ,2012-11,パイオニアレッドウィングス,14,20,30,12,2,40.0,33.3,0,0,0,5,78,1,6,25,2,1,0,18,,0.6,0.25,7.4,50.0
冨永こよみ,2012-12,パイオニアレッドウィングス,14,10,13,3,1,23.1,15.4,0,0,0,2,36,1,3,10,0,0,0,6,,0.3,0.2,7.6,
千葉智枝美,2012-11,JTマーヴェラス,6,11,0,0,0,,,0,0,0,0,4,0,1,2,8,6,0,0,,0.0,0.0,6.2,75.0
千葉智枝美,2012-12,JTマーヴェラス,6,10,1,0,0,0.0,0.0,0,0,0,0,11,0,1,2,8,6,0,0,,0.0,0.0,2.3,75.0
千葉智枝美,2013-01,JTマーヴェラス,6,18,65,15,4,23.1,16.9,0,0,0,0,43,6,4,12,82,56,0,21,,0.83,0.0,18.6,68.3
千葉智枝美,2013-02,JTマーヴェラス,6,21,24,6,3,25.0,12.5,0,0,0,0,42,0,7,17,49,34,0,6,,0.29,0.0,6.0,69.4
千葉智枝美,2013-03,JTマーヴェラス,6,17,6,2,1,33.3,16.7,2,0,1,1,23,1,2,5,11,4,0,4,0.0,0.12,0.06,7.6,36.4
南美寿希,2013-01,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
南美寿希,2013-02,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
南美寿希,2013-03,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
卜部里菜,2012-11,岡山シーガルズ,22,6,5,0,0,0.0,0.0,0,0,0,0,5,0,0,1,3,2,0,0,,0.0,0.0,5.0,66.7
卜部里菜,2012-12,岡山シーガルズ,22,4,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
卜部里菜,2013-01,岡山シーガルズ,22,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
卜部里菜,2013-03,岡山シーガルズ,22,14,13,5,0,38.5,38.5,0,0,0,1,18,0,1,3,7,3,0,6,,0.36,0.07,2.8,42.9
古藤千鶴,2012-11,久光製薬スプリングス,2,18,4,1,0,25.0,25.0,0,0,0,1,72,4,1,28,0,0,0,6,,0.06,0.06,14.9,
古藤千鶴,2012-12,久光製薬スプリングス,2,17,4,3,0,75.0,75.0,0,0,0,7,63,1,1,22,1,0,0,11,,0.18,0.41,9.9,0.0
古藤千鶴,2013-01,久光製薬スプリングス,2,26,16,8,0,50.0,50.0,2,1,0,4,95,6,3,35,7,0,0,18,50.0,0.31,0.15,14.7,0.0
古藤千鶴,2013-02,久光製薬スプリングス,2,23,10,7,0,70.0,70.0,0,0,0,5,80,1,1,26,1,0,0,13,,0.3,0.22,9.1,0.0
古藤千鶴,2013-03,久光製薬スプリングス,2,28,10,1,0,10.0,10.0,0,0,0,7,82,3,1,27,1,0,0,11,,0.04,0.25,11.6,0.0
吉澤智恵,2012-11,JTマーヴェラス,4,17,139,44,11,31.7,23.7,10,2,0,4,57,3,5,18,106,64,0,51,20.0,2.59,0.24,11.0,60.4
吉澤智恵,2012-12,JTマーヴェラス,4,14,124,48,10,38.7,30.6,12,2,3,3,42,0,8,9,106,75,0,51,16.7,3.43,0.21,0.6,70.8
吉澤智恵,2013-01,JTマーヴェラス,4,23,195,53,12,27.2,21.0,10,0,1,5,80,8,5,18,166,113,0,66,0.0,2.3,0.22,14.1,68.1
吉澤智恵,2013-02,JTマーヴェラス,4,21,186,68,7,36.6,32.8,3,2,0,4,58,5,7,9,137,83,0,77,66.7,3.24,0.19,9.5,60.6
吉澤智恵,2013-03,JTマーヴェラス,4,31,316,104,25,32.9,25.0,7,2,1,12,88,3,12,15,134,92,0,119,28.6,3.35,0.39,4.3,68.7
吉田みなみ,2012-11,岡山シーガルズ,1,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
吉田みなみ,2012-12,岡山シーガルズ,1,4,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
吉田みなみ,2013-01,岡山シーガルズ,1,10,6,2,1,33.3,16.7,0,0,0,0,12,0,1,4,22,9,0,2,,0.2,0.0,6.2,40.9
吉田みなみ,2013-02,岡山シーガルズ,1,8,14,6,1,42.9,35.7,0,0,0,0,9,0,1,3,18,3,0,6,,0.75,0.0,5.6,16.7
吉田みなみ,2013-03,岡山シーガルズ,1,10,3,1,0,33.3,33.3,0,0,0,0,16,1,0,4,12,6,0,2,,0.1,0.0,12.5,50.0
吉田真未,2012-11,パイオニアレッドウィングス,20,20,0,0,0,,,0,0,0,0,0,0,0,0,53,38,0,0,,0.0,0.0,,71.7
吉田真未,2012-12,パイオニアレッドウィングス,20,14,0,0,0,,,0,0,0,0,0,0,0,0,74,54,0,0,,0.0,0.0,,73.0
吉田真未,2013-01,パイオニアレッドウィングス,20,23,0,0,0,,,0,0,0,0,0,0,0,0,107,76,0,0,,0.0,0.0,,71.0
吉田真未,2013-02,パイオニアレッドウィングス,20,26,0,0,0,,,0,0,0,0,0,0,0,0,105,72,0,0,,0.0,0.0,,68.6
吉田真未,2013-03,パイオニアレッドウィングス,20,33,0,0,0,,,0,0,0,0,0,0,0,0,137,106,0,0,,0.0,0.0,,77.4
和田麻里江,2012-11,東レアローズ,5,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
和田麻里江,2012-12,東レアローズ,5,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
和田麻里江,2013-01,東レアローズ,5,5,12,3,1,25.0,16.7,0,0,0,1,6,0,1,0,0,0,0,4,,0.6,0.2,-4.2,
和田麻里江,2013-02,東レアローズ,5,1,3,0,0,0.0,0.0,0,0,0,1,2,0,0,0,0,0,0,1,,0.0,1.0,0.0,
和田麻里江,2013-03,東レアローズ,5,6,22,10,1,45.5,40.9,0,0,0,2,16,0,1,2,0,0,0,12,,1.67,0.33,1.6,
堀川真理,2012-11,東レアローズ,13,8,26,7,2,26.9,19.2,2,0,0,2,8,0,2,3,1,0,0,9,0.0,0.88,0.25,3.1,0.0
堀川真理,2012-12,東レアローズ,13,5,14,5,1,35.7,28.6,1,0,0,1,5,0,0,1,0,0,0,6,0.0,1.0,0.2,5.0,
堀川真理,2013-01,東レアローズ,13,9,7,2,0,28.6,28.6,0,0,0,2,0,0,0,0,0,0,0,4,,0.22,0.22,,
堀川真理,2013-02,東レアローズ,13,14,16,3,1,18.8,12.5,0,0,0,1,0,0,0,0,0,0,0,4,,0.21,0.07,,
堀川真理,2013-03,東レアローズ,13,19,21,7,1,33.3,28.6,0,0,0,1,0,0,0,0,0,0,0,8,,0.37,0.05,,
大竹里歩,2012-11,デンソーエアリービーズ,3,11,78,33,2,42.3,39.7,0,0,0,7,40,2,2,13,0,0,0,42,,3.0,0.64,11.9,
大竹里歩,2012-12,デンソーエアリービーズ,3,3,2,1,0,50.0,50.0,0,0,0,1,5,0,0,1,0,0,0,2,,0.33,0.33,5.0,
大竹里歩,2013-01,デンソーエアリービーズ,3,4,25,12,0,48.0,48.0,0,0,0,0,12,0,3,5,3,2,0,12,,3.0,0.0,4.2,66.7
大竹里歩,2013-02,デンソーエアリービーズ,3,10,49,18,0,36.7,36.7,0,0,0,4,47,2,6,17,1,1,0,24,,1.8,0.4,10.1,100.0
大竹里歩,2013-03,デンソーエアリービーズ,3,17,55,22,2,40.0,36.4,0,0,0,2,59,1,2,21,1,1,0,25,,1.29,0.12,9.7,100.0
大野果奈,2012-11,NECレッドロケッツ,15,16,63,24,4,38.1,31.7,0,0,0,7,72,4,3,15,2,2,0,35,,1.5,0.44,9.7,100.0
大野果奈,2012-12,NECレッドロケッツ,15,12,8,2,1,25.0,12.5,0,0,0,1,13,0,0,4,1,0,0,3,,0.17,0.08,7.7,0.0
大野果奈,2013-01,NECレッドロケッツ,15,22,89,36,7,40.4,32.6,0,0,0,8,66,1,4,12,7,5,0,45,,1.64,0.36,4.5,71.4
大野果奈,2013-02,NECレッドロケッツ,15,18,84,35,2,41.7,39.3,0,0,0,4,54,0,4,17,5,4,0,39,,1.94,0.22,6.0,80.0
大野果奈,2013-03,NECレッドロケッツ,15,21,83,33,4,39.8,34.9,0,0,0,3,75,0,3,21,2,2,0,36,,1.57,0.14,6.0,100.0
大野果歩,2013-01,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野果歩,2013-03,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮下遥,2012-11,岡山シーガルズ,14,17,7,6,0,85.7,85.7,0,0,0,6,61,1,2,16,1,1,0,13,,0.35,0.35,7.4,100.0
宮下遥,2012-12,岡山シーガルズ,14,17,8,4,0,50.0,50.0,0,0,0,7,48,1,1,17,1,0,0,12,,0.24,0.41,10.4,0.0
宮下遥,2013-01,岡山シーガルズ,14,23,8,2,1,25.0,12.5,0,0,0,16,61,0,2,30,2,1,0,18,,0.09,0.7,11.5,50.0
